id,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.20,2014-02-17 09:52:02.075,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-02-17 22:19:49.815,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-02-17 22:23:27.543,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-02-17 22:24:21.720,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-02-17 23:23:22.592,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-02-18 12:25:44.914,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-02-19 08:54:35.367,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-02-19 19:59:56.516,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-02-21 10:57:57.765,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-02-21 10:59:28.453,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-02-25 09:56:19.253,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-02-26 07:35:01.538,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-02-27 07:46:49.309,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-02-27 18:02:33.783,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-02-28 07:16:32.582,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-01 13:10:34.509,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-01 13:11:11.759,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-01 13:12:56.572,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-01 13:59:08.887,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-01 16:02:10.618,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-01 16:47:10.561,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-03 08:57:29.865,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-04 08:47:45.493,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-04 12:57:30.204,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-04 13:19:33.755,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-04 13:27:58.144,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-04 16:01:14.532,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-04 16:01:53.463,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-05 09:47:13.638,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-05 09:49:00.628,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-05 17:18:39.319,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-05 17:35:32.608,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-06 08:54:16.963,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-06 09:06:18.513,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-06 16:15:09.970,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-08 14:50:25.618,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-08 14:50:55.427,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-08 14:50:56.622,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-10 09:58:38.529,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-12 11:22:53.273,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-13 11:12:25.167,,,,,,1.0,,,,,,,,,,,,,
AS14.20,2014-03-15 15:15:28.065,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-17 08:58:18.431,,,,,,,1.0,,,,,,,,,,,,
AS14.20,2014-03-20 21:00:00.000,7.0,-1.0,1.0,,,,,,,,,,,,,,,,
