id,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.31,2014-02-17 21:54:40.516,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-18 08:22:45.854,,,,,,1.0,,,,,,,,,,,,,
AS14.31,2014-02-20 21:43:37.190,,,,,,1.0,,,,,,,,,,,,,
AS14.31,2014-02-22 15:59:04.885,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-22 20:39:05.519,,,,,,1.0,,,,,,,,,,,,,
AS14.31,2014-02-22 21:10:19.253,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-22 21:11:05.016,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-24 10:46:11.565,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-24 10:47:43.217,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-24 11:01:03.698,,,,,,1.0,,,,,,,,,,,,,
AS14.31,2014-02-24 15:37:56.095,,,,,,1.0,,,,,,,,,,,,,
AS14.31,2014-02-24 15:46:29.109,,,,,,1.0,,,,,,,,,,,,,
AS14.31,2014-02-24 16:01:58.098,,,,,,1.0,,,,,,,,,,,,,
AS14.31,2014-02-24 16:08:07.497,,,,,,1.0,,,,,,,,,,,,,
AS14.31,2014-02-25 15:49:32.599,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-25 17:02:24.842,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-25 17:13:12.081,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-26 11:52:58.381,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-26 11:58:53.484,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-26 12:08:00.558,,,,,,,1.0,,,,,,,,,,,,
AS14.31,2014-02-26 18:01:39.055,,,,,,1.0,,,,,,,,,,,,,
