id,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.15,2014-02-17 14:45:29.710,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-17 15:19:19.375,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-17 15:37:03.135,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-17 15:41:02.167,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-17 17:52:08.750,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-17 18:31:24.492,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-17 19:33:51.766,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-18 18:47:03.292,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-18 18:50:49.239,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-18 18:52:06.263,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-18 18:57:09.753,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-18 19:01:46.239,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-18 19:07:24.408,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-18 19:11:07.384,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-18 19:11:54.395,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-19 06:04:25.779,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-19 10:57:32.384,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-19 14:34:47.490,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-19 14:54:46.667,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-19 14:59:26.272,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-19 15:07:35.664,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-19 17:12:12.348,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 22:33:26.956,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 22:46:15.816,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 22:50:17.526,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 22:53:09.519,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 22:57:26.739,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 22:58:48.516,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 23:03:22.736,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 23:06:31.088,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-19 23:27:33.167,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-20 09:42:11.165,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-20 09:44:44.154,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-20 09:47:25.282,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-20 15:21:27.714,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-20 15:27:44.826,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-20 18:38:25.573,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-20 18:41:38.084,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-20 18:57:45.778,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-20 20:00:17.183,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-20 20:02:01.859,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-20 20:22:42.832,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-20 21:00:13.601,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-20 21:00:29.871,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-21 14:06:12.029,,,,,,,1.0,,,,,,,,,,,,
AS14.15,2014-02-21 18:51:23.971,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-22 12:22:34.631,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-22 13:06:31.786,,,,,,1.0,,,,,,,,,,,,,
AS14.15,2014-02-22 14:18:57.309,,,,,,1.0,,,,,,,,,,,,,
