id,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood_level
AS14.01,2014-05-03,8.0,-0.2,1.0,0.071740884895172,109.1471466763814,,1.0,9.657141025641026,74.42255737704917,125.5431818181818,37.039125,,,8.113800000000001,22.84466666666667,143.631,30.102,31.40125,,medium
AS14.01,2014-05-04,8.0,-0.5,1.0,0.1361918083770383,92.01867186650632,,,18.50987368421053,52.838890625000005,154.73433333333332,,,,7.105,98.9354,,,,,medium
AS14.01,2014-05-05,,,,0.0078425954521073,137.594923074429,,,13.283242424242424,37.58122727272727,318.514,,,,,25.104,,,66.08275,,low
AS14.02,2014-02-17,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-02-18,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-02-19,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-02-20,,,,,,1.0,,,,,,,,,,,,,,low
AS14.02,2014-02-21,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-02-22,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-02-23,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-02-24,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-02-25,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-02-26,,,,,,1.0,,,,,,,,,,,,,,low
AS14.02,2014-02-27,,,,,,1.0,,,,,,,,,,,,,,low
AS14.02,2014-02-28,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-01,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-02,,,,,,1.0,,,,,,,,,,,,,,low
AS14.02,2014-03-03,,,,,,1.0,,,,,,,,,,,,,,low
AS14.02,2014-03-04,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-05,,,,,,1.0,,,,,,,,,,,,,,low
AS14.02,2014-03-06,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-07,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-08,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-09,,,,,,1.0,,,,,,,,,,,,,,low
AS14.02,2014-03-10,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-11,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-12,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-13,,,,,,1.0,1.0,,,,,,,,,,,,,low
AS14.02,2014-03-14,,,,,21.98856164984508,1.0,,7.521571428571429,16.532758064516127,16.0458,,,,24.787444444444443,5.7262,,,,,low
AS14.02,2014-03-15,,,,,29.171730775099533,1.0,,14.85342944785276,19.45754867256637,35.1694,,,,,,15.7125,,,,low
AS14.02,2014-03-16,6.333333333333333,0.0,0.0,,39.221015996933005,1.0,1.0,25.323826530612248,47.04222388059701,88.392,,,,21.47926315789473,10.681823529411766,,,,,medium
AS14.02,2014-03-17,6.75,0.5,0.5,0.1680684149503257,76.38924061086837,1.0,,9.313234848484848,47.55911578947369,502.2356,,,,12.962375,10.3028,,,,,medium
AS14.02,2014-03-18,8.2,0.6,0.8,0.2194843842554375,27.51506708162587,1.0,1.0,18.213433566433565,33.05110084033613,29.647666666666662,,,,17.744400000000002,11.177052631578947,,,,,high
AS14.02,2014-03-19,6.8,0.4,0.4,0.3156317568506431,49.59246666792669,1.0,1.0,11.430573529411763,32.87327848101266,16.344916666666666,,,,17.589333333333332,9.563,17.72390625,,,,medium
AS14.02,2014-03-20,7.25,-0.5,0.75,0.2390249602103473,34.3333385929348,1.0,1.0,12.01335810810811,31.68192647058824,14.818,,,,10.857125,14.622000000000002,,,,,medium
AS14.02,2014-03-21,7.5,-0.75,0.75,0.2896279249001074,75.37737161565468,1.0,1.0,12.459793296089384,44.66321875,153.20133333333334,,,,9.486,16.16754166666667,24.572,,,,medium
AS14.02,2014-03-22,6.5,-1.0,-0.5,0.4460436868329013,35.13686112452438,1.0,1.0,9.019934579439251,21.79124705882353,36.82838888888889,,,,10.801,10.754394736842109,20.01582051282051,,,,medium
