id,time,appCat.utilities
AS14.03,2014-04-11 09:41:47.584,4.513
AS14.03,2014-04-12 12:44:57.506,9.33
AS14.03,2014-04-14 21:00:23.963,17.303
AS14.03,2014-04-16 20:18:32.506,7.662
AS14.03,2014-04-17 18:43:13.003,7.145
AS14.03,2014-04-17 19:52:53.888,24.186
AS14.03,2014-04-18 20:34:13.138,7.954
AS14.03,2014-04-21 17:58:30.288,5.461
AS14.03,2014-04-25 12:11:32.220,10.174
AS14.03,2014-04-28 08:35:24.993,7.097
AS14.03,2014-04-28 14:57:51.273,6.141
AS14.03,2014-04-30 13:30:51.726,10.203
AS14.03,2014-04-30 20:17:42.898,6.067
AS14.03,2014-05-01 07:59:40.658,12.198
AS14.03,2014-05-02 09:58:29.973,5.096
AS14.03,2014-05-02 10:25:56.994,7.236
AS14.03,2014-05-02 14:34:05.599,8.291
AS14.03,2014-05-02 21:23:24.599,8.279
AS14.03,2014-05-03 14:33:22.676,11.342
AS14.03,2014-05-05 17:12:35.151,6.155
AS14.05,2014-03-14 10:20:53.688,14.298
AS14.05,2014-03-14 11:52:06.107,9.276
AS14.05,2014-03-14 11:54:56.895,5.083
AS14.05,2014-03-15 12:27:56.015,2.006
AS14.05,2014-03-15 12:28:08.122,22.107
AS14.05,2014-03-15 16:14:10.194,9.146
AS14.05,2014-03-15 20:15:55.319,8.058
AS14.05,2014-03-16 19:36:09.270,22.33
AS14.05,2014-03-16 22:52:11.486,6.043
AS14.05,2014-03-17 15:38:16.398,7.073
AS14.05,2014-03-17 22:08:55.470,6.19
AS14.05,2014-03-17 23:58:41.438,6.065
AS14.05,2014-03-18 00:14:07.049,11.15
AS14.05,2014-03-18 12:38:28.469,4.011
AS14.05,2014-03-18 12:44:05.338,8.073
AS14.05,2014-03-18 18:03:38.924,7.27
AS14.05,2014-03-18 18:19:56.414,11.136
AS14.05,2014-03-18 18:21:08.727,12.012
AS14.05,2014-03-18 18:22:00.466,0.246
AS14.05,2014-03-18 18:31:24.749,4.018
AS14.05,2014-03-19 01:03:32.214,6.056
AS14.05,2014-03-19 23:59:44.115,9.034
AS14.05,2014-03-22 10:23:32.923,7.036
AS14.05,2014-03-24 23:42:36.569,153.627
AS14.05,2014-03-25 01:57:25.160,6.111
AS14.05,2014-03-25 09:13:40.016,52.233
AS14.05,2014-03-25 09:15:59.602,18.117
AS14.05,2014-03-25 14:08:10.532,411.019
AS14.05,2014-03-25 14:32:47.154,0.522
AS14.05,2014-03-25 14:42:10.131,0.859
AS14.05,2014-03-25 14:51:11.923,6.177
AS14.05,2014-03-27 12:34:52.834,21.25
AS14.05,2014-03-27 15:52:35.326,5.035
AS14.05,2014-03-28 14:56:28.625,17.071
AS14.05,2014-03-29 12:44:52.338,23.047
AS14.05,2014-03-29 12:45:26.055,24.093
AS14.05,2014-03-30 01:15:05.505,44.323
AS14.05,2014-03-30 11:32:02.355,14.354
AS14.05,2014-03-30 20:14:46.798,37.218
AS14.05,2014-03-31 13:14:34.117,66.526
AS14.05,2014-04-01 17:09:48.575,13.104
AS14.05,2014-04-01 17:19:31.838,6.027
AS14.05,2014-04-02 15:29:25.802,4.017
AS14.05,2014-04-02 17:29:34.444,6.089
AS14.05,2014-04-04 19:03:32.187,12.31
AS14.05,2014-04-04 21:54:22.618,10.201
AS14.05,2014-04-06 00:31:33.480,25.075
AS14.05,2014-04-06 00:33:13.174,1.425
AS14.05,2014-04-06 00:52:47.940,6.059
AS14.05,2014-04-06 02:02:20.171,12.071
AS14.05,2014-04-06 02:03:20.549,1.022
AS14.05,2014-04-06 02:13:35.493,2.197
AS14.05,2014-04-06 03:49:42.858,7.084
AS14.05,2014-04-06 03:50:01.188,4.013
AS14.05,2014-04-06 03:50:33.668,5.023
AS14.05,2014-04-06 03:50:50.108,9.029
AS14.05,2014-04-07 10:24:36.598,12.036
AS14.05,2014-04-07 10:26:27.395,11.041
AS14.05,2014-04-07 11:58:56.299,1.002
AS14.05,2014-04-07 19:29:19.385,5.037
AS14.05,2014-04-07 20:25:40.348,3.087
AS14.05,2014-04-09 07:58:42.426,4.016
AS14.05,2014-04-10 21:15:33.407,4.033
AS14.05,2014-04-11 16:31:54.091,5.04
AS14.05,2014-04-12 13:35:35.032,13.248
AS14.05,2014-04-12 13:47:29.484,14.082
AS14.05,2014-04-12 15:19:42.206,6.09
AS14.05,2014-04-12 23:16:40.938,5.021
AS14.05,2014-04-14 08:41:33.775,11.048
AS14.05,2014-04-14 23:22:07.816,59.0
AS14.05,2014-04-14 23:43:52.203,4.051
AS14.05,2014-04-15 14:08:06.668,8.036
AS14.05,2014-04-15 14:10:33.556,3.188
AS14.05,2014-04-16 18:45:59.466,10.071
AS14.05,2014-04-16 18:49:31.750,8.086
AS14.05,2014-04-16 18:52:51.947,5.037
AS14.05,2014-04-17 10:31:36.976,9.065
AS14.05,2014-04-17 10:35:09.414,7.043
AS14.05,2014-04-17 10:37:18.536,1.102
AS14.05,2014-04-17 15:21:45.785,18.142
AS14.05,2014-04-17 19:40:05.660,5.012
AS14.05,2014-04-18 23:46:13.332,3.028
AS14.05,2014-04-19 18:58:01.309,9.263
AS14.05,2014-04-19 19:56:47.969,5.022
AS14.05,2014-04-20 00:11:16.598,26.158
AS14.05,2014-04-20 10:24:33.880,4.015
AS14.05,2014-04-20 12:00:02.513,7.065
AS14.05,2014-04-20 13:11:45.786,10.05
AS14.05,2014-04-20 13:19:01.937,10.098
AS14.05,2014-04-20 13:28:12.308,11.201
AS14.05,2014-04-20 16:56:27.404,2.006
AS14.05,2014-04-20 19:52:04.191,23.221
AS14.05,2014-04-20 19:55:25.315,10.053
AS14.05,2014-04-20 23:40:29.286,6.053
AS14.05,2014-04-21 00:02:45.701,11.049
AS14.05,2014-04-21 11:42:07.247,16.168
AS14.05,2014-04-21 11:42:38.525,1.055
AS14.05,2014-04-21 12:05:33.823,15.187
AS14.05,2014-04-21 12:08:40.414,2.133
AS14.05,2014-04-21 12:09:13.085,7.063
AS14.05,2014-04-21 12:14:07.029,23.089
AS14.05,2014-04-21 16:00:34.743,14.218
AS14.05,2014-04-21 16:16:30.240,7.024
AS14.05,2014-04-21 17:16:45.362,10.367
AS14.05,2014-04-21 17:18:19.470,4.021
AS14.05,2014-04-21 17:23:03.164,9.061
AS14.05,2014-04-21 18:20:37.055,17.101
AS14.05,2014-04-21 20:27:21.937,3.028
AS14.05,2014-04-21 21:02:08.130,2.013
AS14.05,2014-04-21 23:53:24.670,72.452
AS14.05,2014-04-22 13:08:31.535,3.046
AS14.05,2014-04-22 13:20:03.762,7.061
AS14.05,2014-04-22 13:30:32.579,2.073
AS14.05,2014-04-24 15:43:39.823,10.037
AS14.05,2014-04-25 13:42:36.634,5.039
AS14.05,2014-04-25 17:48:47.135,2.007
AS14.05,2014-04-25 19:37:52.612,10.086
AS14.05,2014-04-25 22:56:24.313,18.133
AS14.05,2014-04-26 10:20:04.052,9.097
AS14.05,2014-04-26 11:14:33.546,27.137
AS14.05,2014-04-26 11:35:01.763,6.025
AS14.05,2014-04-26 11:37:13.743,8.066
AS14.05,2014-04-26 11:54:15.049,1.003
AS14.05,2014-04-26 15:55:23.638,10.06
AS14.05,2014-04-26 22:06:50.296,3.012
AS14.05,2014-04-26 23:51:54.240,8.059
AS14.05,2014-04-27 00:01:05.476,5.049
AS14.05,2014-04-27 00:14:28.884,7.04
AS14.05,2014-04-27 00:15:55.233,34.242
AS14.05,2014-04-27 10:53:04.451,9.205
AS14.05,2014-04-27 13:05:32.065,9.128
AS14.05,2014-04-27 13:08:05.500,6.049
AS14.05,2014-04-27 13:08:44.046,2.022
AS14.05,2014-04-27 19:00:27.921,6.023
AS14.05,2014-04-28 22:12:07.247,3.01
AS14.05,2014-04-29 12:56:58.980,9.084
AS14.05,2014-04-29 12:58:15.984,1.04
AS14.05,2014-04-30 18:57:10.773,10.068
AS14.05,2014-05-02 00:26:23.005,17.119
AS14.05,2014-05-02 15:34:12.299,13.046
AS14.05,2014-05-02 15:38:41.262,11.054
AS14.05,2014-05-02 21:16:12.384,1.01
AS14.05,2014-05-03 23:49:04.184,9.075
AS14.05,2014-05-04 20:57:32.786,26.158
AS14.07,2014-03-21 11:28:30.211,31.218
AS14.07,2014-03-28 15:43:44.079,14.226
AS14.07,2014-04-04 23:18:44.125,363.429
AS14.07,2014-04-06 01:14:39.417,1.002
AS14.07,2014-04-09 22:09:39.983,6.038
AS14.07,2014-04-24 12:42:40.801,1.003
AS14.07,2014-04-28 19:30:40.779,1.179
AS14.07,2014-04-28 19:34:28.908,3.009
AS14.07,2014-04-28 21:01:47.801,3.022
AS14.08,2014-03-13 16:20:02.170,13.062
AS14.08,2014-03-14 07:37:45.177,10.053
AS14.08,2014-03-14 11:36:11.427,7.017
AS14.08,2014-03-14 12:48:08.496,3.039
AS14.08,2014-03-16 20:08:56.427,11.119
AS14.08,2014-03-19 11:11:05.499,8.043
AS14.08,2014-03-19 22:06:09.285,10.153
AS14.08,2014-03-21 09:06:24.247,24.097
AS14.08,2014-03-21 09:06:48.345,13.164
AS14.08,2014-03-21 11:50:26.039,11.055
AS14.08,2014-03-22 18:09:55.530,16.075
AS14.08,2014-03-23 14:02:30.405,8.045
AS14.08,2014-03-23 14:03:51.354,21.084
AS14.08,2014-03-23 14:23:14.589,46.284
AS14.08,2014-03-23 14:29:12.437,7.038
AS14.08,2014-03-24 10:48:59.700,6.029
AS14.08,2014-03-24 21:04:34.721,5.034
AS14.08,2014-03-26 09:30:11.589,11.029
AS14.08,2014-03-27 21:03:33.240,4.008
AS14.08,2014-03-27 23:30:57.914,20.042
AS14.08,2014-03-31 11:27:26.243,14.035
AS14.08,2014-04-01 20:55:26.265,3.005
AS14.08,2014-04-02 19:59:18.276,20.146
AS14.08,2014-04-03 08:53:49.625,11.185
AS14.08,2014-04-03 20:28:57.418,28.361
AS14.08,2014-04-03 20:51:44.328,11.031
AS14.08,2014-04-04 13:27:53.838,9.065
AS14.08,2014-04-05 23:21:18.122,11.042
AS14.08,2014-04-05 23:23:04.973,6.015
AS14.08,2014-04-06 08:28:03.832,11.055
AS14.08,2014-04-08 19:20:53.759,15.051
AS14.08,2014-04-08 19:26:58.246,16.146
AS14.08,2014-04-09 07:49:40.415,6.016
AS14.08,2014-04-10 09:30:59.346,21.441
AS14.08,2014-04-10 12:18:15.457,18.113
AS14.08,2014-04-10 23:34:07.032,8.029
AS14.08,2014-04-11 00:19:45.852,3.01
AS14.08,2014-04-13 12:41:57.641,5.043
AS14.08,2014-04-14 07:58:11.102,5.231
AS14.08,2014-04-14 11:54:54.032,3.009
AS14.08,2014-04-14 12:31:31.270,14.047
AS14.08,2014-04-14 13:49:13.415,9.106
AS14.08,2014-04-16 13:12:59.328,8.032
AS14.08,2014-04-16 13:19:49.053,4.024
AS14.08,2014-04-16 17:23:48.592,6.099
AS14.08,2014-04-16 20:27:03.479,5.185
AS14.08,2014-04-16 21:46:43.447,10.05
AS14.08,2014-04-17 08:33:06.631,3.038
AS14.08,2014-04-19 18:54:37.237,7.023
AS14.08,2014-04-20 16:18:48.242,15.074
AS14.08,2014-04-21 08:12:18.625,6.026
AS14.08,2014-05-01 09:12:14.358,199.548
AS14.08,2014-05-01 09:37:40.315,3.004
AS14.08,2014-05-02 18:54:07.911,3.172
AS14.08,2014-05-03 16:48:54.911,19.112
AS14.08,2014-05-03 17:26:05.709,6.024
AS14.08,2014-05-03 18:10:18.002,8.023
AS14.08,2014-05-03 19:23:01.332,11.055
AS14.09,2014-03-21 21:07:22.407,1.017
AS14.09,2014-03-21 22:00:08.795,1.003
AS14.09,2014-03-22 14:23:06.441,1.003
AS14.09,2014-03-23 20:46:41.157,1.005
AS14.09,2014-03-23 22:28:27.532,1.039
AS14.09,2014-03-23 22:28:28.573,1.01
AS14.09,2014-03-24 19:09:22.122,0.618
AS14.09,2014-03-24 19:10:01.198,16.997
AS14.09,2014-03-24 19:27:41.296,3.052
AS14.09,2014-03-25 23:55:41.821,1.005
AS14.09,2014-03-25 23:56:17.607,1.008
AS14.09,2014-03-25 23:56:27.671,1.003
AS14.09,2014-03-26 10:43:36.177,1.01
AS14.09,2014-03-26 16:11:06.815,5.053
AS14.09,2014-03-26 16:11:12.951,50.557
AS14.09,2014-03-26 16:12:03.509,19.379
AS14.09,2014-03-28 19:57:29.838,1.005
AS14.09,2014-03-28 19:57:34.954,55.109
AS14.09,2014-03-28 20:10:02.474,11.811
AS14.09,2014-03-28 20:10:51.786,3.047
AS14.09,2014-03-29 18:57:54.013,1.23
AS14.09,2014-03-29 18:58:14.957,2.012
AS14.09,2014-03-30 12:56:03.148,1.027
AS14.09,2014-03-30 12:56:04.177,2.027
AS14.09,2014-03-30 19:09:41.206,1.007
AS14.09,2014-03-31 14:24:35.072,1.01
AS14.09,2014-03-31 14:24:36.085,1.015
AS14.09,2014-03-31 14:41:19.108,2.018
AS14.09,2014-04-01 22:36:43.805,1.014
AS14.09,2014-04-01 23:11:22.176,1.005
AS14.09,2014-04-01 23:11:23.184,1.027
AS14.09,2014-04-01 23:48:55.566,1.017
AS14.09,2014-04-01 23:53:56.765,1.008
AS14.09,2014-04-02 10:31:57.704,1.014
AS14.09,2014-04-02 10:31:58.720,1.044
AS14.09,2014-04-02 13:24:06.763,4.023
AS14.09,2014-04-02 13:24:10.789,11.125
AS14.09,2014-04-02 13:24:21.924,41.052
AS14.09,2014-04-02 15:01:43.190,1.004
AS14.09,2014-04-04 01:14:06.523,1.055
AS14.09,2014-04-04 20:15:51.190,1.03
AS14.09,2014-04-04 20:15:52.221,1.002
AS14.09,2014-04-05 13:00:12.085,1.007
AS14.09,2014-04-06 16:31:31.608,1.013
AS14.09,2014-04-06 21:28:48.980,3.046
AS14.09,2014-04-06 21:28:52.095,10.131
AS14.09,2014-04-06 21:29:02.226,8.132
AS14.09,2014-04-10 11:50:16.782,1.011
AS14.09,2014-04-10 11:50:17.795,1.008
AS14.09,2014-04-12 12:16:20.155,1.008
AS14.09,2014-04-12 18:29:51.440,56.07
AS14.09,2014-04-12 18:45:38.081,2.02
AS14.09,2014-04-13 18:33:14.118,1.008
AS14.09,2014-04-17 14:37:43.875,1.067
AS14.09,2014-04-17 14:37:48.111,3.03
AS14.09,2014-04-17 16:59:56.930,1.01
AS14.09,2014-04-18 12:07:13.240,1.005
AS14.09,2014-04-18 23:57:11.543,2.006
AS14.09,2014-04-21 17:15:24.219,1.01
AS14.09,2014-04-21 17:15:25.234,1.195
AS14.12,2014-03-27 21:14:35.782,5.052
AS14.12,2014-03-28 22:20:53.325,6.109
AS14.12,2014-03-28 23:25:51.062,6.011
AS14.12,2014-03-28 23:26:31.845,2.049
AS14.12,2014-03-29 12:42:03.496,2.073
AS14.12,2014-03-29 12:49:42.622,6.047
AS14.12,2014-03-30 15:29:36.943,5.109
AS14.12,2014-03-30 15:45:07.563,0.976
AS14.12,2014-03-30 16:36:32.351,4.016
AS14.12,2014-03-30 18:39:22.012,2.008
AS14.12,2014-03-30 18:39:46.122,3.008
AS14.12,2014-04-07 00:11:59.536,4.213
AS14.12,2014-04-07 09:15:55.463,12.51
AS14.12,2014-04-07 09:19:24.926,5.017
AS14.12,2014-04-07 09:19:36.211,1.011
AS14.12,2014-04-07 15:55:13.542,1.216
AS14.12,2014-04-07 15:55:15.703,10.405
AS14.12,2014-04-07 15:57:59.118,2.215
AS14.12,2014-04-07 15:59:28.865,1.284
AS14.12,2014-04-07 16:05:14.607,5.027
AS14.12,2014-04-09 00:01:53.157,8.038
AS14.12,2014-04-09 13:59:17.375,4.141
AS14.12,2014-04-09 18:36:32.650,5.217
AS14.12,2014-04-12 00:14:46.358,1.003
AS14.12,2014-04-12 00:14:51.474,8.051
AS14.12,2014-04-12 19:22:42.744,3.014
AS14.12,2014-04-13 21:52:36.601,5.019
AS14.12,2014-04-14 09:06:35.368,6.025
AS14.12,2014-04-14 18:46:03.609,4.084
AS14.12,2014-04-15 14:14:07.466,5.128
AS14.12,2014-04-17 23:41:58.362,5.022
AS14.12,2014-04-18 20:31:29.256,4.026
AS14.12,2014-04-20 16:09:46.076,0.365
AS14.12,2014-04-20 16:09:48.698,2.743
AS14.12,2014-04-20 16:10:20.052,4.034
AS14.12,2014-04-21 13:44:47.506,3.038
AS14.12,2014-04-22 11:13:07.167,4.156
AS14.12,2014-04-25 23:50:57.940,12.336
AS14.12,2014-04-25 23:51:27.964,9.027
AS14.12,2014-04-25 23:51:42.096,1.998
AS14.12,2014-04-25 23:52:55.595,13.062
AS14.12,2014-04-30 19:31:59.825,4.11
AS14.12,2014-05-01 18:37:45.755,1.017
AS14.12,2014-05-01 18:37:50.993,4.031
AS14.12,2014-05-02 13:16:41.993,4.063
AS14.12,2014-05-03 19:21:07.947,6.035
AS14.12,2014-05-03 20:34:57.410,12.396
AS14.12,2014-05-03 20:40:35.948,4.243
AS14.13,2014-03-17 12:45:46.072,6.493
AS14.13,2014-03-17 12:46:11.980,6.025
AS14.13,2014-03-25 00:05:35.398,25.496
AS14.13,2014-03-29 16:48:12.612,43.997
AS14.13,2014-04-08 14:30:30.904,24.576
AS14.13,2014-04-09 10:05:23.398,15.201
AS14.13,2014-04-09 10:05:38.605,276.5
AS14.13,2014-04-09 11:48:25.457,19.384
AS14.13,2014-04-09 11:48:44.842,5.349
AS14.13,2014-04-27 15:44:02.984,53.822
AS14.13,2014-04-27 15:44:57.007,16.106
AS14.14,2014-03-22 23:43:16.634,1.004
AS14.14,2014-03-22 23:43:17.640,10.09
AS14.14,2014-03-22 23:43:27.736,1.039
AS14.15,2014-03-18 11:33:40.970,17.082
AS14.15,2014-03-28 09:32:55.562,20.068
AS14.15,2014-03-28 09:33:15.634,21.12
AS14.15,2014-03-28 09:33:36.757,7.041
AS14.16,2014-04-06 09:31:39.961,19.138
AS14.16,2014-05-04 19:08:52.595,13.048
AS14.17,2014-03-22 21:45:15.019,17.126
AS14.17,2014-03-24 09:04:59.809,36.053
AS14.17,2014-03-24 09:15:34.210,3.017
AS14.17,2014-03-24 09:15:45.260,3.069
AS14.17,2014-03-25 23:14:14.717,4.956
AS14.17,2014-03-25 23:24:52.914,4.91
AS14.17,2014-03-26 19:59:21.115,1.01
AS14.17,2014-03-26 19:59:22.138,19.074
AS14.17,2014-03-26 19:59:43.221,9.028
AS14.17,2014-03-26 19:59:53.263,56.339
AS14.17,2014-03-31 13:03:05.759,42.668
AS14.17,2014-03-31 14:20:35.894,4.148
AS14.17,2014-03-31 15:35:05.509,6.021
AS14.17,2014-03-31 15:35:13.539,52.247
AS14.17,2014-04-01 18:26:55.368,4.275
AS14.17,2014-04-01 18:33:21.783,5.042
AS14.17,2014-04-02 06:40:11.153,10.923
AS14.17,2014-04-02 06:44:52.112,9.466
AS14.17,2014-04-02 07:19:48.721,30.878
AS14.17,2014-04-02 07:20:46.680,3.438
AS14.17,2014-04-02 07:52:27.184,1.13
AS14.17,2014-04-02 08:05:13.844,15.371
AS14.17,2014-04-03 09:59:44.746,20.074
AS14.17,2014-04-08 16:46:41.986,16.049
AS14.17,2014-04-09 16:14:27.414,4.031
AS14.17,2014-04-11 11:06:39.131,1.016
AS14.17,2014-04-11 11:06:40.148,53.406
AS14.17,2014-04-11 11:14:50.229,3.019
AS14.17,2014-04-13 01:39:36.767,20.159
AS14.17,2014-04-16 13:09:52.628,1.001
AS14.17,2014-04-16 13:09:53.630,27.096
AS14.17,2014-04-17 16:23:26.085,1.004
AS14.17,2014-04-17 16:23:27.092,2.009
AS14.17,2014-04-17 23:58:11.303,1.636
AS14.17,2014-04-18 01:06:24.683,5.019
AS14.17,2014-04-21 12:40:42.993,3.01
AS14.17,2014-04-25 23:58:44.196,8.035
AS14.17,2014-04-28 09:13:23.986,3.079
AS14.17,2014-04-30 09:12:42.575,34.883
AS14.17,2014-05-01 23:17:36.854,15.057
AS14.17,2014-05-03 13:19:15.286,9.029
AS14.17,2014-05-05 10:10:57.197,38.606
AS14.17,2014-05-05 10:23:25.434,4.02
AS14.17,2014-05-05 13:46:36.494,5.33
AS14.19,2014-04-08 16:21:36.838,33.172
AS14.19,2014-04-08 16:22:31.292,7.16
AS14.19,2014-04-08 16:48:51.029,8.959
AS14.19,2014-04-08 16:54:17.790,4.051
AS14.19,2014-04-25 19:33:36.894,0.638
AS14.19,2014-04-25 19:34:30.154,3.015
AS14.20,2014-03-25 08:14:23.197,30.493
AS14.20,2014-03-25 08:16:13.901,30.268
AS14.20,2014-03-25 08:22:13.117,5.383
AS14.20,2014-03-25 08:25:31.503,5.283
AS14.20,2014-03-25 08:28:36.463,14.191
AS14.20,2014-03-25 08:29:34.783,3.011
AS14.23,2014-03-23 11:23:59.851,14.163
AS14.23,2014-03-23 19:33:37.875,7.039
AS14.23,2014-03-24 19:09:27.477,3.016
AS14.23,2014-03-30 19:09:02.362,48.304
AS14.23,2014-04-01 12:53:03.976,35.176
AS14.23,2014-04-02 02:37:24.615,15.062
AS14.23,2014-04-02 02:37:52.746,7.028
AS14.23,2014-04-03 14:13:27.693,4.011
AS14.23,2014-04-08 01:04:31.247,9.04
AS14.23,2014-04-08 01:06:29.161,1.006
AS14.23,2014-04-08 17:34:27.663,11.073
AS14.23,2014-04-08 17:37:18.003,8.038
AS14.23,2014-04-10 01:31:56.493,2.006
AS14.23,2014-04-18 10:37:14.799,81.4
AS14.23,2014-04-18 10:39:34.539,85.56
AS14.23,2014-04-19 12:13:01.812,6.021
AS14.23,2014-04-19 23:10:17.881,10.038
AS14.23,2014-04-20 00:23:52.892,7.056
AS14.23,2014-04-22 08:34:16.987,2.009
AS14.23,2014-04-22 14:17:51.892,2.005
AS14.23,2014-04-22 20:06:51.892,4.252
AS14.23,2014-04-25 01:30:44.335,9.034
AS14.23,2014-04-25 10:26:52.012,2.007
AS14.23,2014-04-27 19:49:50.796,10.091
AS14.23,2014-04-28 01:09:41.167,11.099
AS14.23,2014-05-01 00:08:46.105,23.138
AS14.24,2014-04-15 16:00:52.295,2.044
AS14.24,2014-04-15 16:00:54.339,5.069
AS14.24,2014-04-17 14:02:34.190,1.259
AS14.24,2014-04-17 14:02:35.457,1.002
AS14.24,2014-04-17 14:02:36.464,4.142
AS14.24,2014-04-17 14:02:40.608,1.001
AS14.24,2014-04-18 18:01:43.734,1.041
AS14.24,2014-04-18 18:01:44.782,2.005
AS14.24,2014-04-18 18:01:46.792,1.002
AS14.24,2014-04-20 10:48:32.500,4.086
AS14.24,2014-04-21 17:55:13.279,1.003
AS14.24,2014-04-21 17:55:14.286,1.004
AS14.24,2014-04-21 17:55:15.295,22.184
AS14.24,2014-04-21 17:55:37.480,10.04
AS14.24,2014-04-21 21:38:55.092,2.007
AS14.24,2014-04-21 21:39:04.302,1.002
AS14.24,2014-04-22 12:31:17.428,2.01
AS14.24,2014-04-22 13:23:54.618,3.074
AS14.24,2014-04-22 15:10:55.020,2.071
AS14.24,2014-04-22 15:11:06.144,1.002
AS14.24,2014-04-22 20:47:11.456,3.018
AS14.24,2014-04-23 16:23:47.828,4.018
AS14.24,2014-04-24 10:15:14.325,2.01
AS14.24,2014-04-24 13:19:40.249,3.007
AS14.24,2014-04-24 13:21:25.130,25.258
AS14.24,2014-04-24 15:43:09.749,1.011
AS14.24,2014-04-24 15:43:10.760,3.09
AS14.24,2014-04-24 15:43:43.940,1.002
AS14.24,2014-04-24 15:43:57.000,12.044
AS14.24,2014-04-24 17:05:39.302,2.008
AS14.24,2014-04-24 17:08:47.990,1.002
AS14.24,2014-04-24 17:40:11.703,1.003
AS14.24,2014-04-24 17:40:12.710,2.003
AS14.24,2014-04-24 17:40:46.105,1.002
AS14.24,2014-04-25 18:28:00.213,21.087
AS14.24,2014-04-25 21:08:43.763,1.014
AS14.24,2014-04-25 21:08:44.779,58.358
AS14.24,2014-04-26 16:25:11.619,1.008
AS14.24,2014-04-26 16:25:12.632,3.012
AS14.24,2014-04-26 16:25:25.677,2.021
AS14.24,2014-04-28 11:09:31.747,3.011
AS14.24,2014-04-28 11:09:50.075,14.613
AS14.24,2014-04-28 11:10:30.703,1.014
AS14.24,2014-04-28 12:26:08.144,1.006
AS14.24,2014-04-28 12:26:09.151,3.028
AS14.24,2014-04-29 00:24:35.364,4.171
AS14.24,2014-04-29 11:26:34.352,1.003
AS14.24,2014-04-29 11:26:35.362,3.011
AS14.24,2014-04-29 11:26:53.423,2.007
AS14.24,2014-04-29 22:06:52.213,3.11
AS14.24,2014-04-29 22:40:49.328,4.013
AS14.24,2014-04-29 22:41:00.384,1.002
AS14.24,2014-04-30 12:02:16.453,5.106
AS14.24,2014-04-30 22:41:24.421,7.25
AS14.24,2014-05-07 10:13:51.036,3.015
AS14.24,2014-05-07 14:37:01.078,5.042
AS14.24,2014-05-07 15:12:12.476,1.003
AS14.24,2014-05-07 15:12:13.484,2.034
AS14.24,2014-05-07 15:12:27.983,3.01
AS14.24,2014-05-08 08:14:35.279,3.03
AS14.24,2014-05-09 16:48:48.438,1.003
AS14.24,2014-05-09 16:48:49.443,2.202
AS14.24,2014-05-10 20:49:03.226,3.085
AS14.24,2014-05-12 12:02:31.674,1.006
AS14.24,2014-05-12 12:02:32.691,2.032
AS14.24,2014-05-12 14:24:52.207,2.013
AS14.24,2014-05-12 16:04:19.042,3.006
AS14.24,2014-05-12 20:03:29.946,1.811
AS14.24,2014-05-12 20:10:19.053,3.021
AS14.24,2014-05-12 22:57:30.365,1.003
AS14.24,2014-05-12 22:57:31.369,2.054
AS14.24,2014-05-13 13:02:45.213,9.047
AS14.24,2014-05-13 14:42:37.303,13.063
AS14.24,2014-05-14 14:30:27.223,16.96
AS14.24,2014-05-14 14:31:14.000,3.006
AS14.24,2014-05-14 18:39:11.275,2.05
AS14.24,2014-05-14 18:39:22.377,0.444
AS14.24,2014-05-14 18:40:32.000,8.037
AS14.24,2014-05-16 23:59:35.519,5.029
AS14.24,2014-05-17 19:24:10.671,14.19
AS14.24,2014-05-17 21:02:29.404,4.012
AS14.24,2014-05-17 21:03:19.565,3.011
AS14.24,2014-05-21 12:06:13.857,1.003
AS14.24,2014-05-21 12:06:14.865,2.005
AS14.24,2014-05-21 12:07:30.293,1.001
AS14.24,2014-05-30 22:14:35.743,3.027
AS14.24,2014-05-30 23:01:21.473,2.012
AS14.24,2014-06-02 13:56:59.661,1.032
AS14.24,2014-06-02 13:57:00.703,2.006
AS14.24,2014-06-02 16:49:55.467,1.007
AS14.24,2014-06-02 16:49:56.480,29.128
AS14.24,2014-06-03 09:30:20.301,3.14
AS14.24,2014-06-03 09:38:09.551,2.007
AS14.24,2014-06-03 16:38:41.006,1.476
AS14.24,2014-06-03 16:38:43.482,3.046
AS14.24,2014-06-03 20:44:31.911,3.012
AS14.24,2014-06-06 10:37:20.779,2.072
AS14.25,2014-04-09 20:36:06.230,4.123
AS14.26,2014-04-20 10:15:41.384,23.082
AS14.26,2014-04-21 18:34:41.447,22.112
AS14.26,2014-04-28 19:31:38.872,26.402
AS14.26,2014-05-09 14:54:55.812,30.225
AS14.26,2014-05-12 15:48:02.936,24.091
AS14.26,2014-05-15 18:42:49.634,24.071
AS14.26,2014-05-16 23:06:35.295,24.199
AS14.26,2014-05-18 18:36:58.596,26.175
AS14.26,2014-05-22 21:58:59.700,24.179
AS14.26,2014-05-24 18:09:23.131,23.201
AS14.26,2014-05-27 09:39:45.111,27.128
AS14.27,2014-04-05 23:15:06.674,19.125
AS14.27,2014-04-10 23:04:22.480,1.004
AS14.27,2014-04-25 20:42:06.845,1.003
AS14.28,2014-03-31 18:13:43.424,3.045
AS14.28,2014-03-31 18:23:11.141,3.132
AS14.28,2014-04-02 12:25:23.950,47.299
AS14.28,2014-04-02 12:27:26.226,15.058
AS14.28,2014-04-02 12:28:24.302,10.046
AS14.28,2014-04-02 12:28:46.403,10.135
