id,time,appCat.travel
AS14.06,2014-04-13 18:14:14.618,4.927
AS14.06,2014-04-13 18:14:27.874,85.212
AS14.06,2014-04-13 18:15:54.387,3.079
AS14.06,2014-04-13 18:16:45.684,57.491
AS14.06,2014-04-13 18:25:29.776,31.643
AS14.06,2014-04-13 18:26:09.450,4.69
AS14.06,2014-04-13 18:26:27.835,29.519
AS14.06,2014-04-15 14:28:53.348,18.202
AS14.06,2014-04-16 10:10:15.252,5.109
AS14.06,2014-04-16 10:10:21.365,4.038
AS14.06,2014-04-16 10:10:27.417,39.798
AS14.06,2014-04-16 10:11:21.081,31.686
AS14.06,2014-04-17 21:13:10.596,37.3
AS14.06,2014-04-18 16:53:32.332,62.153
AS14.06,2014-04-18 17:09:36.443,53.041
AS14.06,2014-04-18 17:12:03.069,20.227
AS14.06,2014-04-18 17:14:37.697,21.122
AS14.06,2014-04-18 17:15:03.641,3.016
AS14.06,2014-04-18 17:15:38.071,12.242
AS14.06,2014-04-18 17:48:22.355,160.129
AS14.06,2014-04-19 11:27:04.904,116.222
AS14.06,2014-04-21 19:21:01.219,36.522
AS14.06,2014-04-21 21:10:38.176,100.398
AS14.06,2014-04-21 21:42:03.470,2.127
AS14.06,2014-04-21 21:42:09.551,4.022
AS14.06,2014-04-22 07:28:01.315,19.198
AS14.06,2014-04-22 12:11:12.520,63.703
AS14.06,2014-04-22 14:12:32.151,148.049
AS14.06,2014-04-23 18:10:59.318,39.757
AS14.06,2014-04-23 23:08:42.967,92.489
AS14.06,2014-04-23 23:11:42.865,59.617
AS14.06,2014-04-24 07:29:52.667,88.046
AS14.06,2014-04-24 14:05:10.747,44.829
AS14.06,2014-04-24 14:06:27.694,18.453
AS14.06,2014-04-24 14:16:50.792,15.231
AS14.06,2014-04-24 22:32:56.098,37.493
AS14.06,2014-04-24 22:33:35.602,4.017
AS14.06,2014-04-25 19:19:21.282,87.182
AS14.06,2014-04-25 20:42:10.477,64.165
AS14.06,2014-04-25 21:43:20.065,104.047
AS14.06,2014-04-26 06:46:31.743,45.608
AS14.06,2014-04-26 16:43:29.785,878.423
AS14.06,2014-04-27 21:51:53.209,105.478
AS14.06,2014-04-27 21:53:39.697,61.162
AS14.06,2014-04-30 15:19:19.345,63.787
AS14.06,2014-05-01 09:39:09.499,14.44
AS14.06,2014-05-01 09:39:32.045,60.2
AS14.06,2014-05-01 09:42:04.993,26.057
AS14.06,2014-05-01 09:44:18.332,93.18
AS14.06,2014-05-01 09:46:24.598,15.093
AS14.06,2014-05-01 09:48:17.969,13.048
AS14.06,2014-05-01 09:48:31.017,41.599
AS14.06,2014-05-01 10:20:54.476,13.034
AS14.06,2014-05-02 11:40:14.102,39.759
AS14.06,2014-05-02 11:41:09.009,19.157
AS14.06,2014-05-02 16:59:22.369,31.763
AS14.06,2014-05-02 19:11:53.312,51.439
AS14.06,2014-05-02 19:13:25.559,114.923
AS14.06,2014-05-02 19:15:28.818,6.332
AS14.06,2014-05-04 17:15:30.256,4.015
AS14.06,2014-05-05 22:58:16.529,56.464
AS14.06,2014-05-06 07:21:08.776,40.743
AS14.06,2014-05-07 00:06:10.460,24.233
AS14.07,2014-03-19 13:30:14.015,28.554
AS14.07,2014-03-19 14:07:47.782,3.017
AS14.07,2014-03-19 15:12:34.565,12.047
AS14.07,2014-03-19 15:14:21.121,39.131
AS14.07,2014-03-19 17:03:42.851,63.208
AS14.07,2014-03-21 09:31:02.966,153.456
AS14.07,2014-03-21 09:35:25.842,5.128
AS14.07,2014-03-21 09:36:26.072,6.02
AS14.07,2014-03-22 23:06:58.503,497.622
AS14.07,2014-03-22 23:28:57.677,116.624
AS14.07,2014-03-24 11:50:51.835,58.215
AS14.07,2014-03-25 22:38:44.720,59.706
AS14.07,2014-03-25 22:39:56.703,71.228
AS14.07,2014-03-26 16:40:20.013,168.608
AS14.07,2014-03-26 16:43:15.677,35.133
AS14.07,2014-03-27 09:53:24.887,48.752
AS14.07,2014-03-27 10:09:31.785,3.016
AS14.07,2014-03-28 11:00:33.138,20.065
AS14.07,2014-03-28 12:39:35.109,229.316
AS14.07,2014-03-28 12:54:28.799,3.034
AS14.07,2014-03-28 13:25:03.111,13.163
AS14.07,2014-03-28 15:09:29.769,81.357
AS14.07,2014-03-28 15:14:45.246,4.988
AS14.07,2014-03-28 15:18:10.678,27.088
AS14.07,2014-03-28 15:26:09.010,95.424
AS14.07,2014-03-28 15:38:15.707,4.009
AS14.07,2014-03-28 15:52:08.361,63.179
AS14.07,2014-03-28 17:09:14.240,11.077
AS14.07,2014-03-28 17:46:06.148,92.378
AS14.07,2014-03-28 17:55:51.634,2.015
AS14.07,2014-03-29 19:49:05.858,2.01
AS14.07,2014-03-29 19:49:26.926,270.138
AS14.07,2014-03-29 20:24:09.507,35.604
AS14.07,2014-03-30 10:27:39.825,22.007
AS14.07,2014-03-30 11:40:47.996,5.688
AS14.07,2014-03-30 11:44:38.801,104.046
AS14.07,2014-03-30 11:50:06.082,2.036
AS14.07,2014-03-30 11:50:12.148,69.41
AS14.07,2014-03-30 11:51:28.328,5.228
AS14.07,2014-03-30 11:51:41.645,3.015
AS14.07,2014-03-30 12:26:13.786,28.408
AS14.07,2014-03-30 12:37:42.762,4.017
AS14.07,2014-03-30 12:54:47.559,22.195
AS14.07,2014-03-31 15:30:07.017,26.2
AS14.07,2014-03-31 15:30:33.223,94.327
AS14.07,2014-03-31 15:44:17.191,87.329
AS14.07,2014-04-02 09:10:36.549,130.356
AS14.07,2014-04-02 09:13:35.250,465.502
AS14.07,2014-04-02 09:39:36.582,115.607
AS14.07,2014-04-03 19:49:20.901,18.216
AS14.07,2014-04-03 19:49:39.467,166.864
AS14.07,2014-04-03 22:26:49.746,80.289
AS14.07,2014-04-04 22:45:47.374,51.17
AS14.07,2014-04-05 08:28:11.486,66.371
AS14.07,2014-04-05 09:11:01.920,70.896
AS14.07,2014-04-05 09:14:03.796,12.031
AS14.07,2014-04-10 11:14:32.868,22.179
AS14.07,2014-04-11 14:48:19.365,21.402
AS14.07,2014-04-11 17:34:16.739,5.031
AS14.07,2014-04-11 17:36:37.749,102.328
AS14.07,2014-04-11 17:39:20.378,25.092
AS14.07,2014-04-11 17:39:45.473,39.166
AS14.07,2014-04-11 17:41:44.157,27.576
AS14.07,2014-04-11 18:00:19.078,2.014
AS14.07,2014-04-11 18:00:24.117,16.084
AS14.07,2014-04-11 20:35:57.173,10.466
AS14.07,2014-04-11 21:53:45.193,6.242
AS14.07,2014-04-12 01:40:01.858,27.193
AS14.07,2014-04-12 01:40:29.055,16.049
AS14.07,2014-04-12 01:58:01.454,30.291
AS14.07,2014-04-12 01:58:31.747,27.198
AS14.07,2014-04-12 02:00:42.671,144.728
AS14.07,2014-04-12 02:03:07.401,150.665
AS14.07,2014-04-12 02:05:51.135,16.059
AS14.07,2014-04-12 02:06:07.197,66.233
AS14.07,2014-04-16 22:48:46.394,33.254
AS14.07,2014-04-21 09:17:15.433,616.319
AS14.07,2014-04-21 09:35:49.992,50.417
AS14.07,2014-04-21 22:08:02.301,68.256
AS14.07,2014-04-23 18:42:18.589,81.312
AS14.07,2014-04-28 11:47:02.970,1.004
AS14.08,2014-03-14 11:36:23.493,122.688
AS14.08,2014-03-14 12:48:11.536,10.058
AS14.08,2014-03-14 12:48:21.595,42.54
AS14.08,2014-03-14 12:55:53.446,4.14
AS14.08,2014-03-14 12:55:57.589,121.809
AS14.08,2014-03-14 13:04:09.444,394.533
AS14.08,2014-03-14 13:40:48.539,5.143
AS14.08,2014-03-14 15:30:08.361,52.223
AS14.08,2014-03-14 15:31:47.253,456.192
AS14.08,2014-03-14 15:39:45.174,65.009
AS14.08,2014-03-14 16:05:51.344,3.01
AS14.08,2014-03-22 18:10:31.740,89.938
AS14.08,2014-03-23 17:23:35.388,135.275
AS14.08,2014-03-23 17:25:50.667,38.441
AS14.08,2014-03-23 17:26:29.122,16.085
AS14.08,2014-03-23 17:26:45.210,14.793
AS14.08,2014-03-23 17:27:13.513,9.048
AS14.08,2014-03-23 23:18:14.388,67.285
AS14.08,2014-03-23 23:30:20.023,5.148
AS14.08,2014-03-23 23:30:25.174,37.166
AS14.08,2014-04-17 08:48:26.107,5.013
AS14.08,2014-04-17 08:48:31.122,16.085
AS14.08,2014-04-17 14:56:32.421,102.495
AS14.08,2014-04-17 14:58:24.114,2.233
AS14.08,2014-04-17 15:29:00.296,11.04
AS14.08,2014-04-17 15:43:38.496,978.001
AS14.09,2014-03-22 14:53:33.052,11.267
AS14.09,2014-03-22 14:53:45.331,168.747
AS14.09,2014-03-22 14:56:54.687,13.303
AS14.09,2014-03-23 20:49:33.831,7.177
AS14.09,2014-03-23 21:22:09.913,1.103
AS14.09,2014-03-23 21:38:21.301,1.003
AS14.09,2014-03-23 21:41:39.055,130.568
AS14.09,2014-03-23 21:45:14.819,53.737
AS14.09,2014-03-24 10:10:42.201,37.517
AS14.09,2014-03-24 10:59:29.823,63.344
AS14.09,2014-03-24 11:11:23.513,6.069
AS14.09,2014-03-24 11:11:47.904,9.192
AS14.09,2014-03-24 11:14:51.207,2.008
AS14.09,2014-03-24 11:47:36.426,14.296
AS14.09,2014-03-24 11:49:35.641,15.652
AS14.09,2014-03-24 12:20:32.196,54.472
AS14.09,2014-03-24 12:29:16.026,10.24
AS14.09,2014-03-24 12:29:40.421,10.238
AS14.09,2014-03-24 12:30:12.104,1.07
AS14.09,2014-03-24 12:32:08.959,26.451
AS14.09,2014-03-25 23:55:05.253,32.474
AS14.09,2014-03-27 16:19:32.894,1.01
AS14.09,2014-03-28 12:09:45.740,39.654
AS14.09,2014-03-28 15:09:48.563,22.238
AS14.09,2014-03-28 16:06:22.161,12.719
AS14.09,2014-03-28 16:08:52.746,219.994
AS14.09,2014-03-28 16:12:58.993,70.487
AS14.09,2014-03-28 16:16:35.105,25.059
AS14.09,2014-03-28 16:18:07.007,47.026
AS14.09,2014-03-28 16:18:54.964,4.843
AS14.09,2014-03-28 16:19:03.430,5.088
AS14.09,2014-03-28 16:19:33.463,35.252
AS14.09,2014-03-28 16:21:14.802,3.774
AS14.09,2014-03-28 16:21:19.148,14.825
AS14.09,2014-03-28 16:22:51.081,2.342
AS14.09,2014-03-28 16:22:55.618,286.878
AS14.09,2014-03-28 16:28:40.443,14.113
AS14.09,2014-03-28 16:29:03.706,1.007
AS14.09,2014-03-28 16:29:07.743,14.126
AS14.09,2014-03-28 16:29:33.005,164.344
AS14.09,2014-03-29 16:22:28.849,32.36
AS14.09,2014-03-29 17:13:47.698,48.489
AS14.09,2014-03-29 17:35:50.062,51.573
AS14.09,2014-03-29 18:24:45.413,25.28
AS14.09,2014-03-31 10:55:28.362,4.033
AS14.09,2014-03-31 11:38:48.835,10.166
AS14.09,2014-03-31 11:39:01.019,85.788
AS14.09,2014-03-31 11:40:30.982,11.077
AS14.09,2014-03-31 12:05:21.627,3.022
AS14.09,2014-03-31 12:07:42.858,26.458
AS14.09,2014-03-31 12:16:53.709,35.225
AS14.09,2014-03-31 12:20:07.936,2.252
AS14.09,2014-03-31 12:20:12.204,12.26
AS14.09,2014-03-31 12:21:19.331,11.114
AS14.09,2014-03-31 12:26:43.778,37.347
AS14.09,2014-03-31 12:27:40.499,16.034
AS14.09,2014-03-31 12:28:43.770,3.294
AS14.09,2014-03-31 12:28:48.904,2.662
AS14.09,2014-03-31 12:28:52.151,6.087
AS14.09,2014-03-31 12:31:49.390,8.368
AS14.09,2014-03-31 12:34:12.546,2.21
AS14.09,2014-03-31 12:34:17.112,13.198
AS14.09,2014-03-31 12:35:02.627,17.359
AS14.09,2014-03-31 12:40:23.397,5.16
AS14.09,2014-03-31 15:52:52.710,30.731
AS14.09,2014-03-31 15:53:33.500,29.291
AS14.09,2014-03-31 15:57:40.122,13.142
AS14.09,2014-03-31 16:01:56.622,10.196
AS14.09,2014-03-31 16:09:18.726,163.51
AS14.09,2014-03-31 16:18:56.680,2.108
AS14.09,2014-03-31 16:19:00.546,14.291
AS14.09,2014-04-01 18:29:50.944,84.68
AS14.09,2014-04-01 19:35:20.782,52.5
AS14.09,2014-04-03 10:07:38.714,16.657
AS14.09,2014-04-03 10:08:18.619,62.172
AS14.09,2014-04-03 10:42:28.023,5.037
AS14.09,2014-04-03 10:42:36.086,36.244
AS14.09,2014-04-03 14:16:20.095,20.124
AS14.09,2014-04-03 14:17:19.553,9.885
AS14.09,2014-04-03 14:18:32.898,12.474
AS14.09,2014-04-03 14:22:12.713,38.567
AS14.09,2014-04-03 14:24:36.517,36.873
AS14.09,2014-04-03 14:25:27.880,62.697
AS14.09,2014-04-03 14:35:52.217,6.073
AS14.09,2014-04-03 16:06:06.573,32.542
AS14.09,2014-04-03 16:07:25.696,23.275
AS14.09,2014-04-03 16:08:01.072,171.137
AS14.09,2014-04-03 16:13:35.433,79.84
AS14.09,2014-04-03 16:14:58.400,469.83
AS14.09,2014-04-03 16:22:49.413,6.036
AS14.09,2014-04-03 16:40:13.651,33.333
AS14.09,2014-04-03 17:50:29.528,38.085
AS14.09,2014-04-03 17:53:38.944,35.683
AS14.09,2014-04-03 17:55:32.786,16.123
AS14.09,2014-04-03 18:07:07.865,8.083
AS14.09,2014-04-03 18:11:36.424,11.072
AS14.09,2014-04-03 18:11:49.506,10.099
AS14.09,2014-04-03 18:18:09.769,8.385
AS14.09,2014-04-03 18:22:19.588,19.614
AS14.09,2014-04-03 18:25:02.053,3.548
AS14.09,2014-04-03 18:25:09.186,2.276
AS14.09,2014-04-03 18:25:13.053,12.196
AS14.09,2014-04-03 18:27:09.938,9.167
AS14.09,2014-04-03 18:28:25.369,55.843
AS14.09,2014-04-03 18:30:29.706,6.045
AS14.09,2014-04-03 18:31:04.892,11.206
AS14.09,2014-04-03 18:31:52.901,113.124
AS14.09,2014-04-03 22:04:54.996,25.426
AS14.09,2014-04-04 11:36:35.256,106.623
AS14.09,2014-04-04 11:45:04.111,8.05
AS14.09,2014-04-04 11:50:04.834,6.071
AS14.09,2014-04-04 11:57:34.598,7.11
AS14.09,2014-04-04 12:04:31.585,6.03
AS14.09,2014-04-04 12:23:35.632,42.696
AS14.09,2014-04-04 12:24:27.618,1.018
AS14.09,2014-04-04 12:24:34.802,14.595
AS14.09,2014-04-04 12:36:51.414,20.691
AS14.09,2014-04-04 12:41:21.316,10.05
AS14.09,2014-04-04 21:49:42.684,52.068
AS14.09,2014-04-07 11:06:07.395,63.794
AS14.09,2014-04-07 11:57:54.273,85.112
AS14.09,2014-04-07 12:09:30.997,8.885
AS14.09,2014-04-07 12:10:59.687,6.042
AS14.09,2014-04-07 12:15:55.219,3.04
AS14.09,2014-04-07 12:16:00.239,3.489
AS14.09,2014-04-07 12:16:39.407,5.227
AS14.09,2014-04-07 12:18:02.790,30.92
AS14.09,2014-04-07 12:24:08.951,15.864
AS14.09,2014-04-07 12:28:59.690,5.059
AS14.09,2014-04-07 12:44:25.394,30.619
AS14.09,2014-04-07 19:59:14.012,2.006
AS14.09,2014-04-07 19:59:17.032,2.018
AS14.09,2014-04-07 19:59:21.069,1.007
AS14.09,2014-04-07 20:01:05.127,85.08
AS14.09,2014-04-08 12:30:39.003,27.602
AS14.09,2014-04-08 12:36:24.323,12.21
AS14.09,2014-04-08 12:44:31.779,24.254
AS14.09,2014-04-08 12:51:49.237,14.125
AS14.09,2014-04-08 13:01:48.637,7.064
AS14.09,2014-04-08 13:22:51.990,127.198
AS14.09,2014-04-08 13:25:27.617,3.058
AS14.09,2014-04-08 13:27:29.898,28.416
AS14.09,2014-04-08 13:28:37.046,56.793
AS14.09,2014-04-08 13:38:32.164,15.241
AS14.09,2014-04-08 13:38:50.532,6.064
AS14.09,2014-04-08 14:40:50.128,67.917
AS14.09,2014-04-09 19:16:47.168,26.014
AS14.09,2014-04-11 11:06:24.637,8.451
AS14.09,2014-04-11 11:14:05.102,4.018
AS14.09,2014-04-11 11:14:11.131,8.096
AS14.09,2014-04-11 11:39:06.246,279.163
AS14.09,2014-04-11 11:44:09.026,176.67
AS14.09,2014-04-11 11:47:06.703,68.76
AS14.09,2014-04-11 13:29:42.385,41.646
AS14.09,2014-04-11 13:30:29.095,12.104
AS14.09,2014-04-13 00:04:41.698,111.354
AS14.09,2014-04-13 18:55:22.000,114.665
AS14.09,2014-04-13 18:57:19.739,2.01
AS14.09,2014-04-13 21:33:44.407,2.014
AS14.09,2014-04-13 21:33:47.438,1.008
AS14.09,2014-04-13 21:33:49.467,67.818
AS14.09,2014-04-13 21:35:00.390,100.068
AS14.09,2014-04-13 21:37:09.816,12.104
AS14.09,2014-04-14 11:27:05.760,53.009
AS14.09,2014-04-14 11:28:07.908,24.711
AS14.09,2014-04-17 12:54:31.619,2.054
AS14.09,2014-04-17 12:54:35.749,25.004
AS14.09,2014-04-17 12:57:38.523,6.842
AS14.09,2014-04-17 12:59:30.782,3.033
AS14.09,2014-04-17 14:30:14.772,2.011
AS14.09,2014-04-17 17:14:41.453,3.069
AS14.09,2014-04-17 19:40:51.976,1.011
AS14.09,2014-04-18 14:17:49.438,22.127
AS14.09,2014-04-19 23:30:59.401,22.237
AS14.09,2014-04-19 23:31:31.872,31.333
AS14.09,2014-04-19 23:33:16.476,421.816
AS14.09,2014-04-20 14:09:32.155,50.171
AS14.09,2014-04-20 14:10:34.887,2.534
AS14.09,2014-04-20 14:12:54.924,8.623
AS14.09,2014-04-24 22:35:59.979,4.024
AS14.12,2014-03-29 01:46:19.493,79.712
AS14.12,2014-03-29 01:47:41.594,8.752
AS14.12,2014-03-29 01:48:37.805,1.542
AS14.12,2014-03-29 01:53:51.657,6.061
AS14.12,2014-03-29 15:28:55.364,5.051
AS14.12,2014-03-31 19:16:11.467,187.715
AS14.12,2014-03-31 19:19:20.931,153.652
AS14.12,2014-03-31 19:22:09.305,39.728
AS14.12,2014-03-31 19:22:51.831,14.827
AS14.12,2014-03-31 19:46:54.795,43.654
AS14.12,2014-03-31 19:47:41.351,1.744
AS14.12,2014-03-31 19:52:10.280,2.887
AS14.12,2014-03-31 19:53:53.460,2.376
AS14.12,2014-03-31 19:54:23.434,1.002
AS14.12,2014-03-31 19:54:26.559,10.022
AS14.12,2014-03-31 19:57:30.371,7.374
AS14.12,2014-03-31 20:00:28.298,1.847
AS14.12,2014-03-31 20:06:52.983,3.133
AS14.12,2014-03-31 20:06:58.168,6.013
AS14.12,2014-03-31 20:27:46.578,41.739
AS14.12,2014-03-31 20:28:53.078,10.058
AS14.12,2014-03-31 20:36:28.990,35.013
AS14.12,2014-03-31 20:43:26.051,41.16
AS14.12,2014-03-31 20:44:12.423,114.578
AS14.12,2014-03-31 20:55:15.006,2.713
AS14.12,2014-03-31 21:03:28.920,15.085
AS14.12,2014-03-31 21:07:35.328,15.483
AS14.12,2014-03-31 21:08:23.410,2.472
AS14.12,2014-03-31 21:09:55.431,0.988
AS14.12,2014-03-31 21:10:12.224,5.071
AS14.12,2014-03-31 21:11:36.744,12.065
AS14.12,2014-04-01 11:56:52.694,39.992
AS14.12,2014-04-01 12:14:42.302,1.389
AS14.12,2014-04-01 12:16:27.045,1.604
AS14.12,2014-04-01 12:16:41.138,25.094
AS14.12,2014-04-02 12:28:15.355,16.663
AS14.12,2014-04-02 12:29:41.177,9.047
AS14.12,2014-04-03 09:56:20.872,59.41
AS14.12,2014-04-03 09:57:20.283,79.816
AS14.12,2014-04-03 10:04:26.104,1.665
AS14.12,2014-04-03 10:05:14.604,9.289
AS14.12,2014-04-03 10:05:25.255,3.983
AS14.12,2014-04-03 10:08:01.378,5.187
AS14.12,2014-04-03 10:52:57.221,2.106
AS14.12,2014-04-03 12:07:46.234,136.711
AS14.12,2014-04-03 12:10:15.015,69.601
AS14.12,2014-04-03 12:11:47.332,4.011
AS14.12,2014-04-03 12:12:01.415,2.007
AS14.12,2014-04-04 13:26:25.025,56.21
AS14.12,2014-04-04 13:59:23.124,35.188
AS14.12,2014-04-04 14:44:16.253,46.233
AS14.12,2014-04-04 15:16:10.433,29.139
AS14.12,2014-04-04 15:26:39.134,4.681
AS14.12,2014-04-04 15:31:30.174,4.072
AS14.12,2014-04-04 16:01:35.582,46.377
AS14.12,2014-04-04 16:04:11.444,31.411
AS14.12,2014-04-04 16:04:44.874,2.005
AS14.12,2014-04-04 16:05:03.071,6.019
AS14.12,2014-04-04 16:05:56.273,11.275
AS14.12,2014-04-04 16:06:09.559,6.013
AS14.12,2014-04-04 16:14:24.318,37.304
AS14.12,2014-04-04 16:15:04.779,9.807
AS14.12,2014-04-04 16:25:31.289,5.039
AS14.12,2014-04-04 16:42:55.676,51.41
AS14.12,2014-04-04 16:58:33.318,78.444
AS14.12,2014-04-04 17:00:53.993,57.243
AS14.12,2014-04-04 17:24:10.996,11.648
AS14.12,2014-04-04 17:24:39.301,14.768
AS14.12,2014-04-04 17:25:15.724,31.818
AS14.12,2014-04-04 17:25:53.368,2.362
AS14.12,2014-04-04 17:26:01.338,8.24
AS14.12,2014-04-04 17:26:18.957,4.017
AS14.12,2014-04-04 17:26:31.010,18.059
AS14.12,2014-04-04 17:48:00.161,41.781
AS14.12,2014-04-04 17:49:00.052,53.593
AS14.12,2014-04-04 17:49:54.045,8.1
AS14.12,2014-04-04 17:53:49.119,7.624
AS14.12,2014-04-04 17:54:49.983,19.053
AS14.12,2014-04-04 18:04:50.328,5.03
AS14.12,2014-04-04 18:09:46.431,9.046
AS14.12,2014-04-04 18:10:05.517,29.513
AS14.12,2014-04-04 18:10:36.104,98.944
AS14.12,2014-04-04 18:15:56.177,5.691
AS14.12,2014-04-04 18:17:05.039,26.98
AS14.12,2014-04-04 18:17:46.720,4.755
AS14.12,2014-04-04 18:20:38.069,14.162
AS14.12,2014-04-04 18:20:55.459,5.176
AS14.12,2014-04-04 18:21:23.028,3.814
AS14.12,2014-04-04 18:21:38.477,5.007
AS14.12,2014-04-04 18:22:27.312,2.871
AS14.12,2014-04-04 18:23:25.831,1.363
AS14.12,2014-04-04 18:23:52.858,75.521
AS14.12,2014-04-04 18:28:30.147,6.052
AS14.12,2014-04-04 18:28:40.217,125.976
AS14.12,2014-04-04 18:34:53.168,35.294
AS14.12,2014-04-04 18:35:41.671,3.011
AS14.12,2014-04-04 18:37:49.644,16.805
AS14.12,2014-04-04 18:39:15.121,96.79
AS14.12,2014-04-04 18:40:56.259,136.845
AS14.12,2014-04-04 18:43:17.349,29.955
AS14.12,2014-04-04 18:43:49.717,67.451
AS14.12,2014-04-04 18:45:20.075,1.564
AS14.12,2014-04-04 18:46:10.542,61.217
AS14.12,2014-04-04 20:29:21.816,61.864
AS14.12,2014-04-04 20:32:33.849,9.448
AS14.12,2014-04-04 21:15:50.206,5.014
AS14.12,2014-04-04 21:16:02.286,5.025
AS14.12,2014-04-05 11:20:50.433,77.028
AS14.12,2014-04-05 11:22:18.555,7.059
AS14.12,2014-04-05 11:22:29.638,37.244
AS14.12,2014-04-05 11:40:17.990,33.498
AS14.12,2014-04-05 11:40:51.497,30.566
AS14.12,2014-04-05 12:03:20.005,23.638
AS14.12,2014-04-05 13:32:48.954,5.051
AS14.12,2014-04-06 20:23:31.165,6.017
AS14.12,2014-04-06 21:48:35.075,35.442
AS14.12,2014-04-06 21:54:57.226,15.981
AS14.12,2014-04-06 21:58:30.012,7.769
AS14.12,2014-04-06 22:26:56.164,36.478
AS14.12,2014-04-06 22:27:33.959,2.019
AS14.12,2014-04-06 22:50:48.325,138.918
AS14.12,2014-04-06 22:53:09.266,46.863
AS14.12,2014-04-06 22:54:02.522,21.094
AS14.12,2014-04-06 22:54:25.653,30.752
AS14.12,2014-04-06 22:54:56.763,5.011
AS14.12,2014-04-07 10:00:39.404,97.549
AS14.12,2014-04-07 10:03:37.302,39.97
AS14.12,2014-04-07 10:09:20.375,2.173
AS14.12,2014-04-07 10:10:53.385,5.032
AS14.12,2014-04-07 14:56:27.325,82.667
AS14.12,2014-04-07 15:51:35.273,21.194
AS14.12,2014-04-08 10:01:07.398,35.688
AS14.12,2014-04-08 10:01:46.328,9.399
AS14.12,2014-04-08 10:13:58.086,5.212
AS14.12,2014-04-08 10:17:47.007,9.722
AS14.12,2014-04-08 10:25:43.125,6.025
AS14.12,2014-04-08 11:01:20.197,19.192
AS14.12,2014-04-08 11:03:33.026,1.647
AS14.12,2014-04-08 11:04:26.980,11.465
AS14.12,2014-04-08 11:21:52.180,9.849
AS14.12,2014-04-08 11:22:02.875,9.145
AS14.12,2014-04-09 12:08:40.467,31.776
AS14.12,2014-04-09 12:11:28.039,4.011
AS14.12,2014-04-09 13:09:12.381,19.202
AS14.12,2014-04-09 13:09:34.161,1.415
AS14.12,2014-04-09 13:13:33.052,1.444
AS14.12,2014-04-09 13:18:53.697,8.021
AS14.12,2014-04-11 15:10:32.131,112.162
AS14.12,2014-04-11 15:26:47.111,4.057
AS14.12,2014-04-11 15:26:59.430,4.072
AS14.12,2014-04-11 15:49:09.246,14.093
AS14.12,2014-04-11 15:49:29.956,53.889
AS14.12,2014-04-11 15:58:06.321,2.013
AS14.12,2014-04-11 15:58:15.061,42.196
AS14.12,2014-04-12 19:00:06.957,4.014
AS14.12,2014-04-12 19:35:59.783,58.859
AS14.12,2014-04-12 19:39:22.111,9.959
AS14.12,2014-04-12 19:41:57.325,11.205
AS14.12,2014-04-12 19:42:08.532,82.526
AS14.12,2014-04-12 20:06:01.815,16.068
AS14.12,2014-04-12 20:30:07.117,44.928
AS14.12,2014-04-12 20:31:43.565,4.962
AS14.12,2014-04-12 20:31:48.552,9.249
AS14.12,2014-04-12 20:31:57.808,323.368
AS14.12,2014-04-12 23:14:40.506,12.156
AS14.12,2014-04-12 23:17:53.160,5.026
AS14.12,2014-04-12 23:29:21.003,14.713
AS14.12,2014-04-13 00:00:54.127,17.126
AS14.12,2014-04-13 00:04:31.130,8.036
AS14.12,2014-04-13 22:08:56.937,17.083
AS14.12,2014-04-13 22:09:18.023,24.128
AS14.12,2014-04-13 22:15:29.075,84.626
AS14.12,2014-04-13 22:18:59.029,5.097
AS14.12,2014-04-16 20:29:09.967,37.789
AS14.12,2014-04-16 20:29:53.591,6.212
AS14.12,2014-04-16 21:15:11.417,75.06
AS14.12,2014-04-16 21:20:08.296,10.071
AS14.12,2014-04-17 15:30:52.526,3.869
AS14.12,2014-04-17 15:31:17.878,43.481
AS14.12,2014-04-17 15:32:02.369,13.06
AS14.12,2014-04-17 15:32:39.921,10.056
AS14.12,2014-04-17 19:49:07.260,2.078
AS14.12,2014-04-17 22:13:02.970,16.044
AS14.12,2014-04-17 22:14:36.085,8.127
AS14.12,2014-04-17 22:14:47.240,1.009
AS14.12,2014-04-17 22:25:03.772,92.786
AS14.12,2014-04-17 22:26:45.207,20.973
AS14.12,2014-04-17 22:27:07.535,29.006
AS14.12,2014-04-17 22:28:36.336,15.547
AS14.12,2014-04-17 22:43:07.687,6.027
AS14.12,2014-04-18 16:41:25.260,55.401
AS14.12,2014-04-18 16:47:00.486,45.473
AS14.12,2014-04-18 16:47:45.960,45.405
AS14.12,2014-04-18 17:19:38.691,1.004
AS14.12,2014-04-18 17:19:42.704,1.907
AS14.12,2014-04-18 17:21:43.158,6.937
AS14.12,2014-04-18 17:22:47.204,4.009
AS14.12,2014-04-18 22:34:58.933,57.088
AS14.12,2014-04-18 22:35:58.247,29.926
AS14.12,2014-04-18 22:36:28.601,30.166
AS14.12,2014-04-18 22:37:13.298,1.27
AS14.12,2014-04-18 22:45:00.236,61.996
AS14.12,2014-04-18 22:46:03.382,70.945
AS14.12,2014-04-18 22:47:18.630,16.256
AS14.12,2014-04-18 22:50:02.535,6.033
AS14.12,2014-04-18 22:50:38.505,42.342
AS14.12,2014-04-19 14:12:55.391,44.183
AS14.12,2014-04-19 14:20:17.194,33.781
AS14.12,2014-04-19 15:09:50.338,15.062
