id,time,appCat.unknown
AS14.23,2014-03-23 20:42:00.713,162.782
AS14.23,2014-03-23 20:48:26.540,6.03
AS14.23,2014-03-23 21:11:51.404,43.212
AS14.23,2014-03-24 02:22:39.851,68.303
AS14.23,2014-03-24 02:31:33.694,30.578
AS14.23,2014-03-24 02:32:05.358,5.978
AS14.23,2014-03-24 04:31:47.132,15.129
AS14.23,2014-03-24 11:33:38.950,6.021
AS14.23,2014-03-24 12:53:03.474,19.093
AS14.23,2014-03-24 13:02:13.305,69.28
AS14.23,2014-03-24 13:11:37.084,9.043
AS14.23,2014-03-24 13:12:27.510,52.464
AS14.23,2014-03-24 13:13:21.049,5.075
AS14.23,2014-03-25 08:39:30.473,29.094
AS14.23,2014-03-25 09:26:52.849,128.159
AS14.23,2014-03-25 09:33:46.742,5.245
AS14.23,2014-03-25 09:34:08.857,4.015
AS14.23,2014-03-25 12:04:43.369,21.137
AS14.23,2014-03-25 15:12:42.427,48.212
AS14.23,2014-03-25 20:42:44.367,4.019
AS14.23,2014-03-25 20:43:35.815,17.082
AS14.23,2014-03-26 07:29:08.210,13.056
AS14.23,2014-03-26 07:34:41.842,27.051
AS14.23,2014-03-26 07:35:31.862,5.027
AS14.23,2014-03-26 10:24:07.730,40.199
AS14.23,2014-03-27 09:44:31.796,256.565
AS14.23,2014-03-27 09:48:49.051,697.351
AS14.23,2014-03-29 00:24:25.342,26.109
AS14.23,2014-03-29 10:59:59.996,14.009
AS14.23,2014-03-29 11:00:17.877,26.282
AS14.23,2014-03-29 11:09:05.894,30.674
AS14.23,2014-03-29 11:09:49.826,20.978
AS14.23,2014-03-29 11:13:48.838,6.017
AS14.23,2014-03-30 00:21:36.361,37.297
AS14.23,2014-03-30 00:23:00.913,8.035
AS14.23,2014-03-30 11:29:12.844,93.564
AS14.23,2014-03-30 11:33:03.549,11.211
AS14.23,2014-03-30 11:47:05.839,5.131
AS14.23,2014-03-30 11:47:22.813,6.025
AS14.23,2014-03-30 19:07:39.392,44.761
AS14.23,2014-03-30 20:41:08.506,28.025
AS14.23,2014-03-30 20:55:01.174,12.544
AS14.23,2014-03-30 20:56:38.361,26.153
AS14.23,2014-03-31 23:40:27.966,7.025
AS14.23,2014-04-01 12:46:41.012,22.125
AS14.23,2014-04-01 12:48:23.479,280.495
AS14.23,2014-04-01 19:49:17.874,32.019
AS14.23,2014-04-01 19:49:55.367,7.32
AS14.23,2014-04-01 19:52:03.954,5.057
AS14.23,2014-04-01 19:56:36.862,7.035
AS14.23,2014-04-01 23:41:48.888,45.395
AS14.23,2014-04-01 23:42:36.773,5.153
AS14.23,2014-04-01 23:44:40.888,2.278
AS14.23,2014-04-01 23:44:51.851,1.08
AS14.23,2014-04-02 01:38:55.381,3.008
AS14.23,2014-04-02 11:53:46.654,25.4
AS14.23,2014-04-02 11:54:18.694,7.042
AS14.23,2014-04-02 16:35:08.982,3.025
AS14.23,2014-04-03 12:27:49.753,21.896
AS14.23,2014-04-03 12:47:43.895,4.018
AS14.23,2014-04-03 12:48:33.525,26.556
AS14.23,2014-04-03 13:01:41.766,10.038
AS14.23,2014-04-03 17:38:58.776,32.185
AS14.23,2014-04-03 19:12:29.398,44.227
AS14.23,2014-04-05 01:05:31.576,9.578
AS14.23,2014-04-05 01:05:49.799,3.945
AS14.23,2014-04-06 02:21:35.940,7.034
AS14.23,2014-04-06 17:11:22.283,19.223
AS14.23,2014-04-06 17:21:21.911,9.042
AS14.23,2014-04-07 01:19:05.349,22.698
AS14.23,2014-04-07 01:19:46.963,3.038
AS14.23,2014-04-07 09:04:41.926,34.154
AS14.23,2014-04-07 09:30:53.005,33.263
AS14.23,2014-04-07 22:08:20.026,24.244
AS14.23,2014-04-07 22:28:25.227,18.126
AS14.23,2014-04-08 09:30:21.483,57.84
AS14.23,2014-04-08 09:48:43.937,4.018
AS14.23,2014-04-08 12:00:39.674,2.007
AS14.23,2014-04-11 13:48:45.408,72.438
AS14.23,2014-04-12 21:00:48.052,4.022
AS14.23,2014-04-12 22:46:29.134,55.291
AS14.23,2014-04-12 22:47:26.437,36.833
AS14.23,2014-04-12 22:49:45.086,29.34
AS14.23,2014-04-12 22:50:17.703,38.997
AS14.23,2014-04-12 22:50:59.098,31.98
AS14.23,2014-04-12 22:51:33.683,97.961
AS14.23,2014-04-12 23:05:14.779,6.031
AS14.23,2014-04-13 20:00:43.052,66.834
AS14.23,2014-04-13 20:02:24.908,0.801
AS14.23,2014-04-13 21:04:02.809,78.367
AS14.23,2014-04-14 00:29:23.719,199.998
AS14.23,2014-04-14 08:22:11.176,5.016
AS14.23,2014-04-17 00:34:37.651,19.292
AS14.23,2014-04-17 00:34:57.670,43.229
AS14.23,2014-04-17 11:11:43.644,61.517
AS14.23,2014-04-17 11:26:46.953,8.038
AS14.23,2014-04-17 13:39:31.983,23.742
AS14.23,2014-04-18 17:28:04.714,44.634
AS14.23,2014-04-18 17:29:00.348,4.974
AS14.23,2014-04-18 20:23:15.796,28.807
AS14.23,2014-04-18 20:26:26.924,1.562
AS14.23,2014-04-19 23:06:48.763,61.371
AS14.23,2014-04-19 23:10:11.862,6.016
AS14.23,2014-04-19 23:15:10.717,124.52
AS14.23,2014-04-19 23:53:39.743,2.158
AS14.23,2014-04-20 12:11:20.898,42.227
AS14.23,2014-04-21 22:45:24.404,8.454
AS14.23,2014-04-22 17:10:00.339,3.592
AS14.23,2014-04-23 12:09:21.315,4.684
AS14.23,2014-04-23 12:35:10.740,20.486
AS14.23,2014-04-23 12:35:37.278,37.386
AS14.23,2014-04-23 12:40:15.676,66.547
AS14.23,2014-04-23 12:42:22.717,5.241
AS14.23,2014-04-23 13:04:03.124,2.328
AS14.23,2014-04-23 13:09:45.655,7.4
AS14.23,2014-04-23 13:10:41.387,329.83
AS14.23,2014-04-23 13:16:13.641,25.845
AS14.23,2014-04-23 13:17:19.687,37.958
AS14.23,2014-04-23 13:17:58.161,10.952
AS14.23,2014-04-23 13:18:42.252,50.244
AS14.23,2014-04-23 17:00:54.730,10.15
AS14.23,2014-04-23 17:01:08.957,34.245
AS14.23,2014-04-23 17:02:15.368,195.437
AS14.23,2014-04-23 17:05:55.973,7.939
AS14.23,2014-04-23 20:00:13.826,26.207
AS14.23,2014-04-23 20:01:33.730,4.014
AS14.23,2014-04-24 00:03:40.483,33.956
AS14.23,2014-04-24 00:04:41.891,7.027
AS14.23,2014-04-24 14:45:30.131,57.257
AS14.23,2014-04-25 20:09:05.114,23.424
AS14.23,2014-04-25 20:09:29.697,15.029
AS14.23,2014-04-25 20:09:48.746,82.123
AS14.23,2014-04-25 20:11:18.769,21.634
AS14.23,2014-04-26 11:57:48.759,19.271
AS14.23,2014-04-26 11:59:37.673,43.887
AS14.23,2014-04-27 01:48:32.947,12.061
AS14.23,2014-04-27 01:54:45.137,4.013
AS14.23,2014-04-27 11:23:37.976,27.324
AS14.23,2014-04-27 11:24:15.414,13.083
AS14.23,2014-04-27 11:26:20.196,4.013
AS14.23,2014-04-27 19:34:17.750,34.136
AS14.23,2014-04-27 19:35:35.920,13.132
AS14.23,2014-04-27 20:03:08.237,4.009
AS14.23,2014-04-27 20:04:59.782,3.073
AS14.23,2014-04-27 22:46:06.447,3.008
AS14.23,2014-04-27 22:47:13.773,2.006
AS14.23,2014-04-28 07:34:49.923,18.099
AS14.23,2014-04-28 09:13:57.737,4.237
AS14.23,2014-04-28 13:41:05.638,5.085
AS14.23,2014-04-28 13:49:32.786,4.015
AS14.23,2014-04-28 13:51:28.084,6.029
AS14.23,2014-04-29 17:25:43.075,0.111
AS14.23,2014-04-30 22:50:11.193,14.065
AS14.23,2014-05-01 10:09:48.943,134.93
AS14.23,2014-05-01 13:23:27.838,26.273
AS14.23,2014-05-01 13:24:04.865,28.127
AS14.23,2014-05-01 19:33:09.108,5.023
AS14.23,2014-05-01 23:26:08.213,10.035
AS14.24,2014-04-21 09:45:59.904,5.367
AS14.24,2014-04-21 12:08:49.562,5.015
AS14.24,2014-04-21 12:08:57.592,2.005
AS14.24,2014-04-21 15:23:14.753,19.317
AS14.24,2014-04-21 17:37:00.891,2.011
AS14.24,2014-04-21 17:37:16.362,9.05
AS14.24,2014-04-21 17:42:06.694,3.058
AS14.24,2014-04-30 16:57:04.581,11.036
AS14.24,2014-04-30 22:41:00.128,13.247
AS14.24,2014-05-02 23:37:35.354,5.015
AS14.24,2014-05-03 01:04:14.214,4.015
AS14.24,2014-05-03 01:05:38.934,3.088
AS14.24,2014-05-03 02:24:45.631,4.286
AS14.24,2014-05-03 02:24:52.533,5.019
AS14.24,2014-05-03 16:38:07.351,148.755
AS14.24,2014-05-03 16:40:40.224,2.006
AS14.24,2014-05-04 01:29:43.155,374.583
AS14.24,2014-05-04 01:36:00.753,195.585
AS14.24,2014-05-05 10:24:25.839,156.617
AS14.24,2014-05-06 09:23:16.464,179.859
AS14.24,2014-05-10 18:14:08.624,339.493
AS14.24,2014-05-11 18:32:22.569,4.614
AS14.24,2014-05-11 18:33:35.171,4.732
AS14.24,2014-05-11 19:15:50.325,3.264
AS14.24,2014-05-11 19:16:02.835,1.002
AS14.24,2014-05-23 22:19:23.573,22.166
AS14.24,2014-05-23 22:19:49.770,10.224
AS14.24,2014-05-23 22:20:09.519,2.019
AS14.25,2014-04-27 23:10:47.016,38.383
AS14.25,2014-04-27 23:11:28.417,12.056
AS14.25,2014-05-06 21:47:15.555,14.058
AS14.25,2014-05-06 21:51:53.115,1.004
AS14.25,2014-05-06 21:51:54.128,44.646
AS14.25,2014-05-06 21:52:38.776,245.203
AS14.25,2014-05-06 22:08:00.096,2.069
AS14.25,2014-05-06 22:10:45.861,29.807
AS14.25,2014-05-06 22:24:27.188,101.659
AS14.25,2014-05-06 22:26:09.796,29.972
AS14.25,2014-05-06 22:28:17.068,30.261
AS14.25,2014-05-06 22:29:45.010,53.029
AS14.25,2014-05-06 22:32:59.334,4.763
AS14.25,2014-05-06 22:45:41.148,58.642
AS14.25,2014-05-06 22:46:48.375,113.336
AS14.25,2014-05-06 22:49:33.979,31.186
AS14.25,2014-05-06 22:50:14.302,35.701
AS14.25,2014-05-06 23:00:47.181,217.547
AS14.25,2014-05-06 23:04:50.338,52.877
AS14.25,2014-05-06 23:06:56.039,68.09
AS14.25,2014-05-06 23:08:16.809,482.984
AS14.25,2014-05-06 23:16:21.811,66.586
AS14.25,2014-05-06 23:17:29.490,4.111
AS14.25,2014-05-06 23:17:42.648,531.467
AS14.25,2014-05-06 23:26:43.427,40.483
AS14.25,2014-05-06 23:30:56.351,143.653
AS14.26,2014-04-16 21:46:52.763,149.882
AS14.26,2014-04-22 09:57:24.125,2.009
AS14.26,2014-04-24 18:24:48.095,137.335
AS14.26,2014-04-24 18:27:08.469,157.287
AS14.26,2014-04-24 18:30:01.078,12.133
AS14.26,2014-05-02 19:06:05.842,202.798
AS14.26,2014-05-02 19:09:30.660,2.009
AS14.26,2014-05-02 19:10:08.036,99.553
AS14.26,2014-05-02 20:01:30.119,119.757
AS14.26,2014-05-06 11:52:26.371,30.178
AS14.26,2014-05-06 19:11:54.572,84.537
AS14.26,2014-05-07 17:50:16.638,3.16
AS14.26,2014-05-08 16:39:14.003,76.524
AS14.26,2014-05-08 16:41:30.931,31.243
AS14.26,2014-05-08 17:11:26.762,8.139
AS14.26,2014-05-08 17:11:37.000,254.421
AS14.26,2014-05-08 17:15:51.421,2.048
AS14.26,2014-05-08 17:16:11.716,241.448
AS14.26,2014-05-08 17:20:24.253,3.038
AS14.26,2014-05-08 17:20:29.299,3.049
AS14.26,2014-05-08 17:20:45.407,72.436
AS14.26,2014-05-08 17:22:00.884,261.427
AS14.26,2014-05-08 17:26:36.469,37.155
AS14.26,2014-05-09 21:19:56.128,53.358
AS14.26,2014-05-09 21:20:57.595,44.21
AS14.26,2014-05-12 16:03:53.648,64.403
AS14.26,2014-05-12 16:10:23.676,58.333
AS14.26,2014-05-13 21:53:00.461,2.008
AS14.26,2014-05-18 20:27:53.914,389.029
AS14.26,2014-05-18 20:35:03.101,53.183
AS14.26,2014-05-18 20:36:02.331,2.171
AS14.26,2014-05-18 20:36:10.520,434.123
AS14.26,2014-05-20 11:29:06.117,72.503
AS14.26,2014-05-20 11:30:29.711,31.424
AS14.26,2014-05-27 17:00:47.177,51.333
AS14.28,2014-04-04 10:46:55.503,11.044
AS14.28,2014-04-05 15:20:34.226,8.355
AS14.28,2014-04-06 09:44:29.506,21.088
AS14.28,2014-04-08 08:54:31.276,19.103
AS14.28,2014-04-12 09:24:11.815,50.387
AS14.28,2014-04-13 21:44:35.673,20.761
AS14.28,2014-04-13 21:44:57.096,9.293
AS14.28,2014-04-17 21:03:21.368,21.632
AS14.28,2014-04-18 14:33:40.684,9.035
AS14.28,2014-04-19 09:00:27.869,18.08
AS14.28,2014-04-21 22:38:44.315,43.577
AS14.28,2014-04-23 18:57:08.490,16.097
AS14.28,2014-04-26 15:52:08.039,40.239
AS14.28,2014-04-27 10:57:34.801,24.225
AS14.28,2014-04-30 22:13:41.779,59.238
AS14.28,2014-05-01 14:05:01.434,3.026
AS14.28,2014-05-01 19:02:08.523,34.804
AS14.28,2014-05-02 22:05:05.729,84.101
AS14.28,2014-05-03 08:33:39.394,46.672
AS14.28,2014-05-05 10:31:37.144,56.426
AS14.28,2014-05-05 21:21:37.650,27.155
AS14.28,2014-05-06 19:36:38.523,32.111
AS14.28,2014-05-07 15:27:14.032,33.676
AS14.30,2014-03-20 21:22:15.150,19.636
AS14.30,2014-03-20 21:30:44.819,9.737
AS14.30,2014-03-21 12:04:22.336,3.027
AS14.30,2014-03-21 12:04:25.365,1.004
AS14.30,2014-03-21 20:49:23.237,52.739
AS14.30,2014-03-21 20:50:27.960,5.03
AS14.30,2014-03-22 19:50:04.446,22.099
AS14.30,2014-03-22 19:55:21.548,33.162
AS14.30,2014-03-22 22:36:45.480,17.067
AS14.30,2014-03-23 12:30:37.634,13.14
AS14.30,2014-03-23 15:40:10.496,38.269
AS14.30,2014-03-24 23:27:54.515,15.109
AS14.30,2014-03-25 19:22:31.038,29.197
AS14.30,2014-03-26 09:31:13.582,135.757
AS14.30,2014-03-27 08:52:46.565,47.919
AS14.30,2014-03-27 18:29:38.417,53.239
AS14.30,2014-03-27 18:30:39.703,73.29
AS14.30,2014-03-28 07:27:58.194,212.652
AS14.30,2014-03-28 17:06:19.900,73.346
AS14.30,2014-03-30 21:04:19.887,2.007
AS14.30,2014-03-30 22:30:44.250,59.113
AS14.30,2014-03-30 22:47:29.211,9.14
AS14.30,2014-03-30 22:58:55.729,28.138
AS14.30,2014-03-31 12:06:24.734,13.198
AS14.30,2014-03-31 15:28:41.365,39.345
AS14.30,2014-03-31 15:29:20.792,1.009
AS14.30,2014-03-31 15:29:21.802,20.217
AS14.30,2014-03-31 15:29:42.058,1.003
AS14.30,2014-03-31 15:29:43.065,13.209
AS14.30,2014-03-31 15:29:56.312,1.008
AS14.30,2014-03-31 15:29:57.325,62.334
AS14.30,2014-03-31 15:30:59.661,1.062
AS14.30,2014-03-31 15:31:00.729,26.833
AS14.30,2014-03-31 15:31:29.075,1.515
AS14.30,2014-03-31 15:31:47.894,5.018
AS14.30,2014-04-01 08:32:41.394,169.243
AS14.30,2014-04-02 17:15:34.164,7.081
AS14.30,2014-04-02 17:16:51.956,4.013
AS14.30,2014-04-03 00:29:07.403,287.16
AS14.30,2014-04-03 16:07:37.815,13.061
AS14.30,2014-04-04 16:27:27.650,2.011
AS14.30,2014-04-04 22:04:22.506,69.402
AS14.30,2014-04-05 13:21:53.984,47.36
AS14.30,2014-04-05 14:22:23.664,59.697
AS14.30,2014-04-05 14:23:36.154,4.014
AS14.30,2014-04-05 19:41:23.890,106.843
AS14.30,2014-04-06 10:05:51.898,4.37
AS14.30,2014-04-08 11:28:42.296,2.016
AS14.30,2014-04-09 16:24:26.690,18.276
AS14.30,2014-04-16 11:32:49.243,37.469
AS14.30,2014-04-16 11:37:32.467,36.98
AS14.30,2014-04-16 11:39:28.973,27.247
AS14.30,2014-04-16 11:40:08.029,24.297
AS14.30,2014-04-16 11:40:43.799,40.963
AS14.30,2014-04-16 11:41:33.101,54.422
AS14.30,2014-04-16 12:42:14.141,87.838
AS14.30,2014-04-16 12:49:22.865,9.038
AS14.30,2014-04-16 13:53:37.967,68.982
AS14.30,2014-04-16 13:55:29.799,25.204
AS14.30,2014-04-16 14:00:09.894,25.152
AS14.30,2014-04-16 14:00:46.428,9.043
AS14.30,2014-04-17 17:41:43.924,120.063
AS14.30,2014-04-18 12:35:14.094,63.287
AS14.30,2014-04-19 17:04:12.581,21.102
AS14.30,2014-04-19 17:07:20.779,18.471
AS14.30,2014-04-19 17:39:49.900,6.218
AS14.30,2014-04-19 17:53:40.806,33.665
AS14.30,2014-04-19 17:54:17.489,72.099
AS14.30,2014-04-19 17:56:06.938,5.021
AS14.30,2014-04-19 23:40:31.447,23.161
AS14.30,2014-04-21 09:39:25.503,1273.763
AS14.30,2014-04-21 22:11:00.549,125.554
AS14.30,2014-04-22 11:24:09.240,504.445
AS14.30,2014-04-25 15:08:24.880,71.58
AS14.30,2014-04-25 15:22:45.755,4.016
AS14.30,2014-04-25 18:48:09.362,15.049
AS14.30,2014-04-26 01:22:02.595,17.128
AS14.30,2014-04-26 01:24:10.335,50.823
AS14.30,2014-04-26 01:25:01.706,151.718
AS14.30,2014-04-26 10:25:52.039,76.54
AS14.30,2014-04-26 11:45:34.473,23.21
AS14.30,2014-04-26 12:09:15.107,75.186
AS14.30,2014-04-26 12:34:25.444,3.013
AS14.30,2014-04-28 19:49:38.555,1.003
AS14.30,2014-04-28 19:49:39.561,6.08
AS14.30,2014-04-29 07:31:16.131,87.617
AS14.30,2014-04-29 07:35:21.757,68.184
AS14.30,2014-04-29 07:39:14.145,5.013
AS14.30,2014-04-29 20:18:08.099,190.019
AS14.30,2014-04-29 20:43:37.176,14.05
AS14.30,2014-04-30 10:50:57.930,26.119
AS14.30,2014-04-30 12:19:26.927,1.005
AS14.30,2014-04-30 12:32:04.713,68.331
AS14.30,2014-04-30 14:29:07.128,23.868
AS14.30,2014-04-30 14:33:45.395,5.325
AS14.30,2014-04-30 14:37:16.167,5.272
AS14.30,2014-04-30 14:39:29.618,5.018
AS14.30,2014-04-30 17:33:35.681,52.248
AS14.30,2014-04-30 22:37:21.436,58.76
AS14.30,2014-04-30 22:49:29.035,6.041
AS14.30,2014-05-01 12:08:32.849,76.649
AS14.30,2014-05-01 13:18:19.818,1.003
AS14.30,2014-05-01 19:22:50.844,31.848
AS14.30,2014-05-02 15:02:29.091,11.042
AS14.31,2014-04-26 21:46:52.384,5.064
AS14.33,2014-04-16 13:16:10.072,27.135
AS14.33,2014-04-26 09:35:10.246,4.011
AS14.33,2014-05-15 12:08:13.341,2.007
AS14.33,2014-05-20 01:39:30.634,2.01
AS14.33,2014-05-30 12:59:02.213,4.02
AS14.33,2014-05-30 12:59:43.450,1.006
AS14.33,2014-05-30 13:20:54.122,3.046
