id,time,call
AS14.02,2014-03-30 12:56:33.861,1.0
AS14.02,2014-03-30 12:57:56.954,1.0
AS14.02,2014-03-30 13:19:12.470,1.0
AS14.02,2014-03-30 18:27:05.040,1.0
AS14.02,2014-03-30 20:04:37.062,1.0
AS14.02,2014-03-30 20:20:15.799,1.0
AS14.02,2014-03-30 20:22:23.724,1.0
AS14.02,2014-03-31 12:32:07.198,1.0
AS14.02,2014-03-31 15:40:20.391,1.0
AS14.02,2014-03-31 17:40:30.115,1.0
AS14.02,2014-03-31 18:05:47.937,1.0
AS14.02,2014-03-31 18:10:08.184,1.0
AS14.02,2014-03-31 18:10:29.213,1.0
AS14.02,2014-03-31 18:16:58.036,1.0
AS14.02,2014-03-31 18:17:42.953,1.0
AS14.02,2014-03-31 18:18:14.460,1.0
AS14.02,2014-03-31 18:21:48.042,1.0
AS14.02,2014-03-31 18:23:13.051,1.0
AS14.02,2014-03-31 19:00:44.217,1.0
AS14.02,2014-03-31 20:49:59.111,1.0
AS14.02,2014-03-31 23:35:12.585,1.0
AS14.02,2014-04-01 20:33:50.137,1.0
AS14.02,2014-04-01 21:10:47.188,1.0
AS14.02,2014-04-02 01:36:45.671,1.0
AS14.02,2014-04-02 19:47:23.174,1.0
AS14.02,2014-04-03 00:14:12.654,1.0
AS14.02,2014-04-03 22:05:58.594,1.0
AS14.02,2014-04-04 13:31:28.265,1.0
AS14.02,2014-04-04 13:32:24.665,1.0
AS14.02,2014-04-04 13:40:52.865,1.0
AS14.02,2014-04-04 17:59:47.654,1.0
AS14.02,2014-04-04 22:36:03.493,1.0
AS14.02,2014-04-05 10:55:15.325,1.0
AS14.02,2014-04-05 10:56:16.799,1.0
AS14.02,2014-04-05 11:01:58.551,1.0
AS14.02,2014-04-05 11:04:22.062,1.0
AS14.02,2014-04-05 11:09:53.378,1.0
AS14.02,2014-04-05 11:26:35.059,1.0
AS14.02,2014-04-05 13:37:32.048,1.0
AS14.02,2014-04-05 16:15:11.940,1.0
AS14.02,2014-04-05 22:08:35.447,1.0
AS14.02,2014-04-06 14:13:12.167,1.0
AS14.02,2014-04-06 14:31:20.634,1.0
AS14.02,2014-04-06 14:33:03.055,1.0
AS14.02,2014-04-06 14:33:30.602,1.0
AS14.02,2014-04-06 14:33:48.496,1.0
AS14.02,2014-04-06 22:32:02.042,1.0
AS14.02,2014-04-07 16:02:51.470,1.0
AS14.02,2014-04-07 21:43:25.141,1.0
AS14.02,2014-04-08 13:43:45.528,1.0
AS14.02,2014-04-08 13:45:53.411,1.0
AS14.02,2014-04-08 14:59:30.640,1.0
AS14.02,2014-04-08 18:05:46.832,1.0
AS14.02,2014-04-08 18:06:31.125,1.0
AS14.02,2014-04-08 18:09:36.490,1.0
AS14.02,2014-04-08 18:27:16.043,1.0
AS14.02,2014-04-08 19:55:03.657,1.0
AS14.02,2014-04-08 20:37:35.457,1.0
AS14.02,2014-04-08 20:49:47.630,1.0
AS14.02,2014-04-09 00:10:20.621,1.0
AS14.02,2014-04-09 11:38:31.259,1.0
AS14.02,2014-04-09 11:40:48.915,1.0
AS14.02,2014-04-09 15:51:25.700,1.0
AS14.02,2014-04-09 15:53:30.457,1.0
AS14.02,2014-04-09 16:18:12.200,1.0
AS14.02,2014-04-09 16:23:04.115,1.0
AS14.02,2014-04-09 16:30:21.286,1.0
AS14.02,2014-04-09 18:37:31.131,1.0
AS14.02,2014-04-09 22:32:31.687,1.0
AS14.02,2014-04-09 22:37:14.776,1.0
AS14.02,2014-04-09 23:20:03.466,1.0
AS14.02,2014-04-10 13:29:32.071,1.0
AS14.02,2014-04-11 01:34:42.785,1.0
AS14.02,2014-04-11 09:21:35.759,1.0
AS14.02,2014-04-11 09:23:16.841,1.0
AS14.02,2014-04-11 18:42:04.483,1.0
AS14.02,2014-04-11 22:26:15.880,1.0
AS14.02,2014-04-11 23:00:58.783,1.0
AS14.02,2014-04-11 23:02:20.019,1.0
AS14.02,2014-04-12 01:39:29.657,1.0
AS14.02,2014-04-12 06:51:22.605,1.0
AS14.02,2014-04-12 07:04:15.362,1.0
AS14.02,2014-04-12 21:11:12.437,1.0
AS14.02,2014-04-12 21:42:53.434,1.0
AS14.02,2014-04-12 22:49:28.545,1.0
AS14.02,2014-04-13 21:49:03.875,1.0
AS14.02,2014-04-14 11:52:36.726,1.0
AS14.02,2014-04-14 12:27:45.549,1.0
AS14.02,2014-04-14 12:38:27.732,1.0
AS14.02,2014-04-14 13:49:38.134,1.0
AS14.02,2014-04-14 14:58:44.157,1.0
AS14.02,2014-04-14 16:14:56.799,1.0
AS14.02,2014-04-14 19:13:26.907,1.0
AS14.02,2014-04-14 19:23:07.668,1.0
AS14.02,2014-04-15 10:08:12.036,1.0
AS14.02,2014-04-15 10:12:48.872,1.0
AS14.02,2014-04-15 11:28:23.427,1.0
AS14.02,2014-04-15 14:33:19.073,1.0
AS14.02,2014-04-15 15:32:48.209,1.0
AS14.02,2014-04-15 15:49:10.184,1.0
AS14.02,2014-04-15 18:06:21.766,1.0
AS14.02,2014-04-15 19:49:52.904,1.0
AS14.02,2014-04-15 20:55:16.158,1.0
AS14.02,2014-04-15 21:08:31.744,1.0
AS14.02,2014-04-15 22:07:57.835,1.0
AS14.02,2014-04-15 22:45:23.207,1.0
AS14.02,2014-04-15 22:48:47.845,1.0
AS14.02,2014-04-15 22:50:19.927,1.0
AS14.02,2014-04-16 01:46:13.085,1.0
AS14.02,2014-04-16 02:48:36.381,1.0
AS14.02,2014-04-16 11:31:31.835,1.0
AS14.02,2014-04-16 11:55:12.857,1.0
AS14.02,2014-04-16 12:36:28.631,1.0
AS14.02,2014-04-16 14:38:45.608,1.0
AS14.02,2014-04-16 14:59:30.605,1.0
AS14.02,2014-04-16 18:17:27.438,1.0
AS14.02,2014-04-16 18:38:29.571,1.0
AS14.02,2014-04-16 18:39:14.900,1.0
AS14.02,2014-04-16 18:39:16.071,1.0
AS14.02,2014-04-16 19:46:39.283,1.0
AS14.02,2014-04-16 19:47:09.803,1.0
AS14.02,2014-04-16 19:50:32.404,1.0
AS14.02,2014-04-16 22:49:51.943,1.0
AS14.02,2014-04-16 23:02:15.305,1.0
AS14.02,2014-04-17 10:29:36.529,1.0
AS14.02,2014-04-17 10:33:34.792,1.0
AS14.02,2014-04-17 12:59:08.776,1.0
AS14.02,2014-04-17 12:59:52.000,1.0
AS14.02,2014-04-17 18:10:44.072,1.0
AS14.02,2014-04-17 22:28:49.144,1.0
AS14.02,2014-04-17 22:31:56.533,1.0
AS14.02,2014-04-17 22:33:23.397,1.0
AS14.02,2014-04-17 22:33:51.338,1.0
AS14.02,2014-04-17 23:44:21.207,1.0
