id,time,appCat.entertainment
AS14.06,2014-03-26 12:18:31.756,1.01
AS14.06,2014-03-26 12:19:12.190,2.005
AS14.06,2014-03-26 12:20:07.246,2.013
AS14.06,2014-03-26 12:20:11.378,0.174
AS14.06,2014-03-26 12:22:27.226,1.242
AS14.06,2014-03-26 12:25:21.348,2.087
AS14.06,2014-03-26 12:25:41.433,44.963
AS14.06,2014-03-26 12:26:38.358,6.611
AS14.06,2014-03-26 12:35:18.221,2.035
AS14.06,2014-03-26 12:36:02.615,1.276
AS14.06,2014-03-26 12:38:04.538,1.031
AS14.06,2014-03-26 12:38:38.017,2.015
AS14.06,2014-03-26 12:38:50.140,0.346
AS14.06,2014-03-26 12:48:15.358,2.015
AS14.06,2014-03-26 12:48:19.384,0.966
AS14.06,2014-03-26 12:56:38.374,2.463
AS14.06,2014-03-26 13:03:43.486,11.86
AS14.06,2014-03-26 13:11:40.680,2.009
AS14.06,2014-03-26 13:11:45.703,0.723
AS14.06,2014-03-26 13:18:08.851,4.248
AS14.06,2014-03-26 13:20:28.558,1.691
AS14.06,2014-03-26 13:21:49.905,1.767
AS14.06,2014-03-26 13:26:35.157,32.423
AS14.06,2014-03-26 13:27:10.038,2.331
AS14.06,2014-03-26 13:28:46.499,1.01
AS14.06,2014-03-26 13:28:51.979,8.063
AS14.06,2014-03-26 13:31:35.891,0.383
AS14.06,2014-03-26 13:34:44.798,1.753
AS14.06,2014-03-26 13:41:11.720,2.005
AS14.06,2014-03-26 13:41:55.394,27.648
AS14.06,2014-03-26 13:45:21.226,1.63
AS14.06,2014-03-26 13:54:42.635,2.005
AS14.06,2014-03-26 16:06:10.206,1.154
AS14.06,2014-03-26 16:06:30.746,4.041
AS14.06,2014-03-26 16:06:37.927,0.331
AS14.06,2014-03-26 16:13:31.463,2.03
AS14.06,2014-03-26 16:13:42.542,2.008
AS14.06,2014-03-26 16:14:05.813,3.029
AS14.06,2014-03-26 16:14:09.855,5.116
AS14.06,2014-03-26 16:14:53.891,1.005
AS14.06,2014-03-26 16:17:05.437,1.881
AS14.06,2014-03-26 16:17:43.970,1.105
AS14.06,2014-03-26 16:18:32.144,1.17
AS14.06,2014-03-26 16:20:29.477,3.086
AS14.06,2014-03-26 16:20:34.661,0.466
AS14.06,2014-03-26 16:21:00.325,8.147
AS14.06,2014-03-26 16:22:02.056,1.339
AS14.06,2014-03-26 16:23:48.177,17.247
AS14.06,2014-03-26 16:24:32.756,1.003
AS14.06,2014-03-26 16:24:59.140,1.005
AS14.06,2014-03-26 16:31:20.059,1.006
AS14.06,2014-03-26 16:31:25.125,9.131
AS14.06,2014-03-26 16:32:20.721,1.009
AS14.06,2014-03-26 16:32:26.759,5.353
AS14.06,2014-03-26 16:33:09.078,3.015
AS14.06,2014-03-26 16:36:27.874,2.007
AS14.06,2014-03-26 16:36:42.414,2.365
AS14.06,2014-03-26 16:39:07.983,4.024
AS14.06,2014-03-26 16:41:13.900,0.354
AS14.06,2014-03-26 16:41:21.969,2.066
AS14.06,2014-03-26 16:43:21.663,0.213
AS14.06,2014-03-26 16:43:54.917,6.02
AS14.06,2014-03-26 16:44:36.634,2.006
AS14.06,2014-03-26 16:44:47.730,1.774
AS14.06,2014-03-26 16:45:00.648,4.023
AS14.06,2014-03-26 16:45:34.009,4.082
AS14.06,2014-03-26 16:45:52.155,0.835
AS14.06,2014-03-26 16:46:11.746,4.022
AS14.06,2014-03-26 16:46:15.770,2.958
AS14.06,2014-03-26 16:47:27.092,3.067
AS14.06,2014-03-26 16:47:30.180,1.07
AS14.06,2014-03-26 16:48:56.220,1.705
AS14.06,2014-03-26 16:50:03.243,16.14
AS14.06,2014-03-26 16:50:22.404,0.483
AS14.06,2014-03-26 16:50:24.720,1.01
AS14.06,2014-03-26 16:51:16.657,0.394
AS14.06,2014-03-26 16:52:32.463,2.009
AS14.06,2014-03-26 16:52:40.801,6.137
AS14.06,2014-03-26 16:55:11.839,2.009
AS14.06,2014-03-26 16:55:37.072,0.57
AS14.06,2014-03-26 16:56:04.927,2.034
AS14.06,2014-03-26 16:56:13.305,2.973
AS14.06,2014-03-26 16:58:24.635,7.085
AS14.06,2014-03-26 16:59:51.864,2.909
AS14.06,2014-03-26 17:00:29.655,3.008
AS14.06,2014-03-26 17:01:59.795,1.005
AS14.06,2014-03-26 17:02:20.081,6.642
AS14.06,2014-03-26 17:03:21.368,3.012
AS14.06,2014-03-26 17:05:32.596,4.892
AS14.06,2014-03-26 17:14:31.813,3.042
AS14.06,2014-03-26 17:14:39.887,1.48
AS14.06,2014-03-26 17:15:01.380,5.045
AS14.06,2014-03-26 17:15:54.460,1.155
AS14.06,2014-03-26 17:17:55.486,4.028
AS14.06,2014-03-26 17:18:04.586,1.811
AS14.06,2014-03-26 17:22:28.250,0.884
AS14.06,2014-03-26 17:22:51.486,1.361
AS14.06,2014-03-26 17:23:03.288,1.6
AS14.06,2014-03-26 17:29:21.216,19.345
AS14.06,2014-03-26 17:30:40.857,2.056
AS14.06,2014-03-26 17:54:19.720,5.084
AS14.06,2014-03-26 17:56:40.071,6.045
AS14.06,2014-03-26 17:56:51.220,2.022
AS14.06,2014-03-26 17:56:59.325,6.054
AS14.06,2014-03-26 17:57:10.418,1.003
AS14.06,2014-03-26 17:57:45.665,0.26
AS14.06,2014-03-26 17:59:19.994,25.558
AS14.06,2014-03-26 18:00:00.111,3.016
AS14.06,2014-03-26 18:00:06.196,5.023
AS14.06,2014-03-26 18:00:25.513,59.365
AS14.06,2014-03-26 18:14:09.855,3.043
AS14.06,2014-03-26 18:14:27.357,1.791
AS14.06,2014-03-26 18:19:36.588,3.736
AS14.06,2014-03-26 18:26:26.411,3.056
AS14.06,2014-03-26 18:26:52.867,2.054
AS14.06,2014-03-26 18:41:30.615,2.018
AS14.06,2014-03-26 18:41:38.657,3.276
AS14.06,2014-03-26 18:42:25.811,1.331
AS14.06,2014-03-26 18:43:58.986,3.047
AS14.06,2014-03-26 18:44:48.328,1.261
AS14.06,2014-03-26 18:51:33.247,11.98
AS14.06,2014-03-26 18:54:02.223,1.991
AS14.06,2014-03-26 19:03:42.467,3.02
AS14.06,2014-03-26 19:04:04.907,0.233
AS14.06,2014-03-26 19:39:06.312,2.01
AS14.06,2014-03-26 19:39:20.555,0.431
AS14.06,2014-03-26 19:56:02.946,3.08
AS14.06,2014-03-26 19:57:03.686,0.108
AS14.06,2014-03-26 20:17:48.148,3.039
AS14.06,2014-03-26 20:18:03.338,2.007
AS14.06,2014-03-26 20:18:18.438,1.009
AS14.06,2014-03-26 20:18:19.457,117.739
AS14.06,2014-03-26 20:20:17.203,45.01
AS14.06,2014-03-26 20:21:02.226,1.003
AS14.06,2014-03-26 20:21:06.259,1.003
AS14.06,2014-03-26 20:21:51.148,0.64
AS14.06,2014-03-26 21:11:04.420,2.183
AS14.06,2014-03-26 21:11:20.871,1.003
AS14.06,2014-03-26 21:12:08.543,1.168
AS14.06,2014-03-26 21:29:06.742,4.03
AS14.06,2014-03-26 21:30:51.532,3.014
AS14.06,2014-03-26 21:30:56.552,3.037
AS14.06,2014-03-26 21:31:10.746,0.604
AS14.06,2014-03-26 21:33:18.447,4.089
AS14.06,2014-03-26 21:33:43.000,1.258
AS14.06,2014-03-26 21:50:11.125,4.021
AS14.06,2014-03-26 21:50:46.818,0.522
AS14.06,2014-03-26 21:58:46.246,18.271
AS14.06,2014-03-26 21:59:23.108,1.847
AS14.06,2014-03-26 22:01:04.953,0.738
AS14.06,2014-03-26 22:02:05.081,1.663
AS14.06,2014-03-26 22:16:08.309,3.026
AS14.06,2014-03-26 22:16:19.421,6.049
AS14.06,2014-03-26 22:16:25.473,2.015
AS14.06,2014-03-26 22:16:27.492,1.525
AS14.06,2014-03-26 22:22:33.864,2.011
AS14.06,2014-03-26 22:23:21.078,0.742
AS14.06,2014-03-26 22:31:54.224,1.189
AS14.06,2014-03-26 22:32:40.045,1.791
AS14.06,2014-03-26 22:33:07.548,4.118
AS14.06,2014-03-26 22:33:12.973,2.02
AS14.06,2014-03-26 22:36:12.206,1.004
AS14.06,2014-03-26 22:41:25.654,2.063
AS14.06,2014-03-26 22:41:38.780,4.05
AS14.06,2014-03-26 22:43:27.381,2.01
AS14.06,2014-03-26 22:43:46.733,5.153
AS14.06,2014-03-26 22:45:58.956,2.478
AS14.06,2014-03-26 22:46:26.762,4.323
AS14.06,2014-03-26 22:48:27.230,2.02
AS14.06,2014-03-26 22:48:44.414,1.004
AS14.06,2014-03-26 22:49:36.119,1.006
AS14.06,2014-03-26 22:50:10.582,0.76
AS14.06,2014-03-26 22:58:36.529,2.105
AS14.06,2014-03-26 22:59:24.170,2.005
AS14.06,2014-03-26 22:59:39.536,1.128
AS14.06,2014-03-26 22:59:44.407,2.481
AS14.06,2014-03-26 23:00:31.111,2.013
AS14.06,2014-03-26 23:00:35.137,1.831
AS14.06,2014-03-26 23:48:07.996,3.06
AS14.06,2014-03-26 23:48:13.076,2.115
AS14.06,2014-03-26 23:48:27.562,2.015
AS14.06,2014-03-26 23:50:28.926,59.745
AS14.06,2014-03-27 00:04:30.871,3.011
AS14.06,2014-03-27 00:04:36.898,0.294
AS14.06,2014-03-27 07:13:09.651,6.264
AS14.06,2014-03-27 07:15:32.539,2.118
AS14.06,2014-03-27 07:15:36.680,2.009
AS14.06,2014-03-27 07:16:37.313,0.654
AS14.06,2014-03-27 07:20:18.105,3.023
AS14.06,2014-03-27 07:21:33.470,1.472
AS14.06,2014-03-27 07:35:06.888,3.014
AS14.06,2014-03-27 07:35:41.338,2.464
AS14.06,2014-03-27 07:43:20.572,2.022
AS14.06,2014-03-27 07:44:48.799,4.017
AS14.06,2014-03-27 07:45:57.497,0.868
AS14.06,2014-03-27 07:50:07.388,9.036
AS14.06,2014-03-27 07:50:30.869,4.024
AS14.06,2014-03-27 08:11:41.358,2.387
AS14.06,2014-03-27 08:16:18.240,1.012
AS14.06,2014-03-27 08:16:33.433,1.004
AS14.06,2014-03-27 08:16:45.486,1.005
AS14.06,2014-03-27 08:17:14.700,2.524
AS14.06,2014-03-27 08:17:51.828,3.012
AS14.06,2014-03-27 08:20:05.085,4.015
AS14.06,2014-03-27 08:20:27.357,1.005
AS14.06,2014-03-27 08:20:32.381,4.159
AS14.06,2014-03-27 08:31:40.513,2.006
AS14.06,2014-03-27 08:31:46.536,1.458
AS14.06,2014-03-27 08:32:02.448,2.019
AS14.06,2014-03-27 08:32:16.565,2.137
AS14.06,2014-03-27 08:37:32.236,1.187
AS14.06,2014-03-27 09:43:56.871,5.117
AS14.06,2014-03-27 09:44:04.016,6.088
AS14.06,2014-03-27 09:44:19.178,1.002
AS14.06,2014-03-27 09:45:54.842,2.823
AS14.06,2014-03-27 10:16:08.401,3.654
AS14.06,2014-03-27 10:17:19.293,3.043
AS14.06,2014-03-27 10:17:36.572,1.002
AS14.06,2014-03-27 10:18:12.153,2.007
AS14.06,2014-03-27 10:20:33.404,1.351
AS14.06,2014-03-27 10:23:25.444,4.063
AS14.06,2014-03-27 10:24:14.966,1.902
AS14.06,2014-03-27 10:28:23.395,1.322
AS14.06,2014-03-27 10:31:00.918,2.368
AS14.06,2014-03-27 10:37:49.082,3.131
AS14.06,2014-03-27 10:38:39.993,3.03
AS14.06,2014-03-27 12:54:48.384,2.018
AS14.06,2014-03-27 13:13:52.585,0.613
AS14.06,2014-03-27 13:14:57.750,10.421
AS14.06,2014-03-27 13:15:11.444,2.017
AS14.06,2014-03-27 13:16:08.989,1.413
AS14.06,2014-03-27 13:16:27.079,1.241
AS14.06,2014-03-27 13:17:02.789,1.005
AS14.06,2014-03-27 13:18:53.671,0.737
AS14.06,2014-03-27 13:19:22.743,3.017
AS14.06,2014-03-27 13:19:27.796,1.002
AS14.06,2014-03-27 13:21:02.157,1.006
AS14.06,2014-03-27 13:26:08.335,1.112
AS14.06,2014-03-27 13:27:51.164,2.037
AS14.06,2014-03-27 14:00:48.790,2.004
AS14.06,2014-03-27 14:01:13.058,49.349
AS14.06,2014-03-27 14:02:04.551,3.014
AS14.06,2014-03-27 14:02:36.759,59.407
AS14.06,2014-03-27 14:18:27.316,2.015
AS14.06,2014-03-27 14:18:40.424,60.088
AS14.06,2014-03-27 14:25:37.776,1.005
AS14.06,2014-03-27 14:26:15.920,59.714
AS14.06,2014-03-27 14:30:18.187,2.032
AS14.06,2014-03-27 14:30:55.628,59.648
AS14.06,2014-03-27 14:47:02.780,65.129
AS14.06,2014-03-27 14:55:18.581,3.016
AS14.06,2014-03-27 14:56:35.555,3.152
AS14.06,2014-03-27 14:56:40.746,59.339
AS14.06,2014-03-27 15:03:52.622,11.857
AS14.06,2014-03-27 15:05:49.111,2.006
AS14.06,2014-03-27 15:06:15.194,60.279
AS14.06,2014-03-27 15:08:18.642,2.032
AS14.06,2014-03-27 15:09:08.283,60.121
AS14.06,2014-03-27 15:15:54.407,11.863
AS14.06,2014-03-27 15:21:49.709,2.012
AS14.06,2014-03-27 15:22:54.007,36.159
AS14.06,2014-03-27 15:23:54.403,0.186
AS14.06,2014-03-27 15:37:46.000,2.008
AS14.06,2014-03-27 15:40:16.394,0.214
AS14.06,2014-03-27 15:55:20.076,2.014
AS14.06,2014-03-27 15:55:49.437,59.513
AS14.06,2014-03-27 15:59:50.670,11.82
AS14.06,2014-03-27 16:06:15.056,3.012
AS14.06,2014-03-27 16:06:46.252,59.871
AS14.06,2014-03-27 16:10:28.966,1.004
AS14.06,2014-03-27 16:10:32.979,61.882
AS14.06,2014-03-27 16:13:54.447,1.624
AS14.06,2014-03-27 16:15:41.266,3.012
AS14.06,2014-03-27 16:16:21.625,59.835
AS14.06,2014-03-27 16:17:40.125,62.103
AS14.06,2014-03-27 16:24:48.487,11.819
AS14.06,2014-03-27 16:39:30.052,5.014
AS14.06,2014-03-27 17:09:45.769,17.47
AS14.06,2014-03-27 17:14:18.793,1.1
AS14.06,2014-03-27 17:55:22.342,3.015
AS14.06,2014-03-27 17:57:54.329,2.006
AS14.06,2014-03-27 17:58:03.404,2.629
AS14.06,2014-03-27 18:03:03.658,9.373
AS14.06,2014-03-27 18:23:14.591,2.011
AS14.06,2014-03-27 18:23:22.742,0.171
AS14.06,2014-03-27 18:23:32.023,2.07
AS14.06,2014-03-27 18:23:52.361,0.498
AS14.06,2014-03-27 18:52:21.160,1.003
AS14.06,2014-03-27 18:52:55.549,59.919
AS14.06,2014-03-27 18:53:59.766,4.016
AS14.06,2014-03-27 18:55:04.151,4.013
AS14.06,2014-03-27 18:55:29.283,1.009
AS14.06,2014-03-27 18:56:33.203,2.012
AS14.06,2014-03-27 18:56:49.532,2.947
AS14.06,2014-03-27 18:57:58.278,2.039
AS14.06,2014-03-27 18:59:36.779,11.25
AS14.06,2014-03-27 19:03:34.971,35.945
AS14.06,2014-03-27 19:04:11.927,70.035
AS14.06,2014-03-27 19:09:39.112,2.01
AS14.06,2014-03-27 19:09:48.141,1.004
AS14.06,2014-03-27 19:09:49.147,21.547
AS14.06,2014-03-27 19:10:10.697,59.542
AS14.06,2014-03-27 19:20:23.049,2.007
AS14.06,2014-03-27 19:21:27.283,60.194
AS14.06,2014-03-27 19:22:31.147,2.015
AS14.06,2014-03-27 19:22:35.174,2.01
AS14.06,2014-03-27 19:25:02.677,59.516
AS14.06,2014-03-27 19:26:07.250,63.163
AS14.06,2014-03-27 19:37:52.173,3.013
AS14.06,2014-03-27 19:38:17.401,34.072
AS14.06,2014-03-27 19:39:40.921,0.143
AS14.06,2014-03-27 19:41:26.378,2.019
AS14.06,2014-03-27 19:41:33.477,7.108
AS14.06,2014-03-27 19:41:43.619,26.847
AS14.06,2014-03-27 19:42:58.720,59.495
AS14.06,2014-03-27 19:52:46.094,2.011
AS14.06,2014-03-27 19:53:02.153,1.002
AS14.06,2014-03-27 19:53:07.170,1.002
AS14.06,2014-03-27 20:00:23.763,4.01
AS14.06,2014-03-27 20:26:07.066,2.041
AS14.06,2014-03-27 20:27:48.473,1.006
AS14.06,2014-03-27 20:27:56.519,0.957
AS14.06,2014-03-27 20:29:25.017,6.948
AS14.06,2014-03-27 20:31:29.230,2.063
AS14.06,2014-03-27 20:32:45.535,1.961
AS14.06,2014-03-27 20:35:30.058,2.012
AS14.06,2014-03-27 20:35:42.174,34.953
AS14.06,2014-03-27 20:37:02.575,25.529
AS14.06,2014-03-27 20:40:20.704,59.405
AS14.06,2014-03-27 20:41:49.546,2.034
AS14.06,2014-03-27 20:44:23.203,59.999
AS14.06,2014-03-27 20:45:37.260,3.082
AS14.06,2014-03-27 20:47:11.921,36.139
AS14.06,2014-03-27 20:48:21.823,59.361
AS14.06,2014-03-27 20:51:18.918,2.007
AS14.06,2014-03-27 20:51:21.934,69.965
AS14.06,2014-03-27 21:08:49.956,2.019
AS14.06,2014-03-27 21:09:22.301,29.04
AS14.06,2014-03-27 21:11:07.328,3.011
AS14.06,2014-03-27 21:11:16.437,2.038
AS14.06,2014-03-27 21:12:07.186,1.003
AS14.06,2014-03-27 21:12:08.193,29.254
AS14.06,2014-03-27 21:12:37.454,1.01
AS14.06,2014-03-27 21:12:53.828,59.816
AS14.06,2014-03-27 21:20:40.644,1.215
AS14.06,2014-03-27 21:25:50.028,2.006
AS14.06,2014-03-27 21:26:06.167,3.022
AS14.06,2014-03-27 21:26:42.447,3.058
AS14.06,2014-03-27 21:27:21.595,59.233
AS14.06,2014-03-27 21:31:40.308,1.58
AS14.06,2014-03-27 21:42:00.127,5.03
AS14.06,2014-03-27 21:42:12.194,1.004
AS14.06,2014-03-27 21:42:59.348,1.005
AS14.06,2014-03-27 21:43:04.371,0.284
AS14.06,2014-03-27 22:02:07.759,11.855
AS14.06,2014-03-27 22:02:28.184,3.058
AS14.06,2014-03-27 22:03:49.256,0.988
AS14.06,2014-03-27 22:09:49.176,4.043
AS14.06,2014-03-27 22:09:54.229,3.01
AS14.06,2014-03-27 22:12:12.631,1.004
AS14.06,2014-03-27 22:12:25.773,0.315
AS14.06,2014-03-27 22:26:12.618,2.004
AS14.06,2014-03-27 22:27:01.384,2.005
AS14.06,2014-03-27 22:28:38.872,41.594
AS14.06,2014-03-27 22:32:09.154,25.641
AS14.06,2014-03-27 22:32:45.905,1.292
AS14.06,2014-03-27 22:33:17.420,2.011
AS14.06,2014-03-27 22:33:24.447,0.176
AS14.06,2014-03-27 22:36:29.625,1.242
AS14.06,2014-03-27 22:43:02.230,1.099
AS14.06,2014-03-27 23:05:13.625,10.008
AS14.06,2014-03-27 23:23:46.532,1.961
AS14.06,2014-03-27 23:43:30.403,1.678
AS14.06,2014-03-27 23:58:26.089,11.758
AS14.06,2014-03-27 23:58:42.224,1.232
AS14.06,2014-03-28 00:06:50.213,9.446
AS14.06,2014-03-28 00:07:41.624,3.013
AS14.06,2014-03-28 00:09:20.582,2.037
AS14.06,2014-03-28 00:19:13.615,2.005
AS14.06,2014-03-28 08:46:10.364,10.387
AS14.06,2014-03-28 08:47:00.621,2.011
AS14.06,2014-03-28 08:51:14.059,1.003
AS14.06,2014-03-28 08:51:20.092,2.008
AS14.06,2014-03-28 08:51:23.107,2.025
AS14.06,2014-03-28 08:53:42.891,2.141
AS14.06,2014-03-28 08:55:35.898,1.004
AS14.06,2014-03-28 08:55:39.928,3.03
AS14.06,2014-03-28 08:56:22.562,1.047
AS14.06,2014-03-28 08:58:47.046,4.015
AS14.06,2014-03-28 08:58:53.089,1.491
AS14.06,2014-03-28 09:04:02.426,3.018
AS14.06,2014-03-28 09:18:38.565,1.003
AS14.06,2014-03-28 09:19:21.750,1.414
AS14.06,2014-03-28 09:24:54.148,2.011
AS14.06,2014-03-28 09:25:01.187,66.412
AS14.06,2014-03-28 09:35:42.984,4.309
AS14.06,2014-03-28 09:48:57.894,8.079
AS14.06,2014-03-28 11:18:18.517,2.056
AS14.06,2014-03-28 11:18:27.713,6.039
AS14.06,2014-03-28 11:19:15.460,2.006
AS14.06,2014-03-28 11:19:23.489,2.005
AS14.06,2014-03-28 11:19:49.828,1.798
AS14.06,2014-03-28 11:28:30.190,2.029
AS14.06,2014-03-28 11:28:34.240,2.047
AS14.06,2014-03-28 11:31:29.319,60.173
AS14.06,2014-03-28 11:53:22.052,11.904
AS14.06,2014-03-28 12:10:17.517,3.031
AS14.06,2014-03-28 12:10:22.565,1.007
AS14.06,2014-03-28 12:11:17.411,3.165
AS14.06,2014-03-28 12:15:15.474,1.015
AS14.06,2014-03-28 12:15:25.641,0.928
AS14.06,2014-03-28 12:42:17.124,2.027
AS14.06,2014-03-28 12:43:34.184,6.024
AS14.06,2014-03-28 12:44:47.065,37.146
AS14.06,2014-03-28 12:45:31.601,2.005
AS14.06,2014-03-28 12:45:50.671,0.927
AS14.06,2014-03-28 13:25:45.073,2.02
AS14.06,2014-03-28 13:26:10.280,0.765
AS14.06,2014-03-28 13:29:46.055,3.064
AS14.06,2014-03-28 13:29:49.124,16.627
AS14.06,2014-03-28 13:30:43.237,2.349
AS14.06,2014-03-28 13:30:46.394,2.01
AS14.06,2014-03-28 13:31:19.637,1.002
AS14.06,2014-03-28 13:48:01.897,1.141
AS14.06,2014-03-28 13:52:40.901,1.253
AS14.06,2014-03-28 13:54:08.311,1.372
AS14.06,2014-03-28 14:04:16.571,3.258
AS14.06,2014-03-28 14:17:41.920,8.096
AS14.06,2014-03-28 14:18:20.000,1.003
AS14.06,2014-03-28 14:18:36.329,59.572
AS14.06,2014-03-28 14:20:33.913,12.004
AS14.06,2014-03-28 14:30:09.694,1.009
AS14.06,2014-03-28 14:31:04.233,59.98
AS14.06,2014-03-28 14:32:42.213,12.066
AS14.06,2014-03-28 14:36:54.805,2.007
AS14.06,2014-03-28 14:40:37.095,23.653
AS14.06,2014-03-28 14:41:07.828,12.237
AS14.06,2014-03-28 14:41:32.144,8.359
AS14.06,2014-03-28 14:42:42.630,3.023
AS14.06,2014-03-28 14:42:57.938,59.314
AS14.06,2014-03-28 14:46:32.418,2.005
AS14.06,2014-03-28 14:47:24.589,59.392
AS14.06,2014-03-28 14:58:30.483,2.017
AS14.06,2014-03-28 14:58:40.562,1.004
AS14.06,2014-03-28 14:59:03.796,35.72
AS14.06,2014-03-28 14:59:41.528,0.432
AS14.06,2014-03-28 15:10:11.033,11.868
AS14.06,2014-03-28 15:20:22.348,6.181
AS14.06,2014-03-28 16:26:01.374,13.2
AS14.06,2014-03-28 16:26:38.984,2.01
AS14.06,2014-03-28 16:28:37.463,2.021
AS14.06,2014-03-28 16:29:03.703,4.451
AS14.06,2014-03-28 16:34:32.621,3.015
AS14.06,2014-03-28 16:35:18.010,2.006
AS14.06,2014-03-28 16:35:26.095,0.597
AS14.06,2014-03-28 16:55:23.634,2.069
AS14.06,2014-03-28 16:55:27.720,2.006
AS14.06,2014-03-28 16:56:25.344,0.041
AS14.06,2014-03-28 17:00:28.505,2.04
AS14.06,2014-03-28 17:02:08.871,1.004
AS14.06,2014-03-28 17:03:35.681,1.374
AS14.06,2014-03-28 17:13:04.079,3.333
AS14.06,2014-03-28 17:20:57.628,2.008
AS14.06,2014-03-28 17:21:12.081,1.003
AS14.06,2014-03-28 17:21:58.562,1.005
AS14.06,2014-03-28 17:22:49.585,1.003
AS14.06,2014-03-28 17:22:51.595,1.003
AS14.06,2014-03-28 17:23:06.779,1.003
AS14.06,2014-03-28 17:23:23.892,4.013
AS14.06,2014-03-28 17:24:18.194,4.102
AS14.06,2014-03-28 17:25:35.456,0.996
AS14.06,2014-03-28 17:26:02.342,6.09
AS14.06,2014-03-28 17:26:43.967,1.241
AS14.06,2014-03-28 17:27:06.828,1.238
AS14.06,2014-03-28 17:31:29.617,1.591
AS14.06,2014-03-28 17:36:17.825,2.239
AS14.06,2014-03-28 17:37:13.566,3.311
AS14.06,2014-03-28 17:40:43.637,2.007
AS14.06,2014-03-28 17:48:13.897,2.014
AS14.06,2014-03-28 17:49:12.591,1.003
AS14.06,2014-03-28 17:50:14.334,3.015
AS14.06,2014-03-28 17:51:09.101,2.636
AS14.06,2014-03-28 17:53:19.131,2.013
AS14.06,2014-03-28 17:58:55.637,70.94
AS14.06,2014-03-28 18:01:28.273,3.008
AS14.06,2014-03-28 18:01:36.331,0.339
AS14.06,2014-03-28 18:02:51.908,5.044
AS14.06,2014-03-28 18:03:36.763,0.574
AS14.06,2014-03-28 18:24:58.180,7.048
AS14.06,2014-03-28 18:25:48.812,13.082
AS14.06,2014-03-28 18:28:14.783,6.041
AS14.06,2014-03-28 18:38:03.918,1.024
AS14.06,2014-03-28 18:49:19.163,3.011
AS14.06,2014-03-28 18:49:52.293,2.008
AS14.06,2014-03-28 18:49:56.315,1.016
AS14.06,2014-03-28 18:49:58.341,3.096
AS14.06,2014-03-28 18:50:03.447,7.061
AS14.06,2014-03-28 18:50:13.592,5.024
AS14.06,2014-03-28 18:51:55.095,4.652
AS14.06,2014-03-28 18:57:32.362,1.006
AS14.06,2014-03-28 18:57:36.384,3.023
AS14.06,2014-03-28 18:58:21.197,2.006
AS14.06,2014-03-28 18:58:51.621,6.236
AS14.06,2014-03-28 18:59:14.197,4.019
AS14.06,2014-03-28 19:04:20.394,2.005
AS14.06,2014-03-28 19:05:34.005,2.011
AS14.06,2014-03-28 19:11:19.388,3.019
AS14.06,2014-03-28 19:11:26.473,2.297
AS14.06,2014-03-28 19:14:36.045,2.132
AS14.06,2014-03-28 19:14:38.180,703.315
AS14.06,2014-03-28 19:26:36.608,2.876
AS14.06,2014-03-28 19:29:54.865,1.628
AS14.06,2014-03-28 19:35:27.532,6.042
AS14.06,2014-03-28 19:35:49.752,1.804
AS14.06,2014-03-28 19:40:17.726,1.226
AS14.06,2014-03-28 19:42:38.493,3.011
AS14.06,2014-03-28 19:43:49.522,2.25
AS14.06,2014-03-28 20:25:46.148,6.036
AS14.06,2014-03-28 20:25:52.188,84.524
AS14.06,2014-03-28 20:27:16.717,2.013
AS14.06,2014-03-28 20:27:20.743,0.766
AS14.06,2014-03-28 20:44:41.005,3.445
AS14.06,2014-03-28 20:52:07.130,10.393
AS14.06,2014-03-28 21:09:07.911,15.349
AS14.06,2014-03-28 21:09:58.927,0.994
AS14.06,2014-03-28 21:10:34.065,2.012
AS14.06,2014-03-28 21:11:03.367,0.725
AS14.06,2014-03-28 21:11:05.923,4.026
AS14.06,2014-03-28 21:11:12.961,3.05
AS14.06,2014-03-28 21:12:09.368,2.117
AS14.06,2014-03-28 21:20:02.016,2.017
AS14.06,2014-03-28 21:20:33.480,1.928
AS14.06,2014-03-28 21:23:24.065,11.98
AS14.06,2014-03-28 21:31:02.592,7.025
AS14.06,2014-03-28 21:31:11.622,2.022
AS14.06,2014-03-28 21:31:27.740,1.002
AS14.06,2014-03-28 21:53:53.303,1.003
AS14.06,2014-03-28 21:54:03.437,1.262
AS14.06,2014-03-28 22:07:58.180,3.064
AS14.06,2014-03-28 22:09:16.990,1.003
AS14.06,2014-03-28 22:10:18.118,2.14
AS14.06,2014-03-28 22:12:03.602,10.135
AS14.06,2014-03-28 22:13:54.513,1.054
AS14.06,2014-03-28 22:24:24.571,8.045
AS14.06,2014-03-28 22:25:08.266,1.504
AS14.06,2014-03-28 22:29:03.115,2.021
AS14.06,2014-03-28 22:30:39.769,0.843
AS14.06,2014-03-28 22:31:32.168,1.752
AS14.06,2014-03-28 22:35:07.826,1.684
AS14.06,2014-03-28 22:46:34.424,1.48
AS14.06,2014-03-28 23:09:38.247,2.535
AS14.06,2014-03-28 23:09:44.217,3.067
AS14.06,2014-03-28 23:10:01.365,2.478
AS14.06,2014-03-28 23:10:06.216,3.1
AS14.06,2014-03-28 23:11:17.101,2.006
AS14.06,2014-03-28 23:11:22.130,17.654
AS14.06,2014-03-28 23:12:03.280,29.667
AS14.06,2014-03-28 23:12:41.118,61.111
AS14.06,2014-03-28 23:23:14.696,5.045
