id,time,appCat.office
AS14.29,2014-04-07 18:28:16.328,3.282
AS14.29,2014-04-07 21:28:50.336,6.027
AS14.29,2014-04-07 21:29:17.453,1.004
AS14.29,2014-04-07 21:31:29.226,1.3
AS14.29,2014-04-07 21:35:23.240,3.015
AS14.29,2014-04-07 21:38:25.759,2.541
AS14.29,2014-04-07 21:38:35.515,1.935
AS14.29,2014-04-07 21:40:03.309,5.018
AS14.29,2014-04-07 21:40:09.335,5.012
AS14.29,2014-04-07 21:40:22.448,3.016
AS14.29,2014-04-07 21:43:39.543,3.013
AS14.29,2014-04-07 21:49:35.854,1.132
AS14.29,2014-04-07 21:56:07.280,2.434
AS14.29,2014-04-07 22:05:35.993,1.867
AS14.29,2014-04-07 22:11:10.200,3.02
AS14.29,2014-04-07 22:15:33.634,1.238
AS14.29,2014-04-07 22:24:04.365,5.012
AS14.29,2014-04-07 22:26:39.190,1.008
AS14.29,2014-04-07 22:32:37.385,2.009
AS14.29,2014-04-07 22:33:49.135,4.015
AS14.29,2014-04-07 22:34:18.338,1.002
AS14.29,2014-04-07 22:34:49.720,1.249
AS14.29,2014-04-07 22:36:52.247,14.046
AS14.29,2014-04-07 22:47:28.309,5.064
AS14.29,2014-04-07 22:50:26.196,17.099
AS14.29,2014-04-07 22:51:06.433,30.817
AS14.29,2014-04-07 22:51:47.470,7.078
AS14.29,2014-04-07 22:53:13.664,1.491
AS14.29,2014-04-07 23:08:04.069,5.034
AS14.29,2014-04-07 23:14:44.622,1.149
AS14.29,2014-04-07 23:15:53.782,11.029
AS14.29,2014-04-07 23:18:19.802,1.002
AS14.29,2014-04-07 23:18:41.003,2.019
AS14.29,2014-04-07 23:21:26.171,5.013
AS14.29,2014-04-07 23:22:05.368,5.012
AS14.29,2014-04-08 07:56:16.595,1.277
AS14.29,2014-04-08 07:58:27.023,7.042
AS14.29,2014-04-08 07:59:18.306,3.244
AS14.29,2014-04-08 07:59:56.752,3.008
AS14.29,2014-04-08 08:08:41.390,17.275
AS14.29,2014-04-08 08:21:42.746,10.417
AS14.29,2014-04-08 08:21:54.607,10.119
AS14.29,2014-04-08 08:26:13.473,11.031
AS14.29,2014-04-08 08:26:24.505,64.327
AS14.29,2014-04-08 08:27:28.835,1.843
AS14.29,2014-04-08 08:29:09.821,5.012
AS14.29,2014-04-08 08:39:37.269,1.614
AS14.29,2014-04-08 08:43:38.795,1.721
AS14.29,2014-04-08 08:43:55.073,4.026
AS14.29,2014-04-08 08:44:04.229,4.024
AS14.29,2014-04-08 08:56:11.492,2.006
AS14.29,2014-04-08 08:56:13.500,16.697
AS14.29,2014-04-08 08:57:03.733,13.612
AS14.29,2014-04-08 08:57:52.864,25.016
AS14.29,2014-04-08 08:59:02.437,4.046
AS14.29,2014-04-08 09:01:17.125,1.493
AS14.29,2014-04-08 09:10:56.256,4.016
AS14.29,2014-04-08 09:11:08.319,1.006
AS14.29,2014-04-08 09:13:00.058,0.727
AS14.29,2014-04-08 09:13:24.415,14.462
AS14.29,2014-04-08 09:18:49.318,2.004
AS14.29,2014-04-08 09:19:22.539,1.689
AS14.29,2014-04-08 09:25:34.368,2.011
AS14.29,2014-04-08 09:25:41.418,8.112
AS14.29,2014-04-08 10:05:39.854,2.006
AS14.29,2014-04-08 10:06:58.319,2.158
AS14.29,2014-04-08 10:07:24.217,3.01
AS14.29,2014-04-08 10:14:12.780,11.028
AS14.29,2014-04-08 10:14:48.901,1.004
AS14.29,2014-04-08 10:15:00.944,1.003
AS14.29,2014-04-08 10:19:07.533,17.902
AS14.29,2014-04-08 10:19:28.328,8.761
AS14.29,2014-04-08 10:21:23.404,5.04
AS14.29,2014-04-08 10:30:32.151,1.683
AS14.29,2014-04-08 10:31:42.710,3.02
AS14.29,2014-04-08 10:35:55.479,0.697
AS14.29,2014-04-08 10:43:15.211,3.013
AS14.29,2014-04-08 10:43:52.697,1.002
AS14.29,2014-04-08 10:44:16.808,1.372
AS14.29,2014-04-08 10:45:11.447,12.084
AS14.29,2014-04-08 10:45:28.565,1.002
AS14.29,2014-04-08 10:46:26.388,1.002
AS14.29,2014-04-08 10:46:39.586,1.558
AS14.29,2014-04-08 10:47:20.104,4.447
AS14.29,2014-04-08 10:48:35.311,1.39
AS14.29,2014-04-08 10:50:22.279,7.339
AS14.29,2014-04-08 10:50:40.780,3.006
AS14.29,2014-04-08 10:56:12.811,2.389
AS14.29,2014-04-08 10:56:36.280,4.204
AS14.29,2014-04-08 10:59:39.250,3.012
AS14.29,2014-04-08 11:00:36.697,26.501
AS14.29,2014-04-08 11:05:17.010,105.18
AS14.29,2014-04-08 11:07:02.677,30.621
AS14.29,2014-04-08 11:09:43.237,66.567
AS14.29,2014-04-08 11:14:36.091,9.1
AS14.29,2014-04-08 11:14:58.367,1.009
AS14.29,2014-04-08 11:15:05.398,1.124
AS14.29,2014-04-08 11:18:18.075,7.167
AS14.29,2014-04-08 11:18:29.253,1.002
AS14.29,2014-04-08 11:26:00.417,1.36
AS14.29,2014-04-08 11:27:17.190,4.043
AS14.29,2014-04-08 11:28:03.549,2.019
AS14.29,2014-04-08 11:28:46.901,1.004
AS14.29,2014-04-08 11:28:47.907,39.404
AS14.29,2014-04-08 11:41:08.651,1.932
AS14.29,2014-04-08 11:41:53.494,7.069
AS14.29,2014-04-08 11:42:26.691,2.027
AS14.29,2014-04-08 11:45:57.194,3.626
AS14.29,2014-04-08 11:47:41.325,3.059
AS14.29,2014-04-08 11:47:56.526,8.028
AS14.29,2014-04-08 11:49:15.839,2.004
AS14.29,2014-04-08 11:57:26.759,1.679
AS14.29,2014-04-08 11:58:27.539,3.008
AS14.29,2014-04-08 11:59:15.854,2.005
AS14.29,2014-04-08 11:59:22.894,1.003
AS14.29,2014-04-08 11:59:33.990,2.016
AS14.29,2014-04-08 12:01:08.414,6.049
AS14.29,2014-04-08 12:01:21.506,2.003
AS14.29,2014-04-08 12:01:27.572,1.002
AS14.29,2014-04-08 12:01:41.631,1.016
AS14.29,2014-04-08 12:04:41.434,1.009
AS14.29,2014-04-08 12:05:12.532,15.051
AS14.29,2014-04-08 12:06:35.846,1.006
AS14.29,2014-04-08 12:07:44.523,2.015
AS14.29,2014-04-08 12:12:22.707,2.026
AS14.29,2014-04-08 12:14:00.246,1.004
AS14.29,2014-04-08 12:15:07.493,2.084
AS14.29,2014-04-08 12:29:26.937,1.555
AS14.29,2014-04-08 12:30:46.273,8.062
AS14.29,2014-04-08 12:30:58.377,2.017
AS14.29,2014-04-08 12:31:08.434,4.016
AS14.29,2014-04-08 12:38:03.138,2.004
AS14.29,2014-04-08 12:38:09.157,1.002
AS14.29,2014-04-08 13:34:54.078,4.012
AS14.29,2014-04-08 13:36:26.503,1.168
AS14.29,2014-04-08 13:37:34.345,3.008
AS14.29,2014-04-08 13:37:38.414,1.002
AS14.29,2014-04-08 13:38:44.259,0.146
AS14.29,2014-04-08 13:39:17.532,3.019
AS14.29,2014-04-08 13:39:35.631,1.299
AS14.29,2014-04-08 13:41:13.450,9.042
AS14.29,2014-04-08 13:41:53.628,3.007
AS14.29,2014-04-08 13:42:02.657,0.902
AS14.29,2014-04-08 13:46:27.256,7.165
AS14.29,2014-04-08 13:50:09.220,3.013
AS14.29,2014-04-08 13:58:01.898,1.846
AS14.29,2014-04-08 13:58:54.706,35.146
AS14.29,2014-04-08 14:13:01.924,1.531
AS14.29,2014-04-08 14:16:00.500,31.182
AS14.29,2014-04-08 14:16:58.834,1.306
AS14.29,2014-04-08 14:17:19.881,3.015
AS14.29,2014-04-08 14:17:45.010,1.001
AS14.29,2014-04-08 14:18:58.316,3.009
AS14.29,2014-04-08 14:47:00.463,3.005
AS14.29,2014-04-08 14:52:39.585,2.255
AS14.29,2014-04-08 14:53:17.069,2.215
AS14.29,2014-04-08 14:55:01.487,25.942
AS14.29,2014-04-08 14:55:47.946,1.43
AS14.29,2014-04-08 14:56:18.325,3.2
AS14.29,2014-04-08 14:59:40.364,6.043
AS14.29,2014-04-08 15:01:27.466,1.234
AS14.29,2014-04-08 15:02:06.819,23.127
AS14.29,2014-04-08 15:02:51.085,1.05
AS14.29,2014-04-08 15:03:07.118,5.088
AS14.29,2014-04-08 15:06:17.490,0.965
AS14.29,2014-04-08 15:06:24.920,3.007
AS14.29,2014-04-08 15:06:40.987,1.23
AS14.29,2014-04-08 15:07:14.055,5.024
AS14.29,2014-04-08 15:09:01.687,2.079
AS14.29,2014-04-08 15:09:05.796,2.401
AS14.29,2014-04-08 15:10:53.092,1.541
AS14.29,2014-04-08 15:13:10.039,3.007
AS14.29,2014-04-08 15:13:14.052,9.152
AS14.29,2014-04-08 15:14:57.246,1.002
AS14.29,2014-04-08 15:15:00.259,1.017
AS14.29,2014-04-08 15:19:17.711,12.06
AS14.29,2014-04-08 15:19:31.786,1.563
AS14.29,2014-04-08 15:20:35.142,9.076
AS14.29,2014-04-08 15:20:48.664,1.183
AS14.29,2014-04-08 15:22:52.463,5.037
AS14.29,2014-04-08 15:27:17.403,2.06
AS14.29,2014-04-08 15:33:15.657,1.914
AS14.29,2014-04-08 15:49:22.895,7.11
AS14.29,2014-04-08 15:49:41.092,3.016
AS14.29,2014-04-08 15:55:42.644,1.002
AS14.29,2014-04-08 16:00:05.615,6.576
AS14.29,2014-04-08 16:02:34.377,4.053
AS14.29,2014-04-08 16:03:01.703,1.22
AS14.29,2014-04-08 16:18:06.211,5.024
AS14.29,2014-04-08 16:24:07.450,5.018
AS14.29,2014-04-08 16:29:26.762,3.01
AS14.29,2014-04-08 16:29:35.908,2.057
AS14.29,2014-04-08 16:29:45.069,3.011
AS14.29,2014-04-08 16:48:15.619,1.31
AS14.29,2014-04-08 16:52:48.664,3.207
AS14.29,2014-04-08 17:04:58.943,14.09
AS14.29,2014-04-08 17:05:23.289,5.083
AS14.29,2014-04-08 17:05:29.407,2.004
AS14.29,2014-04-08 17:17:00.372,5.165
AS14.29,2014-04-08 17:18:33.921,1.051
AS14.29,2014-04-08 17:24:51.226,2.96
AS14.29,2014-04-08 17:25:47.687,3.021
AS14.29,2014-04-08 17:28:53.869,5.834
AS14.29,2014-04-08 17:32:42.812,3.061
AS14.29,2014-04-08 17:33:16.609,5.425
AS14.29,2014-04-08 17:39:58.808,2.504
AS14.29,2014-04-08 17:44:10.015,10.998
AS14.29,2014-04-08 17:55:05.104,3.423
AS14.29,2014-04-08 17:57:06.522,4.022
AS14.29,2014-04-08 17:57:12.641,6.036
AS14.29,2014-04-08 17:57:39.950,3.006
AS14.29,2014-04-08 17:57:46.970,1.266
AS14.29,2014-04-08 18:11:32.950,10.469
AS14.29,2014-04-08 18:25:12.505,7.706
AS14.29,2014-04-08 18:29:01.549,19.752
AS14.29,2014-04-08 18:30:53.996,6.29
AS14.29,2014-04-08 18:34:05.392,8.046
AS14.29,2014-04-08 18:40:29.964,3.956
AS14.29,2014-04-08 18:40:58.823,2.637
AS14.29,2014-04-08 18:46:43.355,4.842
AS14.29,2014-04-08 18:47:15.272,7.777
AS14.29,2014-04-08 18:47:39.917,7.021
AS14.29,2014-04-08 18:47:52.960,4.434
AS14.29,2014-04-08 20:46:45.322,10.105
AS14.29,2014-04-08 20:51:22.517,23.762
AS14.29,2014-04-08 20:52:17.470,4.071
AS14.29,2014-04-08 20:52:27.569,1.015
AS14.29,2014-04-08 20:52:30.621,3.655
AS14.29,2014-04-08 20:52:34.286,42.174
AS14.29,2014-04-08 20:55:15.148,24.121
AS14.29,2014-04-08 20:56:16.257,3.019
AS14.29,2014-04-08 21:06:17.244,1.59
AS14.29,2014-04-08 21:07:40.621,3.01
AS14.29,2014-04-08 21:07:59.726,2.811
AS14.29,2014-04-08 21:20:09.203,14.26
AS14.29,2014-04-08 21:20:26.589,30.308
AS14.29,2014-04-08 21:46:29.927,5.016
AS14.29,2014-04-08 21:58:04.509,1.027
AS14.29,2014-04-08 22:07:58.822,1.005
AS14.29,2014-04-08 22:15:10.446,2.005
AS14.29,2014-04-08 22:16:05.697,29.553
AS14.29,2014-04-08 22:17:49.566,2.007
AS14.29,2014-04-08 22:41:21.923,25.566
AS14.29,2014-04-08 22:53:20.365,7.024
AS14.29,2014-04-08 22:57:57.772,2.061
AS14.29,2014-04-09 07:25:15.467,3.016
AS14.29,2014-04-09 07:28:41.234,6.016
AS14.29,2014-04-09 07:29:22.401,2.33
AS14.29,2014-04-09 07:36:38.533,2.094
AS14.29,2014-04-09 07:36:51.394,1.776
AS14.29,2014-04-09 07:47:14.382,3.044
AS14.29,2014-04-09 07:47:23.457,1.633
AS14.29,2014-04-09 08:43:42.717,4.96
AS14.29,2014-04-09 08:44:03.216,1.693
AS14.29,2014-04-09 08:48:32.265,9.742
AS14.29,2014-04-09 08:49:27.296,2.12
AS14.29,2014-04-09 10:16:21.263,2.005
AS14.29,2014-04-09 10:16:35.407,3.702
AS14.29,2014-04-09 10:37:27.226,1.814
AS14.29,2014-04-09 10:46:07.275,17.195
AS14.29,2014-04-09 10:46:55.815,1.373
AS14.29,2014-04-09 11:01:52.482,2.008
AS14.29,2014-04-09 11:01:57.509,1.688
AS14.29,2014-04-09 11:06:30.256,1.497
AS14.29,2014-04-09 11:07:17.980,10.082
AS14.29,2014-04-09 11:21:31.703,3.012
AS14.29,2014-04-09 11:21:36.723,1.044
AS14.29,2014-04-09 11:52:59.959,3.023
AS14.29,2014-04-09 11:53:12.061,1.002
AS14.29,2014-04-09 11:53:43.292,2.381
AS14.29,2014-04-09 12:03:27.641,11.042
AS14.29,2014-04-09 12:03:47.730,1.002
AS14.29,2014-04-09 12:32:47.381,1.744
AS14.29,2014-04-09 13:03:46.431,3.011
AS14.29,2014-04-09 13:44:16.319,1.11
AS14.29,2014-04-09 14:29:21.992,1.539
AS14.29,2014-04-09 15:09:27.341,3.007
AS14.29,2014-04-09 15:09:42.529,1.004
AS14.29,2014-04-09 15:11:47.594,1.179
AS14.29,2014-04-09 15:13:59.259,3.006
AS14.29,2014-04-09 15:14:30.398,1.289
AS14.29,2014-04-09 15:26:03.809,4.293
AS14.29,2014-04-09 15:37:40.334,5.048
AS14.29,2014-04-09 15:37:46.392,1.768
AS14.29,2014-04-09 15:45:09.247,2.015
AS14.29,2014-04-09 15:45:17.365,1.952
AS14.29,2014-04-09 16:18:44.558,3.013
AS14.29,2014-04-09 16:33:58.749,10.335
AS14.29,2014-04-09 16:39:16.415,4.399
AS14.29,2014-04-09 16:45:02.401,5.853
AS14.29,2014-04-09 16:45:12.227,7.744
AS14.29,2014-04-09 16:59:39.447,18.187
AS14.29,2014-04-09 17:00:46.960,2.338
AS14.29,2014-04-09 17:03:36.250,18.099
AS14.29,2014-04-09 17:04:01.382,10.18
AS14.29,2014-04-09 17:05:12.267,8.116
AS14.29,2014-04-09 17:05:24.456,1.002
AS14.29,2014-04-09 17:05:50.605,4.019
AS14.29,2014-04-09 17:17:44.743,1.716
AS14.29,2014-04-09 17:18:00.947,6.024
AS14.29,2014-04-09 17:18:22.084,1.562
AS14.29,2014-04-09 17:20:44.328,5.074
AS14.29,2014-04-09 17:20:55.575,26.262
AS14.29,2014-04-09 18:11:20.506,1.637
AS14.29,2014-04-09 18:17:42.332,3.01
AS14.29,2014-04-09 18:17:57.431,1.057
AS14.29,2014-04-09 19:40:15.345,2.004
AS14.29,2014-04-09 19:41:19.325,1.798
AS14.29,2014-04-09 19:53:25.384,9.095
AS14.29,2014-04-09 19:53:40.573,1.04
AS14.29,2014-04-09 19:54:37.025,2.316
AS14.29,2014-04-09 21:07:42.039,3.036
AS14.29,2014-04-09 21:08:04.180,1.003
AS14.29,2014-04-09 21:08:17.390,1.663
AS14.29,2014-04-09 21:11:02.312,3.49
AS14.29,2014-04-09 21:14:45.217,4.059
AS14.29,2014-04-09 21:15:11.334,26.289
AS14.29,2014-04-09 21:24:21.658,4.009
AS14.29,2014-04-09 21:37:39.306,70.387
AS14.29,2014-04-09 21:38:54.528,67.437
AS14.29,2014-04-09 21:41:50.223,26.096
AS14.29,2014-04-09 21:58:56.338,1.185
AS14.29,2014-04-09 22:00:36.336,5.06
AS14.29,2014-04-09 22:01:32.914,20.08
AS14.29,2014-04-09 22:24:39.630,4.009
AS14.29,2014-04-09 22:28:34.674,2.008
AS14.29,2014-04-09 22:28:40.732,2.022
AS14.29,2014-04-09 22:32:12.108,3.019
AS14.29,2014-04-09 22:32:35.247,1.015
AS14.29,2014-04-09 22:36:42.448,1.003
AS14.29,2014-04-09 22:46:47.434,62.32
AS14.29,2014-04-10 06:51:26.730,21.248
AS14.29,2014-04-10 06:52:10.210,11.492
AS14.29,2014-04-10 06:56:01.865,2.896
AS14.29,2014-04-10 07:01:03.930,2.188
AS14.29,2014-04-10 07:08:09.783,9.06
AS14.29,2014-04-10 07:38:05.877,3.007
AS14.29,2014-04-10 07:45:11.309,7.033
AS14.29,2014-04-10 07:45:55.530,2.362
AS14.29,2014-04-10 07:57:56.775,2.24
AS14.29,2014-04-10 08:00:42.726,7.607
AS14.29,2014-04-10 08:51:19.905,7.875
AS14.29,2014-04-10 08:56:01.813,7.037
AS14.29,2014-04-10 09:25:33.895,2.004
AS14.29,2014-04-10 09:25:37.917,3.009
AS14.29,2014-04-10 09:26:03.134,5.017
AS14.29,2014-04-10 09:26:09.157,2.121
AS14.29,2014-04-10 09:42:24.760,3.014
AS14.29,2014-04-10 09:51:04.276,2.609
AS14.29,2014-04-10 09:52:20.746,4.659
AS14.29,2014-04-10 09:52:33.302,4.015
AS14.29,2014-04-10 09:52:48.349,2.053
AS14.29,2014-04-10 09:53:00.536,3.18
AS14.29,2014-04-10 09:53:36.766,18.149
AS14.29,2014-04-10 09:54:33.101,1.54
AS14.29,2014-04-10 09:57:16.773,1.748
AS14.29,2014-04-10 09:58:48.713,7.214
AS14.29,2014-04-10 09:59:57.736,12.041
AS14.29,2014-04-10 10:00:17.829,1.529
AS14.29,2014-04-10 10:13:41.765,3.037
AS14.29,2014-04-10 10:23:15.749,2.017
AS14.29,2014-04-10 10:24:11.418,1.48
AS14.29,2014-04-10 10:32:46.845,4.032
AS14.29,2014-04-10 11:02:41.976,1.218
AS14.29,2014-04-10 11:03:04.326,4.014
AS14.29,2014-04-10 11:03:59.576,60.792
AS14.29,2014-04-10 11:11:57.747,2.019
AS14.29,2014-04-10 11:12:02.780,17.069
AS14.29,2014-04-10 11:12:48.009,11.839
AS14.29,2014-04-10 11:18:30.016,4.009
AS14.29,2014-04-10 11:21:25.173,0.839
AS14.29,2014-04-10 11:21:31.703,7.37
AS14.29,2014-04-10 12:26:35.831,2.02
AS14.29,2014-04-10 12:26:44.934,1.002
AS14.29,2014-04-10 12:26:48.959,8.706
AS14.29,2014-04-10 13:45:03.723,10.539
AS14.29,2014-04-10 13:54:55.819,4.017
AS14.29,2014-04-10 13:55:08.865,1.279
AS14.29,2014-04-10 13:55:55.092,4.681
AS14.29,2014-04-10 13:59:21.075,3.006
AS14.29,2014-04-10 13:59:26.171,2.023
AS14.29,2014-04-10 14:06:24.888,3.007
AS14.29,2014-04-10 14:11:43.575,2.006
AS14.29,2014-04-10 14:12:01.700,1.949
AS14.29,2014-04-10 14:15:42.779,2.104
AS14.29,2014-04-10 14:18:22.697,4.037
AS14.29,2014-04-10 15:05:00.569,1.068
AS14.29,2014-04-10 15:07:30.296,4.021
AS14.29,2014-04-10 15:09:36.838,13.043
AS14.29,2014-04-10 15:13:52.726,25.41
AS14.29,2014-04-10 15:14:20.171,6.11
AS14.29,2014-04-10 16:23:01.834,10.798
AS14.29,2014-04-10 16:52:39.710,1.118
AS14.29,2014-04-10 17:01:44.430,4.008
AS14.29,2014-04-10 17:01:54.459,2.074
AS14.29,2014-04-10 17:01:57.361,3.147
AS14.29,2014-04-10 17:11:54.717,4.012
AS14.29,2014-04-10 17:17:08.789,2.706
AS14.29,2014-04-10 17:24:15.811,2.752
AS14.29,2014-04-10 17:25:32.822,4.008
AS14.29,2014-04-10 17:25:37.841,2.243
AS14.29,2014-04-10 17:35:12.815,3.01
AS14.29,2014-04-10 17:35:21.867,0.891
AS14.29,2014-04-10 17:38:47.828,1.297
AS14.29,2014-04-10 17:42:06.750,8.773
AS14.29,2014-04-10 17:47:15.565,8.795
AS14.29,2014-04-10 17:54:08.108,5.632
AS14.29,2014-04-10 18:04:08.690,9.088
AS14.29,2014-04-10 18:16:24.808,3.649
AS14.29,2014-04-10 18:17:47.609,5.214
AS14.29,2014-04-10 18:21:14.559,3.56
AS14.29,2014-04-10 18:22:12.657,5.136
AS14.29,2014-04-10 18:26:07.867,3.664
AS14.29,2014-04-10 18:31:15.770,12.106
AS14.29,2014-04-10 18:31:33.903,31.138
AS14.29,2014-04-10 18:32:06.059,3.371
AS14.29,2014-04-10 18:34:10.411,5.559
AS14.29,2014-04-10 18:34:43.312,4.028
AS14.29,2014-04-10 18:34:59.392,6.014
AS14.29,2014-04-10 21:27:53.401,2.754
AS14.29,2014-04-10 21:49:10.877,12.104
AS14.29,2014-04-10 22:05:45.424,2.007
AS14.29,2014-04-10 22:05:48.459,5.08
AS14.29,2014-04-10 22:13:57.555,2.195
AS14.29,2014-04-10 22:15:00.003,1.002
AS14.29,2014-04-10 22:15:20.275,16.066
AS14.29,2014-04-10 22:16:57.095,3.013
AS14.29,2014-04-10 22:18:05.408,1.002
AS14.29,2014-04-10 22:18:59.591,3.008
AS14.29,2014-04-10 22:24:24.013,1.009
AS14.29,2014-04-10 22:24:34.071,2.012
AS14.29,2014-04-10 22:25:14.210,2.013
AS14.29,2014-04-10 22:30:04.138,2.012
AS14.29,2014-04-10 22:31:38.851,1.016
AS14.29,2014-04-10 22:32:20.184,2.006
AS14.29,2014-04-10 22:33:02.961,1.304
AS14.29,2014-04-10 22:42:23.111,4.047
AS14.29,2014-04-10 22:43:44.990,2.008
AS14.29,2014-04-10 22:44:59.657,6.327
AS14.29,2014-04-10 22:50:13.434,3.068
AS14.29,2014-04-10 22:50:41.118,8.027
AS14.29,2014-04-10 23:24:01.430,15.028
AS14.29,2014-04-10 23:24:51.598,4.015
AS14.29,2014-04-10 23:25:26.947,33.491
AS14.29,2014-04-11 07:03:49.480,24.386
AS14.29,2014-04-11 07:12:18.072,29.972
AS14.29,2014-04-11 07:39:11.835,3.391
AS14.29,2014-04-11 07:58:08.963,5.028
AS14.29,2014-04-11 07:58:16.101,6.029
AS14.29,2014-04-11 08:00:42.568,4.028
AS14.29,2014-04-11 08:00:53.632,2.027
AS14.29,2014-04-11 08:05:17.936,3.029
AS14.29,2014-04-11 08:05:48.163,1.003
AS14.29,2014-04-11 08:07:39.891,5.635
AS14.29,2014-04-11 08:08:00.150,5.591
AS14.29,2014-04-11 08:13:36.042,5.503
AS14.29,2014-04-11 10:24:35.122,4.049
AS14.29,2014-04-11 10:24:59.253,3.025
AS14.29,2014-04-11 10:29:09.065,2.382
AS14.29,2014-04-11 12:00:44.753,2.07
AS14.29,2014-04-11 12:39:54.842,1.384
AS14.29,2014-04-11 13:08:53.226,3.014
AS14.29,2014-04-11 13:09:46.484,1.043
AS14.29,2014-04-11 13:10:25.683,1.705
AS14.29,2014-04-11 13:10:42.618,2.028
AS14.29,2014-04-11 13:15:23.348,1.602
AS14.29,2014-04-11 13:18:45.917,5.028
AS14.29,2014-04-11 13:35:57.118,2.017
AS14.29,2014-04-11 14:26:13.703,1.04
AS14.29,2014-04-11 15:15:29.809,1.002
AS14.29,2014-04-11 17:57:47.177,1.833
AS14.29,2014-04-11 19:15:01.407,3.061
AS14.29,2014-04-11 19:15:13.585,1.002
AS14.29,2014-04-11 19:15:21.627,1.043
AS14.29,2014-04-11 19:26:46.493,2.201
AS14.29,2014-04-11 19:27:19.076,3.012
AS14.29,2014-04-11 19:40:35.372,3.24
AS14.29,2014-04-11 19:44:56.908,23.285
AS14.29,2014-04-11 20:02:27.091,30.178
AS14.29,2014-04-11 20:03:59.596,2.025
AS14.29,2014-04-11 20:08:39.349,43.825
AS14.29,2014-04-11 20:09:24.963,254.634
AS14.29,2014-04-11 20:13:55.584,32.131
AS14.29,2014-04-11 20:15:15.086,68.025
AS14.29,2014-04-11 20:16:55.303,50.069
AS14.29,2014-04-11 20:17:46.967,99.008
AS14.29,2014-04-11 20:20:29.012,33.605
AS14.29,2014-04-11 20:28:55.559,22.532
AS14.29,2014-04-11 20:36:28.252,13.072
AS14.29,2014-04-11 20:37:40.660,3.054
AS14.29,2014-04-11 20:40:56.516,2.018
AS14.29,2014-04-11 20:41:29.671,1.006
AS14.29,2014-04-11 20:41:32.743,4.011
AS14.29,2014-04-11 20:54:46.391,2.033
AS14.29,2014-04-11 20:55:13.099,6.05
AS14.29,2014-04-11 20:55:29.249,2.007
AS14.29,2014-04-11 20:56:54.778,2.005
AS14.29,2014-04-11 20:56:57.815,30.691
AS14.29,2014-04-11 20:57:42.006,14.205
AS14.29,2014-04-11 20:59:10.372,2.004
AS14.29,2014-04-11 21:12:53.482,1.747
AS14.29,2014-04-11 21:15:25.990,8.764
AS14.29,2014-04-11 21:19:08.934,3.042
AS14.29,2014-04-11 21:19:48.361,3.008
AS14.29,2014-04-11 21:20:18.609,2.096
AS14.29,2014-04-11 21:29:57.825,7.029
AS14.29,2014-04-11 21:31:44.486,1.002
AS14.29,2014-04-11 21:32:01.592,9.197
AS14.29,2014-04-11 21:35:02.970,1.876
AS14.29,2014-04-11 21:40:13.032,10.068
AS14.29,2014-04-11 21:51:18.096,1.002
AS14.29,2014-04-11 22:11:11.482,3.005
AS14.29,2014-04-11 22:11:19.526,1.227
AS14.29,2014-04-11 22:11:24.931,4.008
AS14.29,2014-04-11 22:11:29.948,5.802
AS14.29,2014-04-11 22:25:33.996,6.012
AS14.29,2014-04-11 22:25:50.051,7.077
AS14.29,2014-04-11 22:26:00.164,2.004
AS14.29,2014-04-11 22:27:54.108,12.058
AS14.29,2014-04-11 22:29:58.924,3.015
AS14.29,2014-04-11 22:30:10.973,1.381
AS14.29,2014-04-11 22:37:25.006,4.008
AS14.29,2014-04-11 22:37:47.075,5.801
AS14.29,2014-04-12 08:22:14.990,4.009
AS14.29,2014-04-12 08:22:34.039,2.007
AS14.29,2014-04-12 08:24:18.644,2.313
AS14.29,2014-04-12 08:39:12.217,8.251
AS14.29,2014-04-12 08:43:12.144,6.078
AS14.29,2014-04-12 08:44:15.589,1.733
AS14.29,2014-04-12 08:51:22.913,5.021
AS14.29,2014-04-12 09:28:05.167,1.004
AS14.29,2014-04-12 09:28:50.388,3.036
AS14.29,2014-04-12 09:54:06.005,1.002
AS14.29,2014-04-12 11:36:21.344,1.004
AS14.29,2014-04-12 11:37:39.651,1.035
AS14.29,2014-04-12 11:38:02.934,3.007
AS14.29,2014-04-12 11:50:58.249,22.1
AS14.29,2014-04-12 11:51:28.394,4.978
AS14.29,2014-04-12 12:11:17.542,2.103
AS14.29,2014-04-12 13:00:36.111,4.023
AS14.29,2014-04-12 13:01:46.387,2.101
AS14.29,2014-04-12 13:30:46.055,6.016
AS14.29,2014-04-12 13:31:03.200,2.017
AS14.29,2014-04-12 13:53:28.996,19.6
AS14.29,2014-04-12 13:54:09.177,1.776
AS14.29,2014-04-12 14:52:59.944,6.073
AS14.29,2014-04-12 14:53:07.049,1.002
AS14.29,2014-04-12 14:53:32.255,1.002
AS14.29,2014-04-12 14:54:06.381,1.821
AS14.29,2014-04-12 14:54:09.687,3.516
AS14.29,2014-04-12 14:58:41.318,5.192
AS14.29,2014-04-12 14:58:55.549,2.004
AS14.29,2014-04-12 14:58:58.611,19.97
AS14.29,2014-04-12 15:00:11.457,2.738
AS14.29,2014-04-12 15:05:18.658,2.022
AS14.29,2014-04-12 15:05:33.732,2.419
AS14.29,2014-04-12 16:39:21.049,2.588
AS14.29,2014-04-12 16:40:16.989,1.837
AS14.29,2014-04-12 16:44:59.980,9.892
