id,time,appCat.other
AS14.06,2014-03-30 21:11:22.512,7.07
AS14.06,2014-03-31 11:01:41.056,11.065
AS14.06,2014-03-31 12:15:32.236,8.043
AS14.06,2014-03-31 15:59:00.638,10.069
AS14.06,2014-03-31 18:11:07.005,9.052
AS14.06,2014-03-31 21:29:16.017,11.077
AS14.06,2014-04-01 09:29:41.697,11.095
AS14.06,2014-04-01 12:56:43.039,10.053
AS14.06,2014-04-01 15:11:11.296,19.465
AS14.06,2014-04-01 18:04:19.338,6.022
AS14.06,2014-04-01 21:25:32.266,10.126
AS14.06,2014-04-02 09:30:05.937,14.185
AS14.06,2014-04-02 12:52:40.974,9.05
AS14.06,2014-04-02 15:00:35.657,10.123
AS14.06,2014-04-02 18:11:09.082,8.057
AS14.06,2014-04-02 20:57:22.566,17.279
AS14.06,2014-04-03 11:01:33.648,11.128
AS14.06,2014-04-03 12:44:23.197,8.055
AS14.06,2014-04-03 15:20:43.806,3.039
AS14.06,2014-04-03 15:20:48.859,10.21
AS14.06,2014-04-03 19:01:45.265,7.026
AS14.06,2014-04-03 21:21:33.506,15.314
AS14.06,2014-04-04 08:56:51.266,10.259
AS14.06,2014-04-04 12:11:02.566,9.262
AS14.06,2014-04-04 14:56:25.045,8.077
AS14.06,2014-04-04 19:04:18.301,6.038
AS14.06,2014-04-04 21:52:28.288,8.096
AS14.06,2014-04-05 10:16:15.230,12.121
AS14.06,2014-04-05 12:00:15.641,13.243
AS14.06,2014-04-05 15:43:44.065,13.179
AS14.06,2014-04-05 19:16:58.523,22.539
AS14.06,2014-04-05 21:02:39.877,20.501
AS14.06,2014-04-06 10:01:10.654,42.465
AS14.06,2014-04-06 12:45:02.499,10.099
AS14.06,2014-04-06 15:27:07.210,7.021
AS14.06,2014-04-06 19:14:04.711,9.08
AS14.06,2014-04-06 21:54:54.494,8.056
AS14.06,2014-04-07 10:54:01.663,8.08
AS14.06,2014-04-07 12:49:52.151,10.114
AS14.06,2014-04-07 15:01:57.219,10.039
AS14.06,2014-04-07 19:25:41.917,7.098
AS14.06,2014-04-07 21:49:46.134,8.126
AS14.06,2014-04-08 09:16:48.750,11.149
AS14.06,2014-04-08 12:39:47.332,13.181
AS14.06,2014-04-08 16:25:52.654,14.571
AS14.06,2014-04-08 17:59:59.144,14.285
AS14.06,2014-04-08 21:42:57.519,8.07
AS14.06,2014-04-09 08:57:59.809,7.028
AS14.06,2014-04-09 12:05:46.931,8.078
AS14.06,2014-04-09 15:28:43.536,20.337
AS14.06,2014-04-09 18:05:56.671,13.168
AS14.06,2014-04-09 21:11:13.427,12.161
AS14.06,2014-04-10 10:02:50.849,9.215
AS14.06,2014-04-10 12:21:44.736,13.179
AS14.06,2014-04-10 15:53:39.201,9.088
AS14.06,2014-04-10 19:55:18.562,1.002
AS14.06,2014-04-10 19:55:21.578,1.002
AS14.06,2014-04-10 20:08:59.427,18.094
AS14.06,2014-04-10 21:21:02.918,6.026
AS14.06,2014-04-11 09:09:15.391,7.035
AS14.06,2014-04-11 11:52:17.359,20.067
AS14.06,2014-04-11 15:17:51.614,8.13
AS14.06,2014-04-11 17:57:19.589,8.062
AS14.06,2014-04-11 21:06:38.707,18.327
AS14.06,2014-04-12 10:58:52.259,6.086
AS14.06,2014-04-12 12:44:19.546,12.159
AS14.06,2014-04-12 16:23:07.698,54.57
AS14.06,2014-04-12 18:07:42.846,9.042
AS14.06,2014-04-12 21:15:13.723,9.036
AS14.06,2014-04-13 11:19:31.275,8.106
AS14.06,2014-04-13 12:11:02.361,1.007
AS14.06,2014-04-13 14:30:59.545,17.232
AS14.06,2014-04-13 17:10:27.480,6.037
AS14.06,2014-04-13 17:52:55.575,9.048
AS14.06,2014-04-13 21:10:41.868,14.205
AS14.06,2014-04-14 09:58:16.194,7.026
AS14.06,2014-04-14 12:07:40.003,12.033
AS14.06,2014-04-14 14:55:16.125,8.194
AS14.06,2014-04-14 18:19:20.221,11.305
AS14.06,2014-04-15 09:08:51.242,7.023
AS14.06,2014-04-15 12:39:58.661,22.703
AS14.06,2014-04-15 15:01:23.653,14.165
AS14.06,2014-04-15 18:05:59.740,8.048
AS14.06,2014-04-15 21:08:37.780,7.034
AS14.06,2014-04-16 09:07:05.437,12.155
AS14.06,2014-04-16 11:51:12.522,16.356
AS14.06,2014-04-16 12:50:22.502,9.042
AS14.06,2014-04-16 15:06:01.569,11.147
AS14.06,2014-04-16 18:16:27.450,9.126
AS14.06,2014-04-16 20:51:08.664,8.033
AS14.06,2014-04-17 08:16:47.038,37.75
AS14.06,2014-04-17 08:17:39.832,348.623
AS14.06,2014-04-17 08:56:28.263,37.759
AS14.06,2014-04-17 12:13:26.790,37.836
AS14.06,2014-04-17 15:23:30.250,144.006
AS14.06,2014-04-17 15:25:54.262,7.057
AS14.06,2014-04-17 15:26:01.322,4.041
AS14.06,2014-04-17 15:27:04.773,141.529
AS14.06,2014-04-17 15:47:41.318,7.105
AS14.06,2014-04-17 15:47:53.667,474.881
AS14.06,2014-04-17 15:57:10.395,86.326
AS14.06,2014-04-17 15:58:39.801,8.051
AS14.06,2014-04-17 15:59:14.243,96.038
AS14.06,2014-04-17 18:21:38.134,6.018
AS14.06,2014-04-17 20:55:56.289,7.039
AS14.06,2014-04-18 09:34:48.608,14.379
AS14.06,2014-04-18 12:37:09.631,16.235
AS14.06,2014-04-18 15:18:55.276,7.095
AS14.06,2014-04-18 17:55:56.642,10.066
AS14.06,2014-04-18 21:41:41.035,10.11
AS14.06,2014-04-19 09:14:27.575,10.092
AS14.06,2014-04-19 11:54:45.607,7.089
AS14.06,2014-04-19 15:58:46.039,28.515
AS14.06,2014-04-19 18:08:16.611,9.12
AS14.06,2014-04-19 21:45:44.539,7.075
AS14.06,2014-04-20 09:02:42.898,8.04
AS14.06,2014-04-20 13:55:59.115,7.062
AS14.06,2014-04-20 15:31:30.128,1.009
AS14.06,2014-04-20 15:31:36.279,12.119
AS14.06,2014-04-20 18:22:29.884,15.304
AS14.06,2014-04-20 21:00:45.026,9.18
AS14.06,2014-04-21 10:23:03.089,16.328
AS14.06,2014-04-21 12:14:00.901,20.204
AS14.06,2014-04-21 14:57:36.059,9.092
AS14.06,2014-04-21 18:31:30.084,6.032
AS14.06,2014-04-21 21:06:25.411,9.155
AS14.06,2014-04-22 09:36:53.604,10.218
AS14.06,2014-04-22 12:03:02.125,15.23
AS14.06,2014-04-22 15:05:56.663,10.033
AS14.06,2014-04-22 17:50:54.249,26.678
AS14.06,2014-04-22 21:06:29.897,10.303
AS14.06,2014-04-23 09:11:04.848,6.162
AS14.06,2014-04-23 11:53:50.132,7.03
AS14.06,2014-04-23 16:12:18.365,78.347
AS14.06,2014-04-23 16:20:36.648,25.519
AS14.06,2014-04-23 18:45:06.259,10.073
AS14.06,2014-04-23 21:09:47.937,11.213
AS14.06,2014-04-24 10:38:38.736,31.427
AS14.06,2014-04-24 12:05:44.601,27.68
AS14.06,2014-04-24 15:10:16.730,9.035
AS14.06,2014-04-24 18:51:10.980,8.062
AS14.06,2014-04-24 20:59:01.628,47.205
AS14.06,2014-04-25 10:15:56.585,7.021
AS14.06,2014-04-25 10:16:09.766,5.033
AS14.06,2014-04-25 12:03:07.934,13.197
AS14.06,2014-04-25 16:20:06.740,6.065
AS14.06,2014-04-25 18:04:47.532,8.039
AS14.06,2014-04-25 21:18:29.072,9.105
AS14.06,2014-04-26 10:14:15.566,7.033
AS14.06,2014-04-26 15:19:36.295,9.075
AS14.06,2014-04-26 18:10:28.871,5.032
AS14.06,2014-04-26 22:21:48.209,44.808
AS14.06,2014-04-27 09:51:48.252,19.402
AS14.06,2014-04-27 12:51:12.121,10.063
AS14.06,2014-04-27 15:01:42.543,7.03
AS14.06,2014-04-27 18:22:15.332,8.026
AS14.06,2014-04-27 21:09:52.092,8.035
AS14.06,2014-04-28 12:53:59.759,8.034
AS14.06,2014-04-28 15:00:48.244,7.121
AS14.06,2014-04-28 18:22:53.289,8.045
AS14.06,2014-04-28 21:25:30.105,6.029
AS14.06,2014-04-29 10:22:25.167,9.052
AS14.06,2014-04-29 12:24:50.114,6.028
AS14.06,2014-04-29 18:00:28.882,8.035
AS14.06,2014-04-29 21:23:45.082,17.178
AS14.06,2014-04-30 09:24:26.630,9.084
AS14.06,2014-04-30 12:21:26.516,7.22
AS14.06,2014-04-30 15:19:09.253,6.072
AS14.06,2014-04-30 18:18:06.282,10.035
AS14.06,2014-04-30 20:59:12.818,10.106
AS14.06,2014-05-01 09:06:32.859,5.068
AS14.06,2014-05-01 13:12:38.263,6.019
AS14.06,2014-05-01 17:35:59.588,19.045
AS14.06,2014-05-01 18:35:35.039,6.015
AS14.06,2014-05-01 23:45:15.884,7.044
AS14.06,2014-05-02 10:04:11.132,8.098
AS14.06,2014-05-02 12:54:32.467,5.041
AS14.06,2014-05-02 15:10:25.542,7.043
AS14.06,2014-05-02 18:02:29.990,11.064
AS14.06,2014-05-02 21:03:31.993,6.114
AS14.06,2014-05-03 10:12:13.881,10.231
AS14.06,2014-05-03 11:57:21.799,2.016
AS14.06,2014-05-03 11:57:24.910,9.058
AS14.06,2014-05-03 15:55:45.398,19.197
AS14.06,2014-05-03 18:22:12.095,28.354
AS14.06,2014-05-03 22:00:16.648,7.031
AS14.06,2014-05-04 10:58:39.357,10.374
AS14.06,2014-05-04 12:06:40.855,12.305
AS14.06,2014-05-04 15:56:05.459,70.835
AS14.06,2014-05-04 15:57:29.214,9.36
AS14.06,2014-05-04 19:39:09.815,16.412
AS14.06,2014-05-04 22:33:16.698,16.141
AS14.06,2014-05-05 09:47:03.437,7.099
AS14.06,2014-05-05 12:00:12.463,7.056
AS14.06,2014-05-05 16:42:32.566,6.026
AS14.06,2014-05-05 21:25:14.298,11.268
AS14.06,2014-05-07 09:39:15.168,22.381
AS14.06,2014-05-07 11:53:36.584,8.04
AS14.06,2014-05-07 16:06:39.242,9.029
AS14.06,2014-05-07 18:04:53.681,43.566
AS14.06,2014-05-07 18:06:33.647,17.103
AS14.06,2014-05-07 18:06:53.811,29.331
AS14.06,2014-05-07 18:07:53.374,77.651
AS14.06,2014-05-07 18:12:25.138,31.762
AS14.06,2014-05-07 18:13:00.516,2.817
AS14.06,2014-05-07 18:26:54.105,85.969
AS14.06,2014-05-07 18:32:25.214,18.126
AS14.06,2014-05-07 18:33:23.068,165.781
AS14.06,2014-05-07 18:36:44.354,36.493
AS14.06,2014-05-07 19:28:06.569,34.448
AS14.06,2014-05-07 21:16:24.892,34.375
AS14.06,2014-05-07 21:21:38.440,7.354
AS14.07,2014-03-18 22:35:48.592,48.259
AS14.07,2014-03-18 22:36:42.059,51.295
AS14.07,2014-03-18 22:40:16.286,5.184
AS14.07,2014-03-18 22:40:50.713,37.21
AS14.07,2014-03-18 22:42:14.237,2.006
AS14.07,2014-03-18 22:51:09.842,28.145
AS14.07,2014-03-19 11:00:19.336,19.059
AS14.07,2014-03-19 12:17:30.872,18.039
AS14.07,2014-03-19 15:02:34.671,6.04
AS14.07,2014-03-19 15:46:01.575,23.057
AS14.07,2014-03-19 18:42:13.480,14.62
AS14.07,2014-03-19 21:03:33.473,10.057
AS14.07,2014-03-20 09:00:53.624,10.056
AS14.07,2014-03-20 12:16:29.193,23.057
AS14.07,2014-03-20 15:21:29.503,15.155
AS14.07,2014-03-20 18:16:53.003,9.054
AS14.07,2014-03-20 21:01:37.460,9.026
AS14.07,2014-03-20 22:15:34.618,17.072
AS14.07,2014-03-20 22:16:16.825,4.013
AS14.07,2014-03-21 08:43:46.730,3.009
AS14.07,2014-03-21 08:43:50.246,4.013
AS14.07,2014-03-21 09:27:32.903,14.038
AS14.07,2014-03-21 13:16:00.744,11.034
AS14.07,2014-03-21 15:00:19.769,32.104
AS14.07,2014-03-21 15:00:51.877,8.024
AS14.07,2014-03-21 18:01:15.967,9.032
AS14.07,2014-03-21 23:43:06.821,9.022
AS14.07,2014-03-22 08:55:07.213,7.043
AS14.07,2014-03-22 13:21:34.940,9.029
AS14.07,2014-03-22 15:23:00.776,171.142
AS14.07,2014-03-22 17:55:04.762,86.229
AS14.07,2014-03-22 21:09:47.690,84.277
AS14.07,2014-03-23 08:54:42.237,36.088
AS14.07,2014-03-23 12:11:40.723,6.029
AS14.07,2014-03-23 20:44:56.085,63.177
AS14.07,2014-03-23 21:31:00.532,8.041
AS14.07,2014-03-24 08:54:44.144,180.623
AS14.07,2014-03-24 11:59:01.706,8.022
AS14.07,2014-03-25 03:05:43.282,8.038
AS14.07,2014-03-25 10:42:16.749,555.752
AS14.07,2014-03-25 12:24:03.048,18.52
AS14.07,2014-03-25 16:26:28.413,40.106
AS14.07,2014-03-25 18:26:23.164,12.047
AS14.07,2014-03-25 20:51:28.346,9.022
AS14.07,2014-03-26 09:24:57.168,10.029
AS14.07,2014-03-26 12:27:42.683,14.079
AS14.07,2014-03-26 16:04:25.576,12.03
AS14.07,2014-03-26 18:01:08.378,7.016
AS14.07,2014-03-26 21:03:49.737,60.765
AS14.07,2014-03-27 08:51:08.239,13.066
AS14.07,2014-03-27 12:13:10.282,15.039
AS14.07,2014-03-27 15:00:48.476,10.076
AS14.07,2014-03-27 18:24:04.780,8.025
AS14.07,2014-03-27 22:04:13.234,14.072
AS14.07,2014-03-28 10:01:13.730,9.029
AS14.07,2014-03-28 12:11:03.115,11.031
AS14.07,2014-03-28 20:46:17.953,203.681
AS14.07,2014-03-28 21:23:06.635,8.027
AS14.07,2014-03-29 09:08:10.763,68.607
AS14.07,2014-03-29 09:09:30.555,56.276
AS14.07,2014-03-29 09:40:59.782,75.133
AS14.07,2014-03-29 10:59:29.588,28.069
AS14.07,2014-03-29 12:06:25.105,9.029
AS14.07,2014-03-29 15:36:07.660,10.687
AS14.07,2014-03-29 15:45:16.131,5.287
AS14.07,2014-03-29 16:27:17.733,20.05
AS14.07,2014-03-29 18:10:23.875,9.049
AS14.07,2014-03-29 21:55:36.306,19.456
AS14.07,2014-03-29 22:34:42.875,5.053
AS14.07,2014-03-29 22:35:00.668,5.22
AS14.07,2014-03-29 22:35:10.953,56.595
AS14.07,2014-03-29 22:40:48.200,5.021
AS14.07,2014-03-29 22:47:31.726,5.018
AS14.07,2014-03-30 09:01:39.523,11.048
AS14.07,2014-03-30 13:36:04.664,16.05
AS14.07,2014-03-30 15:52:15.947,13.046
AS14.07,2014-03-30 18:08:19.961,8.037
AS14.07,2014-03-30 22:18:44.753,22.843
AS14.07,2014-03-31 09:30:19.714,13.076
AS14.07,2014-03-31 12:23:25.650,14.032
AS14.07,2014-03-31 15:29:49.963,11.03
AS14.07,2014-03-31 21:23:39.319,10.029
AS14.07,2014-04-01 08:51:18.346,9.037
AS14.07,2014-04-01 12:52:50.237,11.037
AS14.07,2014-04-01 16:58:52.053,9.149
AS14.07,2014-04-01 19:31:25.497,18.125
AS14.07,2014-04-01 21:07:24.108,8.034
AS14.07,2014-04-02 12:18:39.410,66.765
AS14.07,2014-04-02 14:55:35.079,10.139
AS14.07,2014-04-02 18:25:36.207,15.035
AS14.07,2014-04-02 21:20:46.226,13.064
AS14.07,2014-04-03 09:13:22.815,7.023
AS14.07,2014-04-03 12:35:51.351,7.021
AS14.07,2014-04-03 16:03:35.569,6.016
AS14.07,2014-04-03 18:06:30.328,11.268
AS14.07,2014-04-03 21:49:50.694,14.038
AS14.07,2014-04-04 09:20:28.464,10.171
AS14.07,2014-04-04 12:34:08.276,83.359
AS14.07,2014-04-04 12:35:50.878,5.008
AS14.07,2014-04-04 12:40:08.993,4.9
AS14.07,2014-04-04 12:56:13.776,43.117
AS14.07,2014-04-04 15:06:25.346,65.927
AS14.07,2014-04-04 15:10:44.713,3.008
AS14.07,2014-04-04 19:53:29.490,7.019
AS14.07,2014-04-04 21:06:49.851,9.035
AS14.07,2014-04-05 09:14:15.828,81.194
AS14.07,2014-04-05 20:18:21.877,31.084
AS14.07,2014-04-05 22:16:02.868,7.022
AS14.07,2014-04-06 10:54:24.336,10.028
AS14.07,2014-04-06 14:50:02.209,27.081
AS14.07,2014-04-06 15:57:24.811,68.024
AS14.07,2014-04-06 19:26:19.871,5.032
AS14.07,2014-04-07 00:10:23.263,83.186
AS14.07,2014-04-07 00:12:40.802,5.023
AS14.07,2014-04-07 12:53:42.203,15.133
AS14.07,2014-04-07 15:05:00.394,70.783
AS14.07,2014-04-07 15:17:19.835,2.12
AS14.07,2014-04-07 15:17:24.882,5.011
AS14.07,2014-04-07 21:39:44.095,52.149
AS14.07,2014-04-08 09:22:09.664,62.309
AS14.07,2014-04-08 09:23:12.737,5.021
AS14.07,2014-04-08 12:20:39.075,6.021
AS14.07,2014-04-08 15:19:12.865,8.918
AS14.07,2014-04-08 18:19:04.654,70.655
AS14.07,2014-04-08 18:41:15.710,14.153
AS14.07,2014-04-08 21:33:05.171,11.034
AS14.07,2014-04-09 09:59:54.005,24.523
AS14.07,2014-04-09 12:27:59.677,7.135
AS14.07,2014-04-09 15:19:13.875,66.146
AS14.07,2014-04-09 15:24:44.342,3.009
AS14.07,2014-04-09 18:22:17.141,6.032
AS14.07,2014-04-09 21:51:32.391,9.022
AS14.07,2014-04-10 09:54:10.193,7.024
AS14.07,2014-04-10 12:25:57.993,9.028
AS14.07,2014-04-10 15:55:17.799,7.043
AS14.07,2014-04-10 19:03:53.607,11.029
AS14.07,2014-04-10 21:49:38.983,7.025
AS14.07,2014-04-11 11:30:42.822,14.034
AS14.07,2014-04-11 13:55:50.150,9.024
AS14.07,2014-04-11 17:36:17.630,17.053
AS14.07,2014-04-12 00:03:07.193,9.046
AS14.07,2014-04-12 16:25:05.150,45.136
AS14.07,2014-04-12 18:16:52.792,57.193
AS14.07,2014-04-12 21:06:10.752,65.768
AS14.07,2014-04-13 09:31:07.007,14.041
AS14.07,2014-04-13 13:05:00.262,7.026
AS14.07,2014-04-13 16:24:24.230,7.022
AS14.07,2014-04-13 18:34:24.256,2.096
AS14.07,2014-04-13 22:33:04.801,12.034
AS14.07,2014-04-14 09:41:49.839,7.068
AS14.07,2014-04-14 12:07:40.092,7.037
AS14.07,2014-04-14 15:23:19.904,9.032
AS14.07,2014-04-14 18:36:41.596,7.033
AS14.07,2014-04-14 21:20:21.293,59.379
AS14.07,2014-04-14 21:50:37.056,2.007
AS14.07,2014-04-15 10:08:54.237,8.236
AS14.07,2014-04-15 13:26:41.177,17.039
AS14.07,2014-04-15 15:49:49.305,34.168
AS14.07,2014-04-15 22:02:15.114,13.034
AS14.07,2014-04-16 09:23:32.404,7.023
AS14.07,2014-04-16 12:23:19.822,43.105
AS14.07,2014-04-16 12:26:38.631,12.029
AS14.07,2014-04-16 16:20:25.910,10.021
AS14.07,2014-04-16 16:22:33.628,18.081
AS14.07,2014-04-16 18:20:11.796,66.863
AS14.07,2014-04-16 18:23:26.697,5.193
AS14.07,2014-04-16 18:25:49.875,2.329
AS14.07,2014-04-16 21:31:36.767,236.127
AS14.07,2014-04-16 21:36:33.615,4.011
AS14.07,2014-04-17 09:37:51.098,8.079
AS14.07,2014-04-17 12:09:19.881,8.019
AS14.07,2014-04-17 15:34:42.137,8.026
AS14.07,2014-04-17 18:23:52.667,9.002
AS14.07,2014-04-17 18:24:32.464,3.011
AS14.07,2014-04-17 21:03:58.236,39.09
AS14.07,2014-04-18 09:34:09.492,14.057
AS14.07,2014-04-18 12:28:21.612,10.053
AS14.07,2014-04-18 17:09:59.424,59.836
AS14.07,2014-04-18 17:11:30.460,14.054
AS14.07,2014-04-18 18:03:48.858,25.571
AS14.07,2014-04-18 19:30:52.072,3.014
AS14.07,2014-04-18 21:04:05.907,12.272
AS14.07,2014-04-18 22:28:45.006,4.014
AS14.07,2014-04-19 10:18:48.721,8.025
AS14.07,2014-04-19 15:21:38.006,13.536
AS14.07,2014-04-19 19:31:09.026,7.02
AS14.07,2014-04-19 21:46:49.835,66.163
AS14.07,2014-04-20 23:13:25.828,10.042
AS14.07,2014-04-21 09:07:32.424,3.007
AS14.07,2014-04-21 09:36:40.411,8.059
AS14.07,2014-04-21 13:15:57.263,11.058
AS14.07,2014-04-21 15:11:58.842,20.056
AS14.07,2014-04-21 18:03:51.417,7.017
AS14.07,2014-04-21 21:35:23.917,48.113
AS14.07,2014-04-22 09:26:35.505,9.954
AS14.07,2014-04-22 10:08:32.819,6.013
AS14.07,2014-04-22 13:33:51.122,70.997
AS14.07,2014-04-22 15:14:16.697,18.328
AS14.07,2014-04-22 18:13:09.565,8.033
AS14.07,2014-04-22 21:08:34.967,7.016
AS14.07,2014-04-23 13:54:32.118,8.043
AS14.07,2014-04-23 17:15:19.319,9.023
AS14.07,2014-04-23 18:28:40.323,7.037
AS14.07,2014-04-23 22:05:46.138,70.255
AS14.07,2014-04-23 22:07:09.680,5.196
AS14.07,2014-04-23 22:11:25.785,52.115
AS14.07,2014-04-24 10:02:44.982,58.319
AS14.07,2014-04-24 10:15:12.174,2.724
AS14.07,2014-04-24 10:15:15.778,5.182
AS14.07,2014-04-24 10:55:39.792,4.014
AS14.07,2014-04-24 12:15:37.499,7.021
AS14.07,2014-04-24 16:25:40.607,7.021
AS14.07,2014-04-24 18:13:13.181,75.471
AS14.07,2014-04-24 21:54:23.279,7.041
AS14.07,2014-04-25 09:25:34.888,9.056
AS14.07,2014-04-25 18:48:09.015,8.038
AS14.07,2014-04-25 21:34:08.927,9.054
AS14.07,2014-04-26 09:10:11.424,4.69
AS14.07,2014-04-26 09:10:21.615,4.01
AS14.07,2014-04-26 13:04:30.184,21.719
AS14.07,2014-04-26 15:18:58.766,59.308
AS14.07,2014-04-26 15:57:55.657,13.043
AS14.07,2014-04-26 18:10:15.644,11.078
AS14.07,2014-04-26 22:15:45.263,106.348
AS14.07,2014-04-27 09:11:58.660,21.052
AS14.07,2014-04-27 13:17:16.604,20.054
AS14.07,2014-04-27 15:14:30.918,19.732
AS14.07,2014-04-27 18:28:01.779,8.023
AS14.07,2014-04-27 22:52:02.617,110.842
AS14.07,2014-04-28 09:28:11.131,8.048
AS14.07,2014-04-28 12:39:01.808,9.024
AS14.07,2014-04-28 15:24:59.740,62.65
AS14.07,2014-04-28 15:48:37.690,215.046
AS14.07,2014-04-28 15:57:16.723,4.058
AS14.07,2014-04-28 18:01:07.700,12.059
AS14.07,2014-04-28 18:04:45.375,5.171
AS14.07,2014-04-28 18:04:52.033,3.561
AS14.07,2014-04-28 21:00:59.609,13.556
AS14.07,2014-04-29 12:00:05.325,10.027
AS14.07,2014-04-29 12:43:47.921,1.022
AS14.07,2014-04-29 17:02:08.424,12.035
AS14.07,2014-04-29 22:46:39.994,10.325
AS14.07,2014-04-29 22:48:11.720,5.183
AS14.07,2014-04-29 22:49:14.917,4.01
AS14.07,2014-04-30 14:04:22.292,822.902
AS14.07,2014-04-30 16:20:43.433,8.033
AS14.07,2014-05-01 01:29:41.390,6.062
AS14.07,2014-05-01 17:39:46.260,19.08
AS14.07,2014-05-01 21:40:21.917,7.048
AS14.07,2014-05-02 01:13:14.253,17.055
AS14.07,2014-05-02 14:37:06.730,15.045
AS14.07,2014-05-02 17:03:20.690,10.073
AS14.07,2014-05-02 19:16:01.779,211.35
AS14.07,2014-05-02 19:20:33.874,164.482
AS14.07,2014-05-02 22:24:17.796,9.034
AS14.07,2014-05-03 15:25:14.194,15.059
AS14.07,2014-05-03 16:16:44.572,9.021
AS14.07,2014-05-03 19:05:15.697,9.278
AS14.07,2014-05-03 19:13:41.678,4.017
AS14.07,2014-05-04 01:51:16.930,9.085
AS14.08,2014-03-13 15:39:34.115,43.12
AS14.08,2014-03-13 15:41:10.441,88.523
AS14.08,2014-03-13 15:44:10.223,0.962
AS14.08,2014-03-13 15:48:54.289,5.716
AS14.08,2014-03-13 16:05:39.325,3.011
AS14.08,2014-03-13 16:15:58.417,51.362
AS14.08,2014-03-13 18:11:47.233,8.136
AS14.08,2014-03-13 21:32:53.328,8.025
AS14.08,2014-03-14 09:29:36.400,8.02
AS14.08,2014-03-14 12:47:58.385,10.108
AS14.08,2014-03-14 14:54:25.401,7.056
AS14.08,2014-03-14 18:22:02.515,9.024
AS14.08,2014-03-14 22:18:40.408,8.05
AS14.08,2014-03-15 09:07:07.364,7.395
AS14.08,2014-03-15 09:16:16.312,2.143
AS14.08,2014-03-15 12:10:34.611,9.892
AS14.08,2014-03-15 15:37:29.357,12.103
AS14.08,2014-03-15 18:09:09.884,31.171
AS14.08,2014-03-15 21:30:27.512,9.021
AS14.08,2014-03-16 09:10:48.342,7.162
AS14.08,2014-03-16 11:14:33.440,3.057
AS14.08,2014-03-16 12:04:08.368,8.053
AS14.08,2014-03-16 15:15:05.536,6.015
AS14.08,2014-03-16 17:29:27.091,5.139
AS14.08,2014-03-16 18:17:06.582,6.552
AS14.08,2014-03-16 18:37:56.250,9.028
AS14.08,2014-03-16 21:09:27.381,11.269
AS14.08,2014-03-17 11:19:40.755,8.036
AS14.08,2014-03-17 12:09:38.349,7.575
AS14.08,2014-03-17 12:50:53.239,5.091
AS14.08,2014-03-17 15:21:59.578,6.534
AS14.08,2014-03-17 17:12:29.335,2.295
AS14.08,2014-03-17 18:02:36.213,3.108
AS14.08,2014-03-17 18:40:39.401,11.29
AS14.08,2014-03-17 19:11:14.358,4.07
AS14.08,2014-03-17 19:11:18.490,10.309
AS14.08,2014-03-17 21:45:19.186,10.087
AS14.08,2014-03-18 09:57:27.349,8.072
AS14.08,2014-03-18 13:08:24.398,6.625
AS14.08,2014-03-18 13:22:28.174,4.027
AS14.08,2014-03-18 16:20:21.447,6.784
AS14.08,2014-03-18 17:09:12.229,3.388
AS14.08,2014-03-18 18:18:31.480,10.16
AS14.08,2014-03-18 21:12:32.331,8.081
AS14.08,2014-03-19 10:36:49.309,7.058
AS14.08,2014-03-19 12:33:29.266,7.139
AS14.08,2014-03-19 12:39:30.565,3.033
AS14.08,2014-03-19 14:54:03.311,9.203
AS14.08,2014-03-19 15:18:55.174,7.06
AS14.08,2014-03-19 18:20:15.364,18.772
AS14.08,2014-03-19 18:26:10.326,4.011
AS14.08,2014-03-19 21:49:23.496,8.086
AS14.08,2014-03-20 09:09:06.421,7.289
AS14.08,2014-03-20 09:15:35.367,6.053
AS14.08,2014-03-20 12:33:46.312,4.024
AS14.08,2014-03-20 15:39:07.908,9.458
AS14.08,2014-03-20 18:00:18.374,10.227
AS14.08,2014-03-20 21:40:39.351,6.934
AS14.08,2014-03-20 21:41:38.135,4.025
AS14.08,2014-03-21 08:55:22.275,9.029
AS14.08,2014-03-21 11:54:38.588,8.941
AS14.08,2014-03-21 11:56:55.259,3.011
AS14.08,2014-03-21 15:03:17.549,6.97
AS14.08,2014-03-21 15:08:15.358,3.137
AS14.08,2014-03-21 18:06:37.234,8.059
AS14.08,2014-03-21 21:36:56.805,13.034
AS14.08,2014-03-22 09:33:12.260,10.376
AS14.08,2014-03-22 11:33:26.247,6.013
AS14.08,2014-03-22 12:26:32.183,5.681
AS14.08,2014-03-22 12:50:07.138,2.014
AS14.08,2014-03-22 15:38:55.282,5.017
AS14.08,2014-03-22 18:09:35.246,7.039
AS14.08,2014-03-22 21:14:27.243,7.017
AS14.08,2014-03-23 09:24:43.395,6.733
AS14.08,2014-03-23 11:43:43.203,1.053
AS14.08,2014-03-23 12:24:16.094,12.061
AS14.08,2014-03-23 15:12:58.283,11.044
AS14.08,2014-03-23 15:13:09.328,280.892
AS14.08,2014-03-23 17:54:41.319,5.956
AS14.08,2014-03-23 17:55:29.338,5.118
AS14.08,2014-03-23 21:09:14.779,17.414
AS14.08,2014-03-23 21:09:32.260,7.257
AS14.08,2014-03-23 21:09:39.556,3717.61
AS14.08,2014-03-24 09:09:09.503,8.434
AS14.08,2014-03-24 10:17:09.084,3.035
AS14.08,2014-03-24 12:19:52.230,7.162
AS14.08,2014-03-24 12:47:47.088,3.031
