id,time,appCat.communication
AS14.03,2014-03-27 09:39:02.444,14.822
AS14.03,2014-03-27 09:47:26.989,4.717
AS14.03,2014-03-27 09:47:31.948,9.683
AS14.03,2014-03-27 10:15:33.559,3.098
AS14.03,2014-03-27 10:15:36.997,3.013
AS14.03,2014-03-27 10:31:21.473,26.25
AS14.03,2014-03-27 10:35:19.362,33.219
AS14.03,2014-03-27 10:50:57.226,27.227
AS14.03,2014-03-27 11:06:26.956,1.006
AS14.03,2014-03-27 11:51:21.526,9.084
AS14.03,2014-03-27 12:08:51.000,3.432
AS14.03,2014-03-27 12:09:31.200,3.248
AS14.03,2014-03-27 12:43:32.365,8.461
AS14.03,2014-03-27 12:43:41.038,2.01
AS14.03,2014-03-27 13:04:44.877,11.099
AS14.03,2014-03-27 13:04:55.983,64.659
AS14.03,2014-03-27 13:06:20.821,5.456
AS14.03,2014-03-27 13:53:53.948,3.021
AS14.03,2014-03-27 13:53:57.069,24.163
AS14.03,2014-03-27 15:34:27.019,16.274
AS14.03,2014-03-27 16:11:17.512,39.212
AS14.03,2014-03-27 16:11:56.743,26.025
AS14.03,2014-03-27 16:12:32.717,10.499
AS14.03,2014-03-27 16:13:14.506,6.379
AS14.03,2014-03-27 16:24:53.427,12.59
AS14.03,2014-03-27 16:26:27.381,1.822
AS14.03,2014-03-27 16:29:12.872,0.792
AS14.03,2014-03-27 16:50:22.986,1.004
AS14.03,2014-03-27 16:54:29.194,1.18
AS14.03,2014-03-27 17:03:49.861,0.868
AS14.03,2014-03-27 17:08:02.000,1.264
AS14.03,2014-03-27 17:08:20.362,6.232
AS14.03,2014-03-27 19:25:55.947,35.237
AS14.03,2014-03-27 19:26:36.352,8.384
AS14.03,2014-03-27 19:27:14.242,1.163
AS14.03,2014-03-27 19:40:34.368,1.035
AS14.03,2014-03-27 19:40:36.016,1.047
AS14.03,2014-03-27 19:46:52.733,4.061
AS14.03,2014-03-27 19:46:58.825,31.947
AS14.03,2014-03-27 19:48:02.596,2.229
AS14.03,2014-03-27 19:48:28.470,90.523
AS14.03,2014-03-27 20:02:50.299,9.273
AS14.03,2014-03-27 20:13:25.016,0.883
AS14.03,2014-03-27 20:32:54.746,14.422
AS14.03,2014-03-27 20:37:30.782,1.082
AS14.03,2014-03-27 20:55:03.257,39.734
AS14.03,2014-03-27 21:31:02.414,6.063
AS14.03,2014-03-27 21:31:08.513,105.192
AS14.03,2014-03-27 21:32:58.013,2.1
AS14.03,2014-03-27 21:34:34.680,8.214
AS14.03,2014-03-27 23:02:00.154,2.01
AS14.03,2014-03-27 23:02:27.502,69.297
AS14.03,2014-03-27 23:03:37.825,57.526
AS14.03,2014-03-27 23:04:53.825,20.066
AS14.03,2014-03-27 23:08:42.974,4.695
AS14.03,2014-03-27 23:12:31.904,1.2
AS14.03,2014-03-27 23:19:57.982,0.851
AS14.03,2014-03-27 23:40:48.849,1.045
AS14.03,2014-03-28 00:00:19.677,4.498
AS14.03,2014-03-28 07:45:34.664,6.197
AS14.03,2014-03-28 08:57:54.802,51.225
AS14.03,2014-03-28 08:58:51.786,53.735
AS14.03,2014-03-28 09:00:05.961,3.032
AS14.03,2014-03-28 09:00:11.207,7.277
AS14.03,2014-03-28 09:00:51.358,8.49
AS14.03,2014-03-28 09:58:24.655,2.091
AS14.03,2014-03-28 10:23:12.374,4.84
AS14.03,2014-03-28 10:24:34.283,1.783
AS14.03,2014-03-28 10:25:48.193,15.121
AS14.03,2014-03-28 10:26:03.392,3.039
AS14.03,2014-03-28 10:29:48.394,8.559
AS14.03,2014-03-28 10:30:02.976,4.11
AS14.03,2014-03-28 10:39:51.372,16.422
AS14.03,2014-03-28 10:41:24.220,3.124
AS14.03,2014-03-28 10:55:08.891,5.018
AS14.03,2014-03-28 10:56:22.885,9.02
AS14.03,2014-03-28 10:59:13.851,8.407
AS14.03,2014-03-28 11:05:49.891,0.811
AS14.03,2014-03-28 12:09:08.809,12.27
AS14.03,2014-03-28 12:09:25.612,3.097
AS14.03,2014-03-28 12:44:17.286,29.462
AS14.03,2014-03-28 12:48:51.066,13.856
AS14.03,2014-03-28 12:52:53.400,1.332
AS14.03,2014-03-28 12:53:21.990,12.113
AS14.03,2014-03-28 12:53:58.365,1.141
AS14.03,2014-03-28 13:04:39.815,0.872
AS14.03,2014-03-28 13:24:41.865,7.059
AS14.03,2014-03-28 13:24:50.121,14.057
AS14.03,2014-03-28 13:25:05.210,21.094
AS14.03,2014-03-28 13:26:08.513,4.691
AS14.03,2014-03-28 13:26:19.874,18.862
AS14.03,2014-03-28 13:32:47.838,5.022
AS14.03,2014-03-28 13:32:53.875,16.79
AS14.03,2014-03-28 13:40:36.023,5.039
AS14.03,2014-03-28 13:40:41.124,1.092
AS14.03,2014-03-28 13:43:00.937,4.065
AS14.03,2014-03-28 13:43:05.266,8.282
AS14.03,2014-03-28 14:25:26.667,6.648
AS14.03,2014-03-28 14:36:51.848,15.15
AS14.03,2014-03-28 14:51:59.322,11.086
AS14.03,2014-03-28 15:17:32.191,5.057
AS14.03,2014-03-28 15:17:53.602,37.275
AS14.03,2014-03-28 16:40:02.684,1.505
AS14.03,2014-03-28 16:40:19.792,25.418
AS14.03,2014-03-28 16:42:36.858,55.51
AS14.03,2014-03-28 16:58:35.888,9.049
AS14.03,2014-03-28 16:58:44.951,6.367
AS14.03,2014-03-28 17:10:14.982,41.665
AS14.03,2014-03-28 17:11:19.848,27.429
AS14.03,2014-03-28 17:12:25.960,9.391
AS14.03,2014-03-28 17:13:14.592,35.075
AS14.03,2014-03-28 17:14:42.911,3.527
AS14.03,2014-03-28 17:16:29.801,0.956
AS14.03,2014-03-28 17:17:20.773,1.139
AS14.03,2014-03-28 17:19:44.128,19.103
AS14.03,2014-03-28 17:26:11.967,6.352
AS14.03,2014-03-28 17:27:34.599,9.036
AS14.03,2014-03-28 17:27:44.693,65.434
AS14.03,2014-03-28 17:28:51.155,29.144
AS14.03,2014-03-28 17:29:21.493,8.209
AS14.03,2014-03-28 17:29:30.743,14.64
AS14.03,2014-03-28 17:50:22.006,7.077
AS14.03,2014-03-28 17:50:29.404,2.158
AS14.03,2014-03-28 18:25:23.140,35.374
AS14.03,2014-03-28 18:26:49.706,1.807
AS14.03,2014-03-28 18:40:00.907,7.064
AS14.03,2014-03-28 18:40:08.990,34.958
AS14.03,2014-03-28 18:47:04.834,7.298
AS14.03,2014-03-28 18:47:12.301,3.983
AS14.03,2014-03-29 10:20:12.049,8.362
AS14.03,2014-03-29 10:21:50.743,6.03
AS14.03,2014-03-29 10:21:56.803,3.025
AS14.03,2014-03-29 10:21:59.884,8.524
AS14.03,2014-03-29 10:24:23.763,3.072
AS14.03,2014-03-29 10:24:28.082,29.314
AS14.03,2014-03-29 10:28:20.257,26.325
AS14.03,2014-03-29 10:49:04.812,7.164
AS14.03,2014-03-29 11:08:02.884,1.608
AS14.03,2014-03-29 11:15:34.947,8.103
AS14.03,2014-03-29 11:48:19.286,11.305
AS14.03,2014-03-29 11:48:30.596,2.078
AS14.03,2014-03-29 13:19:05.740,6.082
AS14.03,2014-03-29 13:58:51.997,1.015
AS14.03,2014-03-29 14:00:09.825,1.087
AS14.03,2014-03-29 14:14:12.039,5.209
AS14.03,2014-03-29 18:39:20.882,10.182
AS14.03,2014-03-29 20:30:05.197,6.541
AS14.03,2014-03-29 20:48:26.808,0.852
AS14.03,2014-03-29 22:22:25.851,7.05
AS14.03,2014-03-30 11:37:19.750,18.692
AS14.03,2014-03-30 11:51:27.440,4.673
AS14.03,2014-03-30 11:58:56.970,4.092
AS14.03,2014-03-30 12:05:48.487,79.145
AS14.03,2014-03-30 12:07:50.325,52.395
AS14.03,2014-03-30 12:09:36.283,7.282
AS14.03,2014-03-30 12:18:02.072,3.59
AS14.03,2014-03-30 12:28:56.956,0.941
AS14.03,2014-03-30 12:37:12.907,25.218
AS14.03,2014-03-30 12:39:51.542,4.124
AS14.03,2014-03-30 12:53:21.127,22.37
AS14.03,2014-03-30 12:57:52.259,0.694
AS14.03,2014-03-30 12:58:49.836,8.042
AS14.03,2014-03-30 13:17:15.467,6.199
AS14.03,2014-03-30 13:29:52.894,1.717
AS14.03,2014-03-30 13:32:35.096,51.385
AS14.03,2014-03-30 13:34:18.766,2.228
AS14.03,2014-03-30 13:36:02.592,5.158
AS14.03,2014-03-30 13:36:31.898,3.015
AS14.03,2014-03-30 13:40:27.198,4.071
AS14.03,2014-03-30 14:39:34.453,7.355
AS14.03,2014-03-30 14:39:50.375,5.153
AS14.03,2014-03-30 15:02:14.052,1.425
AS14.03,2014-03-30 15:09:27.226,5.439
AS14.03,2014-03-30 15:16:32.358,35.878
AS14.03,2014-03-30 15:18:01.967,0.716
AS14.03,2014-03-30 15:21:22.229,0.611
AS14.03,2014-03-30 15:25:18.839,16.433
AS14.03,2014-03-30 15:29:29.157,1.08
AS14.03,2014-03-30 15:29:31.667,50.054
AS14.03,2014-03-30 15:46:09.384,0.033
AS14.03,2014-03-30 15:46:10.005,13.168
AS14.03,2014-03-30 15:56:00.186,0.644
AS14.03,2014-03-30 16:01:49.411,1.035
AS14.03,2014-03-30 16:01:58.194,7.586
AS14.03,2014-03-30 16:04:54.926,1.1
AS14.03,2014-03-30 16:19:20.819,8.234
AS14.03,2014-03-30 16:22:52.125,4.899
AS14.03,2014-03-30 16:22:59.009,15.209
AS14.03,2014-03-30 16:23:26.038,12.473
AS14.03,2014-03-30 16:25:08.732,17.925
AS14.03,2014-03-30 16:53:50.165,40.128
AS14.03,2014-03-30 16:54:31.368,4.1
AS14.03,2014-03-30 16:56:45.227,4.356
AS14.03,2014-03-30 16:56:50.010,7.632
AS14.03,2014-03-30 16:58:35.921,4.033
AS14.03,2014-03-30 17:00:09.838,96.07
AS14.03,2014-03-30 17:02:00.101,10.266
AS14.03,2014-03-30 17:07:09.607,16.245
AS14.03,2014-03-30 17:28:47.039,4.747
AS14.03,2014-03-30 17:29:07.150,15.42
AS14.03,2014-03-30 17:32:53.971,0.922
AS14.03,2014-03-30 17:33:15.957,9.043
AS14.03,2014-03-30 17:36:57.872,7.142
AS14.03,2014-03-30 18:38:10.154,3.608
AS14.03,2014-03-30 18:39:31.098,7.198
AS14.03,2014-03-30 18:41:07.187,5.352
AS14.03,2014-03-30 18:42:36.086,0.755
AS14.03,2014-03-30 18:43:22.941,15.461
AS14.03,2014-03-30 19:16:00.089,2.405
AS14.03,2014-03-30 19:21:04.005,0.585
AS14.03,2014-03-30 19:30:47.884,85.781
AS14.03,2014-03-30 19:34:37.072,3.613
AS14.03,2014-03-30 19:34:59.644,36.645
AS14.03,2014-03-30 19:39:28.979,42.95
AS14.03,2014-03-30 19:41:23.834,0.832
AS14.03,2014-03-30 19:43:50.789,5.664
AS14.03,2014-03-30 19:46:55.032,38.344
AS14.03,2014-03-30 19:50:16.778,14.742
AS14.03,2014-03-30 19:54:08.868,2.087
AS14.03,2014-03-30 20:23:47.994,56.702
AS14.03,2014-03-30 20:39:37.805,98.218
AS14.03,2014-03-30 20:42:44.582,17.919
AS14.03,2014-03-30 20:51:18.848,1.754
AS14.03,2014-03-30 20:54:21.260,14.627
AS14.03,2014-03-30 21:02:17.165,5.064
AS14.03,2014-03-30 22:34:05.951,7.042
AS14.03,2014-03-30 22:35:44.549,24.69
AS14.03,2014-03-31 07:49:30.484,4.025
AS14.03,2014-03-31 07:49:34.515,3.035
AS14.03,2014-03-31 08:46:37.019,10.223
AS14.03,2014-03-31 08:47:31.936,7.001
AS14.03,2014-03-31 08:56:14.494,4.024
AS14.03,2014-03-31 08:56:19.562,16.463
AS14.03,2014-03-31 08:57:39.759,1.03
AS14.03,2014-03-31 08:59:38.140,0.984
AS14.03,2014-03-31 09:23:07.365,5.022
AS14.03,2014-03-31 09:28:57.615,39.724
AS14.03,2014-03-31 09:34:11.753,1.138
AS14.03,2014-03-31 10:02:00.974,5.086
AS14.03,2014-03-31 10:02:06.069,23.309
AS14.03,2014-03-31 10:05:45.460,25.763
AS14.03,2014-03-31 10:08:50.451,53.039
AS14.03,2014-03-31 10:17:35.796,11.071
AS14.03,2014-03-31 10:17:57.203,0.94
AS14.03,2014-03-31 10:18:44.016,0.98
AS14.03,2014-03-31 10:19:23.750,1.052
AS14.03,2014-03-31 10:19:25.503,3.09
AS14.03,2014-03-31 10:36:28.619,21.089
AS14.03,2014-03-31 10:37:58.055,1.058
AS14.03,2014-03-31 10:37:59.868,1.005
AS14.03,2014-03-31 10:38:00.875,40.518
AS14.03,2014-03-31 10:39:50.098,6.173
AS14.03,2014-03-31 11:26:22.257,2.071
AS14.03,2014-03-31 11:31:48.834,12.593
AS14.03,2014-03-31 11:41:56.993,28.207
AS14.03,2014-03-31 11:52:09.522,10.05
AS14.03,2014-03-31 12:53:50.950,17.348
AS14.03,2014-03-31 13:45:24.345,24.969
AS14.03,2014-03-31 13:47:53.573,11.271
AS14.03,2014-03-31 13:48:35.368,14.69
AS14.03,2014-03-31 13:49:16.525,0.971
AS14.03,2014-03-31 14:12:39.788,6.087
AS14.03,2014-03-31 14:52:01.003,15.179
AS14.03,2014-03-31 15:21:02.407,3.466
AS14.03,2014-03-31 15:21:06.798,13.815
AS14.03,2014-03-31 15:24:03.846,0.94
AS14.03,2014-03-31 15:28:49.002,2.484
AS14.03,2014-03-31 15:50:28.750,4.024
AS14.03,2014-03-31 15:50:32.796,8.614
AS14.03,2014-03-31 15:52:03.803,1.54
AS14.03,2014-03-31 15:54:00.318,30.223
AS14.03,2014-03-31 15:55:15.881,1048.226
AS14.03,2014-03-31 16:12:44.117,812.073
AS14.03,2014-03-31 16:26:16.239,1019.254
AS14.03,2014-03-31 16:51:02.910,61.287
AS14.03,2014-03-31 16:52:05.000,1.009
AS14.03,2014-03-31 17:03:43.473,5.019
AS14.03,2014-03-31 17:08:19.967,74.508
AS14.03,2014-03-31 17:09:34.595,82.16
AS14.03,2014-03-31 17:11:39.332,207.441
AS14.03,2014-03-31 17:16:39.081,315.211
AS14.03,2014-03-31 17:21:55.319,12.424
AS14.03,2014-03-31 17:26:37.845,10.432
AS14.03,2014-03-31 17:28:25.216,1.164
AS14.03,2014-03-31 17:28:27.335,0.779
AS14.03,2014-03-31 17:29:02.831,5.324
AS14.03,2014-03-31 17:37:00.986,17.016
AS14.03,2014-03-31 17:38:02.157,4.137
AS14.03,2014-03-31 17:38:14.115,11.048
AS14.03,2014-03-31 18:10:35.526,3.026
AS14.03,2014-03-31 18:33:08.744,25.814
AS14.03,2014-03-31 18:34:16.877,16.097
AS14.03,2014-03-31 18:35:17.931,9.708
AS14.03,2014-03-31 18:57:49.891,5.031
AS14.03,2014-03-31 19:54:32.749,1.168
AS14.03,2014-03-31 20:24:02.262,4.038
AS14.03,2014-03-31 20:25:29.002,2.024
AS14.03,2014-03-31 20:54:17.115,2.007
AS14.03,2014-03-31 21:49:16.328,89.563
AS14.03,2014-03-31 21:58:20.845,3.006
AS14.03,2014-03-31 21:58:42.565,4.022
AS14.03,2014-03-31 22:26:53.332,30.5
AS14.03,2014-03-31 22:28:00.868,6.068
AS14.03,2014-03-31 22:37:17.869,1.62
AS14.03,2014-03-31 22:39:24.855,0.849
AS14.03,2014-03-31 23:03:18.888,0.759
AS14.03,2014-03-31 23:05:59.822,5.515
AS14.03,2014-03-31 23:16:35.875,1.873
AS14.03,2014-03-31 23:30:10.963,16.101
AS14.03,2014-04-01 07:51:18.730,15.237
AS14.03,2014-04-01 08:46:50.766,17.342
AS14.03,2014-04-01 09:19:04.407,17.162
AS14.03,2014-04-01 09:23:01.144,3.033
AS14.03,2014-04-01 10:08:18.198,1.832
AS14.03,2014-04-01 10:10:29.944,1.111
AS14.03,2014-04-01 10:10:52.737,0.976
AS14.03,2014-04-01 10:11:04.493,0.775
AS14.03,2014-04-01 10:13:05.798,4.053
AS14.03,2014-04-01 10:13:09.957,5.289
AS14.03,2014-04-01 10:14:54.595,5.061
AS14.03,2014-04-01 10:54:22.710,2.196
AS14.03,2014-04-01 12:23:45.102,4.045
AS14.03,2014-04-01 12:23:57.217,27.124
AS14.03,2014-04-01 12:36:19.049,12.064
AS14.03,2014-04-01 12:36:31.404,18.074
AS14.03,2014-04-01 12:36:49.484,4.924
AS14.03,2014-04-01 12:39:49.036,18.165
AS14.03,2014-04-01 12:40:08.415,16.27
AS14.03,2014-04-01 12:40:57.888,22.307
AS14.03,2014-04-01 12:41:20.263,6.531
AS14.03,2014-04-01 12:44:09.051,5.039
AS14.03,2014-04-01 12:48:28.226,12.127
AS14.03,2014-04-01 12:49:07.740,8.043
AS14.03,2014-04-01 12:49:16.795,50.344
AS14.03,2014-04-01 13:55:06.200,3.378
AS14.03,2014-04-01 14:05:22.990,15.287
AS14.03,2014-04-01 14:06:42.801,0.949
AS14.03,2014-04-01 14:14:03.654,3.146
AS14.03,2014-04-01 14:14:06.832,33.261
AS14.03,2014-04-01 14:20:29.098,0.804
AS14.03,2014-04-01 14:20:48.783,0.933
AS14.03,2014-04-01 14:24:16.878,0.877
AS14.03,2014-04-01 14:29:19.230,6.491
AS14.03,2014-04-01 15:01:09.803,3.209
AS14.03,2014-04-01 16:09:59.884,15.935
AS14.03,2014-04-01 16:11:11.301,15.669
AS14.03,2014-04-01 16:11:27.467,15.962
AS14.03,2014-04-01 16:13:42.660,1.007
AS14.03,2014-04-01 16:13:43.698,11.209
AS14.03,2014-04-01 16:13:55.012,29.686
AS14.03,2014-04-01 16:28:10.651,3.887
AS14.03,2014-04-01 16:47:37.065,6.12
AS14.03,2014-04-01 16:51:29.796,6.214
AS14.03,2014-04-01 17:03:03.052,26.402
AS14.03,2014-04-01 17:05:45.865,12.351
AS14.03,2014-04-01 17:07:46.780,4.158
AS14.03,2014-04-01 17:13:15.503,46.97
AS14.03,2014-04-01 17:16:00.900,3.912
AS14.03,2014-04-01 17:20:38.898,2.095
AS14.03,2014-04-01 17:35:23.595,8.216
AS14.03,2014-04-01 18:44:52.865,16.265
AS14.03,2014-04-01 19:53:12.161,104.531
AS14.03,2014-04-01 20:13:41.821,1.325
AS14.03,2014-04-01 20:13:49.969,1.678
AS14.03,2014-04-01 20:15:50.683,1.031
AS14.03,2014-04-01 20:32:33.776,5.036
AS14.03,2014-04-01 20:32:38.838,11.43
AS14.03,2014-04-01 22:22:52.910,13.25
AS14.03,2014-04-02 08:42:07.312,25.355
AS14.03,2014-04-02 08:43:35.980,26.211
AS14.03,2014-04-02 08:50:53.943,1.0
AS14.03,2014-04-02 09:10:30.957,1.765
AS14.03,2014-04-02 09:11:21.908,1.915
AS14.03,2014-04-02 09:14:46.887,5.075
AS14.03,2014-04-02 09:15:05.411,64.646
AS14.03,2014-04-02 09:16:39.967,1.081
AS14.03,2014-04-02 09:16:41.819,0.824
AS14.03,2014-04-02 09:17:24.096,3.042
AS14.03,2014-04-02 09:17:28.342,12.085
AS14.03,2014-04-02 09:17:46.359,13.209
AS14.03,2014-04-02 09:17:59.644,89.866
AS14.03,2014-04-02 09:20:32.497,1.417
AS14.03,2014-04-02 09:20:34.664,2.088
AS14.03,2014-04-02 09:20:37.970,22.636
AS14.03,2014-04-02 10:48:35.000,11.358
AS14.03,2014-04-02 11:11:24.874,15.47
AS14.03,2014-04-02 11:50:53.076,1.852
AS14.03,2014-04-02 11:53:46.846,4.397
AS14.03,2014-04-02 11:55:40.948,3.946
AS14.03,2014-04-02 11:58:45.463,3.632
AS14.03,2014-04-02 12:39:51.911,4.116
AS14.03,2014-04-02 13:17:57.141,16.314
AS14.03,2014-04-02 13:24:17.849,13.62
AS14.03,2014-04-02 13:33:54.686,0.847
AS14.03,2014-04-02 13:34:00.864,11.104
AS14.03,2014-04-02 13:56:49.674,3.388
AS14.03,2014-04-02 14:01:22.948,0.867
AS14.03,2014-04-02 14:30:31.207,0.839
AS14.03,2014-04-02 14:31:18.299,1.003
AS14.03,2014-04-02 14:53:19.701,6.095
AS14.03,2014-04-02 15:21:58.532,3.608
AS14.03,2014-04-02 15:26:28.404,1.04
AS14.03,2014-04-02 15:36:14.857,0.905
AS14.03,2014-04-02 15:40:46.917,0.949
AS14.03,2014-04-02 15:41:48.862,2.226
AS14.03,2014-04-02 15:43:26.829,1.551
AS14.03,2014-04-02 15:56:47.000,4.073
AS14.03,2014-04-02 15:56:51.107,2.016
AS14.03,2014-04-02 16:21:38.421,36.675
AS14.03,2014-04-02 16:23:37.272,32.499
AS14.03,2014-04-02 16:24:10.822,15.407
AS14.03,2014-04-02 16:27:27.877,50.086
AS14.03,2014-04-02 16:38:24.934,20.07
AS14.03,2014-04-02 16:38:45.019,2.006
AS14.03,2014-04-02 16:38:47.026,37.082
AS14.03,2014-04-02 16:41:13.823,4.072
AS14.03,2014-04-02 16:41:18.025,26.986
AS14.03,2014-04-02 16:41:46.369,16.649
AS14.03,2014-04-02 16:46:44.506,10.08
AS14.03,2014-04-02 16:50:58.970,23.344
AS14.03,2014-04-02 16:56:32.828,0.914
AS14.03,2014-04-02 17:05:42.104,6.072
AS14.03,2014-04-02 17:10:32.017,5.891
AS14.03,2014-04-02 17:14:45.881,6.536
AS14.03,2014-04-02 17:43:29.392,1.604
AS14.03,2014-04-02 17:59:29.838,16.144
AS14.03,2014-04-02 17:59:46.039,2.008
AS14.03,2014-04-02 18:07:04.138,12.225
AS14.03,2014-04-02 18:15:02.446,5.05
AS14.03,2014-04-02 18:50:54.923,99.706
AS14.03,2014-04-02 20:36:03.910,2.021
AS14.03,2014-04-03 07:38:09.111,15.843
AS14.03,2014-04-03 07:38:48.819,68.512
AS14.03,2014-04-03 10:05:04.760,35.886
AS14.03,2014-04-03 10:05:47.851,0.441
AS14.03,2014-04-03 10:06:03.993,9.924
AS14.03,2014-04-03 10:16:08.315,4.031
AS14.03,2014-04-03 10:16:12.365,25.147
AS14.03,2014-04-03 10:18:07.546,1.353
AS14.03,2014-04-03 10:18:59.535,0.771
AS14.03,2014-04-03 10:19:19.476,1.23
AS14.03,2014-04-03 10:32:38.082,1.112
AS14.03,2014-04-03 10:32:41.703,8.485
AS14.03,2014-04-03 10:47:42.723,10.369
AS14.03,2014-04-03 10:54:25.980,1.351
AS14.03,2014-04-03 10:54:46.970,0.808
AS14.03,2014-04-03 10:54:48.605,5.403
AS14.03,2014-04-03 11:05:21.127,8.915
AS14.03,2014-04-03 11:10:35.822,20.512
AS14.03,2014-04-03 11:22:17.000,23.095
AS14.03,2014-04-03 11:22:40.111,8.041
AS14.03,2014-04-03 11:29:42.447,7.042
AS14.03,2014-04-03 11:38:56.809,0.611
AS14.03,2014-04-03 11:53:52.913,0.781
AS14.03,2014-04-03 11:55:49.903,1.127
AS14.03,2014-04-03 11:59:02.440,4.369
AS14.03,2014-04-03 12:19:15.105,2.138
AS14.03,2014-04-03 12:47:29.743,6.679
AS14.03,2014-04-03 12:59:55.033,0.774
AS14.03,2014-04-03 13:00:58.516,0.597
AS14.03,2014-04-03 13:11:27.956,1.102
AS14.03,2014-04-03 13:14:47.786,0.884
AS14.03,2014-04-03 13:16:03.441,2.143
AS14.03,2014-04-03 13:58:52.467,80.137
AS14.03,2014-04-03 14:08:06.582,8.833
AS14.03,2014-04-03 14:17:33.890,0.959
AS14.03,2014-04-03 14:21:13.490,1.329
AS14.03,2014-04-03 16:16:13.983,5.089
AS14.03,2014-04-03 16:16:50.414,74.241
AS14.03,2014-04-03 16:31:50.651,5.58
AS14.03,2014-04-03 16:49:15.953,0.8
AS14.03,2014-04-03 16:57:45.963,5.111
AS14.03,2014-04-03 16:57:51.286,1.041
AS14.03,2014-04-03 16:58:18.983,30.244
AS14.03,2014-04-03 17:28:50.934,2.963
AS14.03,2014-04-03 19:28:38.322,2.214
AS14.03,2014-04-03 20:34:28.937,9.248
AS14.03,2014-04-03 20:34:46.756,19.712
AS14.03,2014-04-03 20:50:52.834,43.838
AS14.03,2014-04-03 20:51:36.674,2.006
AS14.03,2014-04-03 21:00:51.867,2.136
AS14.03,2014-04-03 21:28:55.226,10.082
AS14.03,2014-04-03 21:29:05.321,36.823
AS14.03,2014-04-03 21:33:46.700,2.007
AS14.03,2014-04-03 21:33:49.743,18.594
AS14.03,2014-04-03 21:44:00.854,5.885
AS14.03,2014-04-03 21:44:37.078,3.177
AS14.03,2014-04-03 21:59:34.822,1.262
AS14.03,2014-04-03 22:24:43.819,4.069
AS14.03,2014-04-03 22:43:23.585,7.134
AS14.03,2014-04-03 22:43:32.736,1.109
AS14.03,2014-04-03 23:27:16.119,20.085
AS14.03,2014-04-04 08:42:57.296,21.464
AS14.03,2014-04-04 10:08:54.483,19.583
AS14.03,2014-04-04 10:17:31.101,36.57
AS14.03,2014-04-04 10:25:23.549,7.499
AS14.03,2014-04-04 10:27:19.380,0.903
AS14.03,2014-04-04 10:27:21.151,5.278
AS14.03,2014-04-04 10:30:45.605,4.025
AS14.03,2014-04-04 10:55:16.013,15.265
AS14.03,2014-04-04 11:23:25.059,11.094
AS14.03,2014-04-04 11:23:37.108,8.086
AS14.03,2014-04-04 11:29:20.642,1.04
AS14.03,2014-04-04 11:44:03.711,12.094
AS14.03,2014-04-04 12:53:26.006,5.171
AS14.03,2014-04-04 13:58:59.315,16.176
AS14.03,2014-04-04 14:07:42.542,9.228
AS14.03,2014-04-04 14:07:51.950,3.015
AS14.03,2014-04-04 15:45:50.698,19.226
AS14.03,2014-04-04 15:49:52.293,4.217
AS14.03,2014-04-04 15:49:59.867,2.151
AS14.03,2014-04-04 17:25:17.618,5.529
AS14.03,2014-04-04 17:29:51.641,6.142
AS14.03,2014-04-04 17:33:01.970,1.23
AS14.03,2014-04-04 17:34:14.283,3.086
AS14.03,2014-04-04 17:35:08.308,106.951
AS14.03,2014-04-04 17:37:02.638,0.605
AS14.03,2014-04-04 17:39:17.464,4.027
AS14.03,2014-04-04 17:39:21.526,7.164
AS14.03,2014-04-04 17:39:28.694,456.587
AS14.03,2014-04-04 19:44:39.267,5.584
AS14.03,2014-04-04 20:22:32.967,5.101
AS14.03,2014-04-05 10:09:23.970,7.058
AS14.03,2014-04-05 12:00:54.411,14.264
AS14.03,2014-04-05 12:06:30.921,11.937
AS14.03,2014-04-05 12:13:01.986,13.625
AS14.03,2014-04-05 12:23:12.947,5.035
AS14.03,2014-04-05 13:44:29.749,21.895
AS14.03,2014-04-05 13:49:20.043,22.155
AS14.03,2014-04-05 13:52:04.072,10.968
AS14.03,2014-04-05 13:53:10.036,0.614
AS14.03,2014-04-05 13:53:27.940,1.209
AS14.03,2014-04-05 13:53:33.726,20.511
AS14.03,2014-04-05 14:04:01.401,34.594
AS14.03,2014-04-05 14:48:50.032,10.747
AS14.03,2014-04-05 14:53:33.875,1.121
AS14.03,2014-04-05 15:12:18.796,4.018
AS14.03,2014-04-05 15:12:36.144,28.425
AS14.03,2014-04-05 15:17:00.914,3.065
AS14.03,2014-04-05 15:18:04.302,4.104
AS14.03,2014-04-05 15:20:00.953,0.815
AS14.03,2014-04-05 15:20:17.732,1.034
AS14.03,2014-04-05 15:20:50.861,3.159
AS14.03,2014-04-05 18:28:32.319,5.082
AS14.03,2014-04-05 18:29:06.122,31.402
AS14.03,2014-04-05 18:30:19.891,85.889
AS14.03,2014-04-05 18:32:07.808,10.247
AS14.03,2014-04-05 18:32:27.151,24.272
AS14.03,2014-04-05 19:13:07.411,14.074
AS14.03,2014-04-05 19:46:58.862,12.06
AS14.03,2014-04-05 19:48:35.900,6.841
AS14.03,2014-04-05 19:49:40.783,0.78
AS14.03,2014-04-05 20:14:07.119,0.792
AS14.03,2014-04-05 20:18:56.321,10.081
AS14.03,2014-04-05 20:19:06.513,7.53
AS14.03,2014-04-05 20:32:01.785,3.02
AS14.03,2014-04-05 21:44:41.979,45.633
AS14.03,2014-04-05 21:45:53.456,8.82
AS14.03,2014-04-05 21:56:20.686,5.395
